# version=2017
provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |  astCat|mag  |band
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:52:22.368Z|353.00054  | +7.89164  | USNOSA2|15.5 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T21:52:47.424Z|353.13129  | +7.99206  |   CMC14|15.7 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:53:05.568Z|353.00521  | +7.89217  | USNOSA2|15.6 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:53:48.768Z|353.01     | +7.89272  | USNOSA2|15.6 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T21:54:21.600Z|353.14104  | +7.99386  |   CMC14|15.9 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:54:31.968Z|353.01442  | +7.89331  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:55:14.304Z|353.01858  | +7.89372  | USNOSA2|15.9 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T21:55:25.536Z|353.87612  | +8.528    |   CMC14|15.9 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T21:55:56.640Z|353.88012  | +8.52964  |   CMC14|16.1 |   C
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:55:57.504Z|353.02304  | +7.89425  | USNOSA2|15.9 |   R
2008 TC3   | K08T03C| CCD|J51 |    |2008-10-06T21:56:30.336Z|354.00175  | +8.55119  |   UCAC2|15.5 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T21:56:40.704Z|353.02725  | +7.89472  | USNOSA2|15.8 |   R
2008 TC3   | K08T03C| CCD|J51 |    |2008-10-06T21:57:21.312Z|354.00917  | +8.55425  |   UCAC2|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T21:57:28.224Z|353.89225  | +8.53478  |   CMC14|15.9 |   C
2008 TC3   | K08T03C| CCD|J51 |    |2008-10-06T21:58:18.336Z|354.01733  | +8.55753  |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T21:58:30.432Z|353.9005   | +8.53817  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T21:59:36.096Z|353.90929  | +8.54197  |   CMC14|16   |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:00:33.120Z|353.91692  | +8.54508  |   CMC14|15.9 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:01:39.648Z|353.92587  | +8.54881  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:02:02.112Z|353.18996  | +8.00242  |   CMC14|15.8 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:02:40.992Z|353.93425  | +8.55225  |   CMC14|16.1 |   C
2008 TC3   | K08T03C| CCD|J95 |    |2008-10-06T22:03:24.019Z|353.29533  | +7.60172  |   UCAC2|15   |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:03:38.016Z|353.94171  | +8.55547  |   CMC14|15.4 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:04:25.536Z|353.20571  | +8.00506  |   CMC14|16   |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:04:54.912Z|353.95233  | +8.55989  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:05:38.976Z|353.95837  | +8.56244  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:06:24.768Z|353.219    | +8.00731  |   CMC14|15.7 |   R
2008 TC3   | K08T03C| CCD|J75 |    |2008-10-06T22:06:31.680Z|353.43288  | +8.16133  |  USNOB1|16.3 |   V
2008 TC3   | K08T03C| CCD|J95 |    |2008-10-06T22:06:38.333Z|353.32325  | +7.60122  |   UCAC2|16   |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:07:41.664Z|353.97542  | +8.56967  |   CMC14|15.9 |   C
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:08:04.992Z|353.34354  | +8.12178  |   UCAC2|15.4 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:08:41.280Z|353.23429  | +8.00975  |   CMC14|16.2 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:08:43.872Z|353.98387  | +8.57322  |   CMC14|15.9 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:09:27.072Z|353.99     | +8.57575  |   CMC14|15.9 |   C
2008 TC3   | K08T03C| CCD|J95 |    |2008-10-06T22:09:47.203Z|353.35096  | +7.60056  |   UCAC2|15.4 |   R
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:10:19.776Z|353.35888  | +8.12531  |   UCAC2|15.6 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:11:03.494Z|352.49846  | +7.29064  |     UNK|15.8 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:11:46.176Z|352.50429  | +7.28936  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:11:56.544Z|352.84454  | +7.81336  |   UCAC2|15.9 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:12:27.734Z|352.51     | +7.28822  |     UNK|15.7 |   R
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:12:38.016Z|353.37504  | +8.12906  |   UCAC2|15   |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:13:02.208Z|353.13496  | +7.90603  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:13:09.034Z|352.51612  | +7.28689  |     UNK|15.8 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:13:29.856Z|353.13804  | +7.90625  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:13:32.448Z|353.01488  | +7.81028  |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:13:50.592Z|352.52229  | +7.28572  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:14:27.744Z|353.145    | +7.90694  | USNOSA2|16.1 |   R
2008 TC3   | K08T03C| CCD|J95 |    |2008-10-06T22:14:29.213Z|353.39338  | +7.59944  |   UCAC2|15.6 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:14:32.064Z|352.52825  | +7.28433  |     UNK|15.7 |   R
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:14:49.344Z|352.86317  | +7.81392  |   UCAC2|16.1 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:14:57.120Z|353.14808  | +7.90722  | USNOSA2|15.4 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:15:13.450Z|352.53337  | +7.28322  |     UNK|16.2 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:15:26.496Z|353.15171  | +7.90756  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:15:54.749Z|352.539    | +7.28208  |     UNK|15.7 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:15:55.008Z|353.15496  | +7.90792  | USNOSA2|15.8 |   R
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:16:22.656Z|353.03479  | +7.811    |   UCAC2|15.9 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:16:26.976Z|353.28846  | +8.01831  |   CMC14|15.9 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:16:52.896Z|353.16175  | +7.90853  | USNOSA2|15.9 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:16:59.462Z|352.54913  | +7.27992  |     UNK|16.2 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:17:22.272Z|353.16521  | +7.90883  | USNOSA2|15.4 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:17:41.021Z|352.55392  | +7.27903  |     UNK|16.6 |   R
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:17:43.008Z|352.88233  | +7.81439  |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:17:50.784Z|353.169    | +7.90914  | USNOSA2|15.8 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:18:20.160Z|353.17221  | +7.90953  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:18:22.234Z|352.56025  | +7.27753  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:18:49.536Z|353.17583  | +7.90978  | USNOSA2|15.3 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:19:03.360Z|352.56596  | +7.27642  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:19:12.000Z|353.05504  | +7.81172  |   UCAC2|15.9 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:19:18.048Z|353.17921  | +7.91014  | USNOSA2|15.8 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:19:44.400Z|352.57246  | +7.275    |     UNK|14.9 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:19:47.424Z|353.18263  | +7.91039  | USNOSA2|15.3 |   R
2008 TC3   | K08T03C| CCD|A95 |    |2008-10-06T22:19:47.424Z|352.67454  | +7.19861  |  USNOA2|     |    
2008 TC3   | K08T03C| CCD|J75 |    |2008-10-06T22:20:06.432Z|353.532    | +8.18569  |  USNOB1|16.1 |   V
2008 TC3   | K08T03C| CCD|J75 |    |2008-10-06T22:20:34.080Z|353.53537  | +8.1865   |  USNOB1|15.5 |   V
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:20:45.312Z|352.90279  | +7.81478  |   UCAC2|16   |   R
2008 TC3   | K08T03C| CCD|A95 |    |2008-10-06T22:20:47.040Z|352.68338  | +7.19628  |  USNOA2|     |    
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:20:54.816Z|353.32092  | +8.02344  |   CMC14|15.5 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:21:06.566Z|352.58458  | +7.27228  |     UNK|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:21:37.152Z|354.09529  | +8.61967  |   CMC14|15.5 |   C
2008 TC3   | 2008TC3| CCD|A86 |    |2008-10-06T22:21:44.064Z|353.25179  | +7.84447  |  USNOA2|16.2 |   R
2008 TC3   | 2008TC3| CCD|A86 |    |2008-10-06T22:22:25.536Z|353.25717  | +7.84467  |  USNOA2|15.8 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:22:32.448Z|354.1035   | +8.62314  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:22:38.496Z|353.33367  | +8.02536  |   CMC14|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:23:21.696Z|354.11104  | +8.62614  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:24:27.360Z|354.12096  | +8.63031  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:24:37.210Z|352.61646  | +7.2655   |     UNK|15.4 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:25:18.941Z|352.62367  | +7.26392  |     UNK|15.4 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:25:29.568Z|354.13042  | +8.63425  |   CMC14|15.8 |   C
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:26:08.448Z|352.94054  | +7.81547  |   UCAC2|16   |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:26:27.456Z|354.13929  | +8.63792  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:26:37.824Z|353.47775  | +8.15164  |   UCAC2|15.3 |   R
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:27:21.024Z|353.11592  | +7.81356  |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:27:21.024Z|354.14742  | +8.64131  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:28:04.483Z|352.64808  | +7.25875  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:28:41.376Z|353.49388  | +8.15514  |   UCAC2|15.1 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:28:45.696Z|354.1605   | +8.64669  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:28:45.869Z|352.65475  | +7.25722  |     UNK|15.3 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:29:34.080Z|353.38704  | +8.03317  |   CMC14|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:30:08.640Z|354.1735   | +8.65206  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|A95 |    |2008-10-06T22:30:48.384Z|352.78492  | +7.17406  |  USNOA2|     |    
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:30:50.026Z|352.67558  | +7.25286  |     UNK|15.9 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:31:10.848Z|353.39975  | +8.03483  |   CMC14|15.6 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:32:08.045Z|352.6865   | +7.25047  |     UNK|15.9 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:32:12.192Z|354.193    | +8.66011  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:32:18.240Z|352.98583  | +7.816    |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:32:41.568Z|353.15808  | +7.81439  |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|A95 |    |2008-10-06T22:32:47.616Z|352.80512  | +7.16942  |  USNOA2|     |    
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:32:49.603Z|352.69446  | +7.24872  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:33:09.216Z|353.52917  | +8.16236  |   UCAC2|15.3 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:33:30.816Z|354.20546  | +8.66525  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:33:31.162Z|352.702    | +7.24711  |     UNK|15.6 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:34:12.720Z|352.70917  | +7.24556  |     UNK|15.6 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:34:22.656Z|353.42558  | +8.03844  |   CMC14|15.7 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:34:33.024Z|354.21546  | +8.66931  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|J75 |    |2008-10-06T22:35:33.504Z|353.65633  | +8.21453  |  USNOB1|16.1 |   V
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:35:38.688Z|354.22608  | +8.67367  |   CMC14|15.5 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:36:28.195Z|352.73146  | +7.24069  |     UNK|15.8 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:36:34.848Z|354.23533  | +8.67744  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:36:38.304Z|353.44425  | +8.04094  |   CMC14|15.7 |   R
2008 TC3   | K08T03C| CCD|J75 |    |2008-10-06T22:36:58.176Z|353.668    | +8.21708  |  USNOB1|15.6 |   V
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:36:59.558Z|352.73554  | +7.23981  |     UNK|16.1 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:37:42.240Z|353.45317  | +8.04203  |   CMC14|15.7 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:37:58.656Z|354.24917  | +8.68314  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:38:02.630Z|352.74767  | +7.23714  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:38:28.032Z|353.03358  | +7.81619  |   UCAC2|15.8 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:39:10.368Z|354.26083  | +8.68792  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:40:20.352Z|354.2725   | +8.69269  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|J53 |    |2008-10-06T22:40:30.720Z|353.81933  | +8.233    |   UCAC2|15.5 |   R
2008 TC3   | K08T03C| CCD|J53 |    |2008-10-06T22:41:35.520Z|353.82925  | +8.23519  |   UCAC2|15.4 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:41:56.256Z|354.28871  | +8.69925  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:42:22.176Z|353.49288  | +8.04739  |   CMC14|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:42:49.824Z|354.29771  | +8.70292  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|J53 |    |2008-10-06T22:45:08.064Z|353.86262  | +8.24244  |   UCAC2|15.5 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:46:02.496Z|353.52517  | +8.05142  |   CMC14|15.4 |   R
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:46:14.592Z|353.27342  | +7.81575  |   UCAC2|15.7 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:46:40.512Z|354.33729  | +8.71906  |   CMC14|15.8 |   C
2008 TC3   | K08T03C| CCD|143 |    |2008-10-06T22:48:00.000Z|353.28954  | +7.81586  |   UCAC2|15.7 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:48:14.688Z|354.354    | +8.72575  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:48:38.880Z|353.54883  | +8.05439  |   CMC14|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:49:43.680Z|354.36975  | +8.73206  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:51:11.808Z|354.38542  | +8.73842  |   CMC14|15.7 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:51:34.272Z|353.57617  | +8.05747  |   CMC14|15.4 |   R
2008 TC3   | K08T03C| CCD|J75 |    |2008-10-06T22:52:08.832Z|353.80612  | +8.24675  |  USNOB1|15.4 |   V
2008 TC3   | K08T03C| CCD|J20 |    |2008-10-06T22:52:35.616Z|353.87187  | +8.11664  |  USNOB1|     |    
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:52:43.392Z|354.40208  | +8.74503  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:52:54.624Z|353.58883  | +8.05908  |   CMC14|15.4 |   R
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:53:12.768Z|353.159    | +7.81553  |   UCAC2|15.7 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:53:32.035Z|352.91979  | +7.19936  |     UNK|15.2 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:54:03.398Z|352.92458  | +7.19822  |     UNK|15.9 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:54:06.336Z|354.41737  | +8.75117  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|J20 |    |2008-10-06T22:54:12.384Z|353.8885   | +8.11897  |  USNOB1|     |    
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:54:34.848Z|352.93096  | +7.19686  |     UNK|15.2 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:55:06.125Z|352.93842  | +7.19506  |     UNK|15.4 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:55:37.488Z|352.94404  | +7.194    |     UNK|15.1 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:55:43.104Z|354.43533  | +8.75839  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|J20 |    |2008-10-06T22:56:00.384Z|353.90746  | +8.12169  |  USNOB1|     |    
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:56:08.765Z|352.95054  | +7.19244  |     UNK|15   |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:56:40.214Z|352.95746  | +7.19103  |     UNK|15.6 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T22:56:58.272Z|353.62808  | +8.06347  |   CMC14|15.2 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:57:11.491Z|352.96304  | +7.18967  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T22:57:19.008Z|353.19721  | +7.81503  |   UCAC2|15.7 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:57:28.512Z|354.45504  | +8.76619  |   CMC14|15.5 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:57:43.027Z|352.97021  | +7.18808  |     UNK|15.5 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:58:12.576Z|354.4635   | +8.76953  |   CMC14|15.5 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:58:14.390Z|352.97629  | +7.18675  |     UNK|15   |   R
2008 TC3   | K08T03C| CCD|J95 |    |2008-10-06T22:58:23.635Z|353.86588  | +7.57842  |   UCAC2|15.4 |   R
2008 TC3   | K08T03C| CCD|952 |    |2008-10-06T22:58:24.672Z|353.75542  | +8.20481  |   UCAC2|15.1 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:58:32.448Z|353.51333  | +7.93264  | USNOSA2|15   |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:58:50.592Z|353.51642  | +7.93278  | USNOSA2|15.6 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:58:57.504Z|354.47188  | +8.77283  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:59:06.317Z|352.98783  | +7.18417  |     UNK|15.6 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:59:07.872Z|353.51942  | +7.93286  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|J95 |    |2008-10-06T22:59:11.414Z|353.876    | +7.57786  |   UCAC2|15.4 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:59:26.016Z|353.52242  | +7.93306  | USNOSA2|15.1 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T22:59:32.928Z|354.47871  | +8.77556  |   CMC14|15.4 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T22:59:37.766Z|352.99329  | +7.18308  |     UNK|16.4 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T22:59:44.160Z|353.52546  | +7.93325  | USNOSA2|15.4 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:00:03.168Z|353.52875  | +7.93333  | USNOSA2|15.2 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:00:04.032Z|354.48475  | +8.77797  |   CMC14|15.4 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T23:00:09.043Z|353.00075  | +7.18133  |     UNK|15.1 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:00:22.176Z|353.53183  | +7.93344  | USNOSA2|15.5 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:00:39.456Z|354.49167  | +8.78069  |   CMC14|15.6 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T23:00:40.493Z|353.00767  | +7.17975  |     UNK|15.8 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:00:41.184Z|353.53517  | +7.93361  | USNOSA2|15.7 |   R
2008 TC3   | K08T03C| CCD|213 |    |2008-10-06T23:00:42.912Z|353.66554  | +8.06764  |   CMC14|15.5 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:00:59.328Z|353.53817  | +7.93381  | USNOSA2|14.9 |   R
2008 TC3   | K08T03C| CCD|A86 |    |2008-10-06T23:01:08.832Z|353.61337  | +7.85717  |  USNOA2|15.2 |   R
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T23:01:11.856Z|353.01329  | +7.17853  |     UNK|     |    
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:01:14.880Z|354.49846  | +8.78331  |   CMC14|15.5 |   C
2008 TC3   | K08T03C| CCD|473 |    |2008-10-06T23:01:20.928Z|353.23604  | +7.81431  |   UCAC2|15.5 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:01:36.480Z|353.54458  | +7.93408  | USNOSA2|15.4 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:01:40.800Z|354.50358  | +8.78539  |   CMC14|15.3 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T23:01:43.306Z|353.02083  | +7.17681  |     UNK|14.9 |   R
2008 TC3   | K08T03C| CCD|A86 |    |2008-10-06T23:01:49.440Z|353.62092  | +7.85725  |  USNOA2|14.9 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:01:55.488Z|353.54779  | +7.93419  | USNOSA2|15.1 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:02:14.496Z|353.55104  | +7.93442  | USNOSA2|15.6 |   R
2008 TC3   | K08T03C| CCD|A86 |    |2008-10-06T23:02:29.184Z|353.62808  | +7.85747  |  USNOA2|14.8 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:02:33.504Z|353.55437  | +7.9345   | USNOSA2|15   |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:02:33.504Z|354.51387  | +8.78944  |   CMC14|15.3 |   C
2008 TC3   | K08T03C| CCD|084 |  01|2008-10-06T23:02:45.859Z|353.03283  | +7.17403  |     UNK|15.7 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:02:52.512Z|353.55775  | +7.93464  | USNOSA2|15.9 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:03:08.928Z|354.52083  | +8.79217  |   CMC14|15.5 |   C
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:03:11.520Z|353.56104  | +7.93475  | USNOSA2|15.4 |   R
2008 TC3   | K08T03C| CCD|A77 |    |2008-10-06T23:03:30.528Z|353.56433  | +7.93494  | USNOSA2|14.9 |   R
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:03:35.712Z|354.52608  | +8.79422  |   CMC14|15.4 |   C
2008 TC3   | K08T03C| CCD|J47 |    |2008-10-06T23:04:11.136Z|354.53312  | +8.79694  |   CMC14|15.4 |   C
