# version=2017
provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |rmsRA |rmsDec|rmsCorr|  astCat|mag  |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                      
2026 FQ12  | A11zq11| CCD|W68 |  00|2026-03-29T04:29:23.440Z|181.6165   |-12.84079  |0.548 |0.914 |-0.056 |   Gaia2|18.24|0.137 |  Ao|        |      |0.863 |    |      |     |atlas_W68/T5075811/D525181354
2026 FQ12  | A11zq11| CCD|W68 |  00|2026-03-29T05:15:28.650Z|181.62919  |-13.02025  |0.612 |1.012 |-0.071 |   Gaia2|18.46|0.155 |  Ao|        |      |0.81  |    |      |     |atlas_W68/T5075811/D525211835
2026 FQ12  | TF26CM8| CCD|U74 |    |2026-03-29T08:19:35.140Z|181.778352 |-13.84656  |0.1393|0.1393| 0     |   Gaia2|18   |0.1   |   G|   Gaia2|      |1.35  |    |      |     |                             
2026 FQ12  | TF26CM8| CCD|U74 |    |2026-03-29T08:24:18.050Z|181.77974  |-13.863537 |0.1393|0.1393| 0     |   Gaia2|18   |0.1   |   G|   Gaia2|      |1.35  |    |      |     |                             
2026 FQ12  | A11ztfw| CCD|M22 |  00|2026-03-29T20:58:25.500Z|182.33371  |-16.10998  |0.607 |0.607 |       |   Gaia2|18.59|0.152 |  Ao|        |      |0.818 |    |      |     |atlas_pumannc/T177/D673      
2026 FQ12  | A11ztfw| CCD|M22 |  00|2026-03-29T21:02:58.350Z|182.3345   |-16.1229   |0.59  |0.902 |-0.032 |   Gaia2|18.6 |0.153 |  Ao|        |      |0.815 |    |      |     |atlas_pumannc/T177/D675      
2026 FQ12  | A11ztfw| CCD|M22 |  00|2026-03-29T21:07:32.420Z|182.33524  |-16.13577  |0.589 |0.897 |-0.032 |   Gaia2|18.55|0.152 |  Ao|        |      |0.818 |    |      |     |atlas_pumannc/T177/D677      
2026 FQ12  | A11ztfw| CCD|M22 |  00|2026-03-29T21:22:06.750Z|182.33745  |-16.17625  |0.49  |0.745 |-0.022 |   Gaia2|18.38|0.128 |  Ao|        |      |0.893 |    |      |     |atlas_pumannc/T177/D683      
2026 FQ12  | K26F12Q| CCD|807 |  0W|2026-04-07T01:30:14.690Z|184.955917 |-26.920417 |0.32  |0.32  |       |   Gaia2|20.9 |      |   G|        |      |      |    |      |     |                             
2026 FQ12  | K26F12Q| CCD|807 |  0W|2026-04-07T01:40:47.140Z|184.955625 |-26.923833 |0.28  |0.28  |       |   Gaia2|20.9 |      |   G|        |      |      |    |      |     |                             
2026 FQ12  | K26F12Q| CCD|807 |  0W|2026-04-07T01:51:18.720Z|184.955167 |-26.927056 |0.25  |0.25  |       |   Gaia2|20.8 |      |   G|        |      |      |    |      |     |                             
