# version=2017
 permID|provID     |  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|rmsCorr|  astCat|mag  |rmsMag|band| photCat|logSNR| exp|rmsFit|remarks                                             
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2013-01-17T09:34:12.864Z|146.87379  |+10.95142  |     |      |       |   Gaia2|20.2 |      |   G|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2013-01-17T09:50:27.456Z|146.87196  |+10.95256  |     |      |       |   Gaia2|19.7 |      |   G|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2013-01-17T10:27:41.760Z|146.8675   |+10.95419  |     |      |       |   Gaia2|20.3 |      |   G|        |      |    |      |                                                    
  84100|           | P105HKN| CCD|F51 |       |    |          |          |          |    |2013-01-17T13:04:03.936Z|146.849717 |+10.962689 |     |      |       |   2MASS|20.3 |      |   g|        |      |    |      |                                                    
  84100|           | P105HKN| CCD|F51 |       |    |          |          |          |    |2013-01-17T13:21:01.728Z|146.847742 |+10.963569 |     |      |       |   2MASS|20.3 |      |   g|        |      |    |      |                                                    
  84100|           |  N1170f| CCD|691 |       |    |          |          |          |    |2013-02-02T04:05:37.248Z|143.8455   |+12.30828  |     |      |       |  USNOB1|     |      |    |        |      |    |      |                                                    
  84100|           |  N1170f| CCD|691 |       |    |          |          |          |    |2013-02-02T04:31:09.984Z|143.84121  |+12.31022  |     |      |       |  USNOB1|     |      |    |        |      |    |      |                                                    
  84100|           |  N1170f| CCD|691 |       |    |          |          |          |    |2013-02-02T04:56:41.856Z|143.83754  |+12.31183  |     |      |       |  USNOB1|     |      |    |        |      |    |      |                                                    
  84100|           | UC17C4E| CCD|703 |       |    |          |          |          |    |2013-02-14T06:15:08.928Z|141.23938  |+13.46197  |     |      |       |   UCAC2|20   |      |   V|        |      |    |      |                                                    
  84100|           | UC17C4E| CCD|703 |       |    |          |          |          |    |2013-02-14T06:29:05.280Z|141.23742  |+13.46272  |     |      |       |   UCAC2|19.9 |      |   V|        |      |    |      |                                                    
  84100|           | UC17C4E| CCD|703 |       |    |          |          |          |    |2013-02-14T06:42:56.448Z|141.23533  |+13.4635   |     |      |       |   UCAC2|20.7 |      |   V|        |      |    |      |                                                    
  84100|           | UC17C4E| CCD|703 |       |    |          |          |          |    |2013-02-14T06:56:49.344Z|141.23325  |+13.4645   |     |      |       |   UCAC2|19.3 |      |   V|        |      |    |      |                                                    
  84100|           | P106gle| CCD|F51 |       |    |          |          |          |    |2013-03-03T06:12:51.552Z|137.975233 |+14.940236 |     |      |       |   2MASS|20.1 |      |   w|        |      |    |      |                                                    
  84100|           | P106gle| CCD|F51 |       |    |          |          |          |    |2013-03-03T06:33:27.072Z|137.972842 |+14.941344 |     |      |       |   2MASS|20   |      |   w|        |      |    |      |                                                    
  84100|           | P106gle| CCD|F51 |       |    |          |          |          |    |2013-03-03T06:54:12.096Z|137.9704   |+14.942458 |     |      |       |   2MASS|19.9 |      |   w|        |      |    |      |                                                    
  84100|           | P106gle| CCD|F51 |       |    |          |          |          |    |2013-03-03T07:14:51.936Z|137.968004 |+14.943575 |     |      |       |   2MASS|19.8 |      |   w|        |      |    |      |                                                    
  84100|           | UEABDF6| CCD|G96 |       |    |          |          |          |    |2013-03-07T06:11:52.800Z|137.36129  |+15.23392  |     |      |       |   UCAC3|19.7 |      |   V|        |      |    |      |                                                    
  84100|           | UEABDF6| CCD|G96 |       |    |          |          |          |    |2013-03-07T06:19:28.992Z|137.36038  |+15.23433  |     |      |       |   UCAC3|19.8 |      |   V|        |      |    |      |                                                    
  84100|           | UEABDF6| CCD|G96 |       |    |          |          |          |    |2013-03-07T06:27:04.320Z|137.35962  |+15.23469  |     |      |       |   UCAC3|19.8 |      |   V|        |      |    |      |                                                    
  84100|           | UEABDF6| CCD|G96 |       |    |          |          |          |    |2013-03-07T06:34:41.376Z|137.35887  |+15.23506  |     |      |       |   UCAC3|19.8 |      |   V|        |      |    |      |                                                    
  84100|           |   84100| CCD|D29 |       |    |          |          |          |    |2013-03-07T11:14:54.816Z|137.33204  |+15.24864  |     |      |       |   UCAC2|19.3 |      |   R|        |      |    |      |                                                    
  84100|           |   84100| CCD|D29 |       |    |          |          |          |    |2013-03-07T11:39:14.112Z|137.32929  |+15.24986  |     |      |       |   UCAC2|18.7 |      |   R|        |      |    |      |                                                    
  84100|           |   84100| CCD|D29 |       |    |          |          |          |    |2013-03-07T12:03:33.408Z|137.32721  |+15.25092  |     |      |       |   UCAC2|18.1 |      |   R|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2014-03-29T06:32:44.736Z|209.91383  | -5.37869  |     |      |       |  SSTRC4|20.2 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2014-03-29T06:49:12.288Z|209.912    | -5.37772  |     |      |       |  SSTRC4|20.1 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2014-03-29T07:12:31.968Z|209.90904  | -5.37631  |     |      |       |  SSTRC4|20.2 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2014-03-29T07:31:01.344Z|209.90712  | -5.37506  |     |      |       |  SSTRC4|20.1 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2014-03-29T07:47:25.440Z|209.90529  | -5.37406  |     |      |       |  SSTRC4|20   |      |   r|        |      |    |      |                                                    
  84100|           | VF94217| CCD|G96 |       |    |          |          |          |    |2014-03-31T09:12:40.320Z|209.56342  | -5.18317  |     |      |       |   UCAC4|20.3 |      |   V|        |      |    |      |                                                    
  84100|           | VF94217| CCD|G96 |       |    |          |          |          |    |2014-03-31T09:23:10.176Z|209.56213  | -5.18242  |     |      |       |   UCAC4|20.2 |      |   V|        |      |    |      |                                                    
  84100|           | VF94217| CCD|G96 |       |    |          |          |          |    |2014-03-31T09:33:41.760Z|209.56088  | -5.18167  |     |      |       |   UCAC4|20.1 |      |   V|        |      |    |      |                                                    
  84100|           | VF94217| CCD|G96 |       |    |          |          |          |    |2014-03-31T09:44:12.480Z|209.5595   | -5.18097  |     |      |       |   UCAC4|19.8 |      |   V|        |      |    |      |                                                    
  84100|           | P10aWWr| CCD|F51 |       |    |          |          |          |    |2014-04-24T08:30:44.352Z|204.951154 | -2.951875 |     |      |       |   2MASS|20.1 |      |   w|        |      |    |      |                                                    
  84100|           | P10aWWr| CCD|F51 |       |    |          |          |          |    |2014-04-24T08:46:56.352Z|204.948858 | -2.950944 |     |      |       |   2MASS|20.4 |      |   w|        |      |    |      |                                                    
  84100|           | P10aWWr| CCD|F51 |       |    |          |          |          |    |2014-04-24T09:03:08.352Z|204.946483 | -2.95     |     |      |       |   2MASS|20.3 |      |   w|        |      |    |      |                                                    
  84100|           | P10aWWr| CCD|F51 |       |    |          |          |          |    |2014-04-24T09:19:22.944Z|204.944263 | -2.949086 |     |      |       |   2MASS|20.3 |      |   w|        |      |    |      |                                                    
  84100|           | N019429| CCD|W84 |       |    |          |          |          |  05|2014-04-25T01:15:20.448Z|204.81354  | -2.892    |     |      |       |   2MASS|20   |      |   V|        |      |    |      |                                                    
  84100|           | N019429| CCD|W84 |       |    |          |          |          |  05|2014-04-25T01:20:02.112Z|204.81288  | -2.89172  |     |      |       |   2MASS|     |      |    |        |      |    |      |                                                    
  84100|           | N019429| CCD|W84 |       |    |          |          |          |  05|2014-04-25T01:24:42.048Z|204.81221  | -2.89144  |     |      |       |   2MASS|     |      |    |        |      |    |      |                                                    
  84100|           | N019429| CCD|W84 |       |    |          |          |          |  05|2014-04-25T01:29:21.120Z|204.81158  | -2.89119  |     |      |       |   2MASS|     |      |    |        |      |    |      |                                                    
  84100|           | N019429| CCD|W84 |       |    |          |          |          |  05|2014-04-25T01:34:02.784Z|204.81092  | -2.89092  |     |      |       |   2MASS|     |      |    |        |      |    |      |                                                    
  84100|           | VH01FFB| CCD|703 |       |    |          |          |          |    |2014-04-30T06:48:09.216Z|203.80213  | -2.47353  |     |      |       |   UCAC4|19.7 |      |   V|        |      |    |      |                                                    
  84100|           | VH01FFB| CCD|703 |       |    |          |          |          |    |2014-04-30T07:09:50.400Z|203.79888  | -2.47275  |     |      |       |   UCAC4|19.6 |      |   V|        |      |    |      |                                                    
  84100|           | VH01FFB| CCD|703 |       |    |          |          |          |    |2014-04-30T07:20:40.992Z|203.79738  | -2.47239  |     |      |       |   UCAC4|19.5 |      |   V|        |      |    |      |                                                    
  84100|           | VK07A1D| CCD|703 |       |    |          |          |          |    |2014-05-18T05:15:12.960Z|200.91767  | -1.43789  |     |      |       |   UCAC4|20.3 |      |   V|        |      |    |      |                                                    
  84100|           | VK07A1D| CCD|703 |       |    |          |          |          |    |2014-05-18T05:37:45.984Z|200.91517  | -1.43739  |     |      |       |   UCAC4|20.7 |      |   V|        |      |    |      |                                                    
  84100|           | VK07A1D| CCD|703 |       |    |          |          |          |    |2014-05-18T05:49:02.496Z|200.91408  | -1.43711  |     |      |       |   UCAC4|20.2 |      |   V|        |      |    |      |                                                    
  84100|           | P10boKg| CCD|F51 |       |    |          |          |          |    |2014-05-18T06:47:38.112Z|200.909646 | -1.435528 |     |      |       |   2MASS|20.1 |      |   w|        |      |    |      |                                                    
  84100|           | P10boKg| CCD|F51 |       |    |          |          |          |    |2014-05-18T07:03:50.112Z|200.908142 | -1.435122 |     |      |       |   2MASS|20.2 |      |   w|        |      |    |      |                                                    
  84100|           | P10boKg| CCD|F51 |       |    |          |          |          |    |2014-05-18T07:20:02.976Z|200.906667 | -1.434706 |     |      |       |   2MASS|20.2 |      |   w|        |      |    |      |                                                    
  84100|           | P10boKg| CCD|F51 |       |    |          |          |          |    |2014-05-18T07:36:15.840Z|200.905179 | -1.434267 |     |      |       |   2MASS|20.3 |      |   w|        |      |    |      |                                                    
  84100|           | P10cFhF| CCD|F51 |       |    |          |          |          |    |2014-06-29T06:28:54.048Z|199.924421 | -1.924519 |     |      |       |   2MASS|20.9 |      |   w|        |      |    |      |                                                    
  84100|           | P10cFhF| CCD|F51 |       |    |          |          |          |    |2014-06-29T06:44:50.496Z|199.925258 | -1.92515  |     |      |       |   2MASS|21   |      |   w|        |      |    |      |                                                    
  84100|           | P10cFhF| CCD|F51 |       |    |          |          |          |    |2014-06-29T07:00:50.400Z|199.926025 | -1.925728 |     |      |       |   2MASS|21.3 |      |   w|        |      |    |      |                                                    
  84100|           | P10cFhF| CCD|F51 |       |    |          |          |          |    |2014-06-29T07:16:48.576Z|199.926879 | -1.926353 |     |      |       |   2MASS|21.4 |      |   w|        |      |    |      |                                                    
  84100|           | P10lNcj| CCD|F51 |       |    |          |          |          |    |2015-06-18T12:55:07.392Z|306.627633 |-12.978086 |     |      |       |   2MASS|18.8 |      |   w|        |      |    |      |                                                    
  84100|           | P10lNcj| CCD|F51 |       |    |          |          |          |    |2015-06-18T13:12:25.920Z|306.626788 |-12.978253 |     |      |       |   2MASS|18.8 |      |   w|        |      |    |      |                                                    
  84100|           | P10lNcj| CCD|F51 |       |    |          |          |          |    |2015-06-18T13:29:41.856Z|306.625958 |-12.978411 |     |      |       |   2MASS|18.8 |      |   w|        |      |    |      |                                                    
  84100|           | P10lNcj| CCD|F51 |       |    |          |          |          |    |2015-06-18T13:46:55.200Z|306.625117 |-12.978581 |     |      |       |   2MASS|18.8 |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|D29 |       |    |          |          |          |    |2015-06-18T17:34:24.672Z|306.61629  |-12.981    |     |      |       |   UCAC4|18.6 |      |   R|        |      |    |      |                                                    
  84100|           |   84100| CCD|D29 |       |    |          |          |          |    |2015-06-18T17:52:10.848Z|306.61529  |-12.98103  |     |      |       |   UCAC4|18.9 |      |   R|        |      |    |      |                                                    
  84100|           |   84100| CCD|D29 |       |    |          |          |          |    |2015-06-18T18:09:57.888Z|306.61433  |-12.98136  |     |      |       |   UCAC4|19   |      |   R|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-06-22T09:22:01.056Z|306.34613  |-13.04819  |     |      |       |  SSTRC4|19.3 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-06-22T09:28:35.904Z|306.34567  |-13.04825  |     |      |       |  SSTRC4|19   |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-06-22T09:37:08.256Z|306.345    |-13.04839  |     |      |       |  SSTRC4|19   |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-06-22T09:45:57.888Z|306.34446  |-13.04858  |     |      |       |  SSTRC4|19.1 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-06-22T09:58:26.976Z|306.34371  |-13.04869  |     |      |       |  SSTRC4|19   |      |   r|        |      |    |      |                                                    
  84100|           | P10lXxy| CCD|F51 |       |    |          |          |          |    |2015-06-22T13:00:34.848Z|306.332863 |-13.051392 |     |      |       |   2MASS|19.5 |      |   w|        |      |    |      |                                                    
  84100|           | P10lXxy| CCD|F51 |       |    |          |          |          |    |2015-06-22T13:17:33.504Z|306.331717 |-13.051661 |     |      |       |   2MASS|19.4 |      |   w|        |      |    |      |                                                    
  84100|           | P10lXxy| CCD|F51 |       |    |          |          |          |    |2015-06-22T13:34:31.296Z|306.330592 |-13.051931 |     |      |       |   2MASS|19.3 |      |   w|        |      |    |      |                                                    
  84100|           | P10lXxy| CCD|F51 |       |    |          |          |          |    |2015-06-22T13:51:27.360Z|306.329458 |-13.052203 |     |      |       |   2MASS|19.2 |      |   w|        |      |    |      |                                                    
  84100|           | WNAC076| CCD|G96 |       |    |          |          |          |    |2015-07-08T08:54:38.592Z|304.21796  |-13.71256  |     |      |       |   UCAC4|18.4 |      |   V|        |      |    |      |                                                    
  84100|           | WNAC076| CCD|G96 |       |    |          |          |          |    |2015-07-08T09:20:25.152Z|304.21471  |-13.71364  |     |      |       |   UCAC4|18.5 |      |   V|        |      |    |      |                                                    
  84100|           | WNAC076| CCD|G96 |       |    |          |          |          |    |2015-07-08T09:27:46.656Z|304.21371  |-13.71394  |     |      |       |   UCAC4|18.4 |      |   V|        |      |    |      |                                                    
  84100|           | WNAC076| CCD|G96 |       |    |          |          |          |    |2015-07-08T09:35:11.616Z|304.21275  |-13.71422  |     |      |       |   UCAC4|18.4 |      |   V|        |      |    |      |                                                    
  84100|           | P10mhvM| CCD|F51 |       |    |          |          |          |    |2015-07-11T11:32:33.216Z|303.650763 |-13.907492 |     |      |       |   2MASS|18.6 |      |   w|        |      |    |      |                                                    
  84100|           | P10mhvM| CCD|F51 |       |    |          |          |          |    |2015-07-11T12:07:04.224Z|303.646021 |-13.909042 |     |      |       |   2MASS|18.4 |      |   w|        |      |    |      |                                                    
  84100|           | P10mhvM| CCD|F51 |       |    |          |          |          |    |2015-07-11T12:24:14.112Z|303.643646 |-13.909831 |     |      |       |   2MASS|18.2 |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T06:57:55.872Z|303.1065   |-14.10019  |     |      |       |  SSTRC4|18.5 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:05:35.520Z|303.10533  |-14.10058  |     |      |       |  SSTRC4|18.3 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:13:09.984Z|303.10421  |-14.10094  |     |      |       |  SSTRC4|18.3 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:21:12.960Z|303.10325  |-14.10119  |     |      |       |  SSTRC4|18.3 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:32:19.968Z|303.1015   |-14.10192  |     |      |       |  SSTRC4|18.6 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:39:59.616Z|303.10046  |-14.10228  |     |      |       |  SSTRC4|18.8 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:47:40.128Z|303.09938  |-14.10258  |     |      |       |  SSTRC4|18.8 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-14T07:55:34.464Z|303.09817  |-14.10297  |     |      |       |  SSTRC4|18.9 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|Z22 |       |    |          |          |          |    |2015-07-16T23:29:18.816Z|302.56225  |-14.29686  |     |      |       |  USNOB1|19   |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|Z22 |       |    |          |          |          |    |2015-07-16T23:38:18.816Z|302.56075  |-14.29775  |     |      |       |  USNOB1|18.4 |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T06:51:47.808Z|302.49833  |-14.3205   |     |      |       |  SSTRC4|18.9 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T06:59:36.960Z|302.49721  |-14.32094  |     |      |       |  SSTRC4|18.7 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T07:07:39.936Z|302.49592  |-14.32136  |     |      |       |  SSTRC4|18.7 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T07:15:02.304Z|302.49483  |-14.32175  |     |      |       |  SSTRC4|18.7 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T07:22:22.080Z|302.49375  |-14.32217  |     |      |       |  SSTRC4|18.7 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T07:26:31.776Z|302.49304  |-14.32233  |     |      |       |  SSTRC4|18.8 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T07:34:06.240Z|302.49196  |-14.32272  |     |      |       |  SSTRC4|18.7 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-17T07:42:03.168Z|302.49075  |-14.32317  |     |      |       |  SSTRC4|18.7 |      |   r|        |      |    |      |                                                    
  84100|           | P20murq| CCD|F52 |       |    |          |          |          |    |2015-07-19T10:35:03.264Z|302.047229 |-14.487331 |     |      |       |   2MASS|18.6 |      |   w|        |      |    |      |                                                    
  84100|           | P20murq| CCD|F52 |       |    |          |          |          |    |2015-07-19T10:53:06.720Z|302.044488 |-14.488314 |     |      |       |   2MASS|18.6 |      |   w|        |      |    |      |                                                    
  84100|           | P20murq| CCD|F52 |       |    |          |          |          |    |2015-07-19T11:10:40.800Z|302.041771 |-14.489281 |     |      |       |   2MASS|18.5 |      |   w|        |      |    |      |                                                    
  84100|           | P20murq| CCD|F52 |       |    |          |          |          |    |2015-07-19T11:28:23.520Z|302.039037 |-14.490253 |     |      |       |   2MASS|18.4 |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-20T06:48:13.536Z|301.86883  |-14.55469  |     |      |       |  SSTRC4|18.3 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-20T06:56:10.464Z|301.86763  |-14.55519  |     |      |       |  SSTRC4|18.2 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-20T07:03:41.472Z|301.8665   |-14.55561  |     |      |       |  SSTRC4|18.1 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-07-20T07:11:13.344Z|301.86533  |-14.55597  |     |      |       |  SSTRC4|18   |      |   r|        |      |    |      |                                                    
  84100|           | I027713| CCD|H15 |       |    |          |          |          |    |2015-07-26T03:56:32.064Z|300.60467  |-15.04608  |     |      |       |  USNOB1|18.2 |      |   R|        |      |    |      |                                                    
  84100|           | I027713| CCD|H15 |       |    |          |          |          |    |2015-07-26T04:10:24.960Z|300.60233  |-15.04708  |     |      |       |  USNOB1|18.6 |      |   R|        |      |    |      |                                                    
  84100|           | I027713| CCD|H15 |       |    |          |          |          |    |2015-07-26T04:24:43.776Z|300.60037  |-15.04783  |     |      |       |  USNOB1|19.1 |      |   R|        |      |    |      |                                                    
  84100|           | P10mISh| CCD|F51 |       |    |          |          |          |    |2015-07-27T09:02:50.208Z|300.342746 |-15.151411 |     |      |       |   2MASS|17.8 |      |   i|        |      |    |      |                                                    
  84100|           | P10mISh| CCD|F51 |       |    |          |          |          |    |2015-07-27T09:19:33.312Z|300.340137 |-15.152425 |     |      |       |   2MASS|17.9 |      |   i|        |      |    |      |                                                    
  84100|           | P10mISh| CCD|F51 |       |    |          |          |          |    |2015-07-27T09:36:17.280Z|300.337525 |-15.153444 |     |      |       |   2MASS|18   |      |   i|        |      |    |      |                                                    
  84100|           | P10mISh| CCD|F51 |       |    |          |          |          |    |2015-07-27T09:53:04.704Z|300.334879 |-15.154467 |     |      |       |   2MASS|18.2 |      |   i|        |      |    |      |                                                    
  84100|           | P10mL1A| CCD|F51 |       |    |          |          |          |    |2015-07-28T09:16:12.000Z|300.125829 |-15.239958 |     |      |       |   2MASS|18.2 |      |   r|        |      |    |      |                                                    
  84100|           | P10mL1A| CCD|F51 |       |    |          |          |          |    |2015-07-28T09:33:38.304Z|300.123096 |-15.241019 |     |      |       |   2MASS|18.4 |      |   r|        |      |    |      |                                                    
  84100|           | P10mL1A| CCD|F51 |       |    |          |          |          |    |2015-07-28T09:50:24.000Z|300.120475 |-15.24205  |     |      |       |   2MASS|18.5 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:07:17.760Z|298.5015   |-15.94233  |     |      |       |  SSTRC4|19   |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:07:23.808Z|298.50154  |-15.94231  |     |      |       |  SSTRC4|19   |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:15:15.552Z|298.50037  |-15.94283  |     |      |       |  SSTRC4|18.8 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:15:21.600Z|298.50033  |-15.94286  |     |      |       |  SSTRC4|18.9 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:22:52.608Z|298.49921  |-15.94339  |     |      |       |  SSTRC4|18.9 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:22:58.656Z|298.49925  |-15.94336  |     |      |       |  SSTRC4|18.5 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:30:32.256Z|298.49821  |-15.94386  |     |      |       |  SSTRC4|18.8 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-05T05:30:38.304Z|298.49817  |-15.94381  |     |      |       |  SSTRC4|18.6 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:07:46.272Z|298.30525  |-16.03286  |     |      |       |  SSTRC4|18.5 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:07:51.456Z|298.30529  |-16.03281  |     |      |       |  SSTRC4|18.5 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:15:28.512Z|298.30408  |-16.03333  |     |      |       |  SSTRC4|18.3 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:23:02.976Z|298.303    |-16.03389  |     |      |       |  SSTRC4|18.6 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:23:09.024Z|298.30308  |-16.03386  |     |      |       |  SSTRC4|18.4 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:28:43.392Z|298.30225  |-16.03411  |     |      |       |  SSTRC4|18.4 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:30:45.216Z|298.302    |-16.03433  |     |      |       |  SSTRC4|18.6 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:36:35.136Z|298.30117  |-16.03475  |     |      |       |  SSTRC4|18.4 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|G45 |       |    |          |          |          |    |2015-08-06T05:38:45.600Z|298.30092  |-16.03481  |     |      |       |  SSTRC4|18.4 |      |   r|        |      |    |      |                                                    
  84100|           |   84100| CCD|Z22 |       |    |          |          |          |    |2015-08-06T23:02:34.368Z|298.16137  |-16.10053  |     |      |       |  USNOB1|17.8 |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|Z22 |       |    |          |          |          |    |2015-08-06T23:13:41.376Z|298.15967  |-16.10108  |     |      |       |  USNOB1|18.4 |      |   w|        |      |    |      |                                                    
  84100|           |   84100| CCD|Z22 |       |    |          |          |          |    |2015-08-06T23:24:00.864Z|298.15825  |-16.10172  |     |      |       |  USNOB1|18.2 |      |   w|        |      |    |      |                                                    
  84100|           | P10nkPg| CCD|F51 |       |    |          |          |          |    |2015-08-17T08:15:44.928Z|296.418925 |-17.017492 |     |      |       |   2MASS|18.6 |      |   w|        |      |    |      |                                                    
  84100|           | P10nkPg| CCD|F51 |       |    |          |          |          |    |2015-08-17T08:31:41.376Z|296.417262 |-17.018428 |     |      |       |   2MASS|18.5 |      |   w|        |      |    |      |                                                    
  84100|           | P10nqmm| CCD|F51 |       |    |          |          |          |    |2015-08-21T07:46:17.184Z|295.915813 |-17.348664 |     |      |       |   2MASS|18.3 |      |   i|        |      |    |      |                                                    
  84100|           | P10nqmm| CCD|F51 |       |    |          |          |          |    |2015-08-21T08:02:08.448Z|295.914458 |-17.349561 |     |      |       |   2MASS|18.3 |      |   i|        |      |    |      |                                                    
  84100|           | P10nqmm| CCD|F51 |       |    |          |          |          |    |2015-08-21T08:17:59.712Z|295.913092 |-17.350461 |     |      |       |   2MASS|18.4 |      |   i|        |      |    |      |                                                    
  84100|           | P10nqmm| CCD|F51 |       |    |          |          |          |    |2015-08-21T08:33:50.976Z|295.911729 |-17.35135  |     |      |       |   2MASS|18.5 |      |   i|        |      |    |      |                                                    
  84100|           | WTBB23A| CCD|G96 |       |    |          |          |          |    |2015-10-14T02:01:06.240Z|300.63971  |-19.50797  |     |      |       |   UCAC4|19.6 |      |   V|        |      |    |      |                                                    
  84100|           | WTBB23A| CCD|G96 |       |    |          |          |          |    |2015-10-14T02:12:50.400Z|300.64179  |-19.50797  |     |      |       |   UCAC4|19.4 |      |   V|        |      |    |      |                                                    
  84100|           | WTBB23A| CCD|G96 |       |    |          |          |          |    |2015-10-14T02:21:36.576Z|300.6435   |-19.50792  |     |      |       |   UCAC4|19.5 |      |   V|        |      |    |      |                                                    
