# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1       |pos2       |pos3       |prog|obsTime                 | ra        |dec        |rmsRA |rmsDec|rmsCorr|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                            
     2P| AB17439| CCD|704 |       |    |           |           |           |    |2002-08-12T08:51:16.416Z|352.99654  | +0.11214  |      |      |       |  USNOA2|19.9  |      |   V|        |      |      |    |      |     |                                                   
     2P|        | CCD|360 |       |    |           |           |           |    |2002-08-19T17:42:25.056Z|351.52475  | -0.35739  |      |      |       |     UNK|19.8  |      |   R|        |      |      |    |      |     |                                                   
     2P|        | CCD|360 |       |    |           |           |           |    |2002-08-19T17:48:19.296Z|351.52404  | -0.35811  |      |      |       |     UNK|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|360 |       |    |           |           |           |    |2002-08-19T17:54:44.640Z|351.523    | -0.3585   |      |      |       |     UNK|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|360 |       |    |           |           |           |    |2002-08-19T18:04:54.624Z|351.52121  | -0.35864  |      |      |       |     UNK|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|644 |       |    |           |           |           |    |2002-08-20T05:15:27.648Z|351.42304  | -0.39119  |      |      |       |  USNOB1|20    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|644 |       |    |           |           |           |    |2002-08-20T05:40:25.824Z|351.41946  | -0.39211  |      |      |       |  USNOB1|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|644 |       |    |           |           |           |    |2002-08-21T05:11:19.680Z|351.2085   | -0.46194  |      |      |       |  USNOB1|20    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|644 |       |    |           |           |           |    |2002-08-21T05:33:39.744Z|351.20521  | -0.46325  |      |      |       |  USNOB1|      |      |    |        |      |      |    |      |     |                                                   
     2P| SHOO0KC| CCD|644 |       |    |           |           |           |    |2002-08-28T11:23:00.384Z|349.56379  | -1.01767  |      |      |       |     UNK|20.2  |      |   R|        |      |      |    |      |     |                                                   
     2P| SHOO0KC| CCD|644 |       |    |           |           |           |    |2002-08-28T11:38:07.584Z|349.56137  | -1.01853  |      |      |       |     UNK|20.4  |      |   R|        |      |      |    |      |     |                                                   
     2P| SHOO0KC| CCD|644 |       |    |           |           |           |    |2002-08-28T11:53:14.784Z|349.55888  | -1.01944  |      |      |       |     UNK|20.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|  ChT703| CCD|291 |       |    |           |           |           |    |2002-08-29T08:18:06.624Z|349.35838  | -1.08844  |      |      |       | USNOSA2|20.4  |      |   V|        |      |      |    |      |     |                                                   
     2P|  ChT703| CCD|291 |       |    |           |           |           |    |2002-08-29T08:51:39.744Z|349.35279  | -1.09033  |      |      |       | USNOSA2|20.5  |      |   V|        |      |      |    |      |     |                                                   
     2P|  ChT703| CCD|291 |       |    |           |           |           |    |2002-08-29T09:24:54.720Z|349.34725  | -1.09231  |      |      |       | USNOSA2|20.2  |      |   V|        |      |      |    |      |     |                                                   
     2P| AB39792| CCD|704 |       |    |           |           |           |    |2002-09-05T06:31:05.376Z|347.67775  | -1.67844  |      |      |       |  USNOA2|19.6  |      |   V|        |      |      |    |      |     |                                                   
     2P| AB39792| CCD|704 |       |    |           |           |           |    |2002-09-05T06:51:15.840Z|347.67433  | -1.67989  |      |      |       |  USNOA2|19.6  |      |   V|        |      |      |    |      |     |                                                   
     2P| AB39792| CCD|704 |       |    |           |           |           |    |2002-09-05T07:11:35.808Z|347.67083  | -1.6815   |      |      |       |  USNOA2|19.9  |      |   V|        |      |      |    |      |     |                                                   
     2P| AB39792| CCD|704 |       |    |           |           |           |    |2002-09-05T07:31:41.088Z|347.66725  | -1.68231  |      |      |       |  USNOA2|20.3  |      |   V|        |      |      |    |      |     |                                                   
     2P| AB39792| CCD|704 |       |    |           |           |           |    |2002-09-05T07:51:46.368Z|347.66358  | -1.6835   |      |      |       |  USNOA2|20.1  |      |   V|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T04:01:12.000Z|345.96092  | -2.29797  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T04:41:28.608Z|345.95375  | -2.30064  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T05:57:32.256Z|345.9405   | -2.30536  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T07:15:24.768Z|345.92671  | -2.31031  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T08:07:23.808Z|345.91746  | -2.31358  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T09:02:57.120Z|345.90762  | -2.31703  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T10:08:49.056Z|345.89608  | -2.32114  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-12T11:17:11.328Z|345.88421  | -2.3255   |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-09-12T23:09:11.808Z|345.76158  | -2.37061  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-09-12T23:10:53.760Z|345.76092  | -2.37075  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-09-12T23:14:49.632Z|345.76029  | -2.37097  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-09-12T23:18:38.592Z|345.75996  | -2.37119  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T03:04:14.016Z|345.72129  | -2.38522  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T03:38:07.008Z|345.71567  | -2.38731  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T04:10:33.600Z|345.70988  | -2.38936  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T05:51:56.160Z|345.69192  | -2.39617  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T07:35:03.264Z|345.67388  | -2.4025   |      |      |       |  USNOA2|19.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T08:44:15.648Z|345.66163  | -2.40692  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T09:24:28.800Z|345.65438  | -2.40953  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-13T10:14:57.984Z|345.64579  | -2.41267  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T03:00:58.752Z|345.47292  | -2.47639  |      |      |       |  USNOA2|18.8  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T04:00:44.352Z|345.46246  | -2.48017  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T04:45:59.904Z|345.45446  | -2.48306  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T06:05:51.648Z|345.44046  | -2.48817  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T06:41:42.144Z|345.43429  | -2.49028  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P| SNQP4OB| CCD|644 |       |    |           |           |           |    |2002-09-14T07:03:08.640Z|345.43054  | -2.49178  |      |      |       |     UNK|19.4  |      |   R|        |      |      |    |      |     |                                                   
     2P| SNQP4OB| CCD|644 |       |    |           |           |           |    |2002-09-14T07:33:50.688Z|345.42512  | -2.49369  |      |      |       |     UNK|19.4  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T08:03:28.800Z|345.41979  | -2.49569  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P| SNQP4OB| CCD|644 |       |    |           |           |           |    |2002-09-14T08:04:17.184Z|345.41979  | -2.49561  |      |      |       |     UNK|19.4  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T09:38:51.936Z|345.40329  | -2.50167  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-14T11:16:23.808Z|345.38637  | -2.50786  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2002-09-14T22:05:48.480Z|345.27492  | -2.54897  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |P    |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2002-09-14T22:21:58.752Z|345.27229  | -2.55011  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |H    |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2002-09-14T22:27:10.656Z|345.271    | -2.55058  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |H    |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2002-09-14T22:41:41.568Z|345.26883  | -2.55142  |      |      |       |  USNOA2|19.5  |      |   R|        |      |      |    |      |H    |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T02:52:31.584Z|345.226    | -2.56708  |      |      |       |  USNOA2|18.8  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T03:53:46.176Z|345.21546  | -2.57092  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T05:02:04.992Z|345.20333  | -2.57533  |      |      |       |  USNOA2|18.7  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T06:04:50.304Z|345.19246  | -2.57928  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T07:44:16.224Z|345.17504  | -2.58564  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T08:53:07.872Z|345.163    | -2.59003  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T10:34:01.056Z|345.14533  | -2.59642  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-15T11:10:07.968Z|345.13904  | -2.59867  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T02:49:11.136Z|344.97908  | -2.65814  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T04:12:51.840Z|344.9645   | -2.66339  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T05:19:34.752Z|344.95283  | -2.66764  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T06:01:02.208Z|344.94558  | -2.67022  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T06:44:51.360Z|344.93808  | -2.67303  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T08:06:01.728Z|344.92383  | -2.67822  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T09:01:28.992Z|344.91438  | -2.68167  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-09-16T10:24:52.416Z|344.89971  | -2.687    |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|        | CCD|360 |       |    |           |           |           |    |2002-10-02T13:46:13.728Z|341.14571  | -4.10186  |      |      |       |  USNOA2|19.8  |      |   R|        |      |      |    |      |     |                                                   
     2P|        | CCD|360 |       |    |           |           |           |    |2002-10-02T13:53:49.920Z|341.14438  | -4.10225  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T03:15:25.344Z|341.02713  | -4.14758  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T03:24:58.176Z|341.02588  | -4.14808  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T05:43:20.352Z|341.00533  | -4.15583  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T05:54:42.912Z|341.00358  | -4.1565   |      |      |       |  USNOA2|18.7  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T06:25:50.880Z|340.99929  | -4.15806  |      |      |       |  USNOA2|19.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T07:13:18.624Z|340.99212  | -4.16081  |      |      |       |  USNOA2|18.7  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T07:34:07.104Z|340.98892  | -4.16197  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T07:54:13.248Z|340.98579  | -4.16317  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-03T08:13:05.088Z|340.98325  | -4.16411  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T02:22:24.096Z|340.82642  | -4.22494  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T03:15:47.808Z|340.81883  | -4.22783  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T04:13:28.992Z|340.81012  | -4.23111  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T05:08:26.880Z|340.80221  | -4.23411  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T05:38:41.280Z|340.79779  | -4.23586  |      |      |       |  USNOA2|19.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T06:41:09.312Z|340.78879  | -4.23917  |      |      |       |  USNOA2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T07:58:54.912Z|340.77725  | -4.24353  |      |      |       |  USNOA2|19    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|695 |       |    |           |           |           |    |2002-10-04T09:20:07.872Z|340.76562  | -4.24797  |      |      |       |  USNOA2|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-10-04T20:54:22.176Z|340.6675   | -4.28633  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-10-04T20:57:02.880Z|340.66712  | -4.28656  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-10-04T20:58:22.368Z|340.66683  | -4.28658  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-10-04T20:59:28.896Z|340.66654  | -4.28669  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | CCD|246 |       |    |           |           |           |    |2002-10-04T21:00:51.840Z|340.66596  | -4.28667  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P| C3N0024| CCD|599 |       |    |           |           |           |    |2003-07-08T01:24:42.912Z| 26.08062  |+17.56092  |      |      |       |  USNOA2|19.8  |      |   R|        |      |      |    |      |     |                                                   
     2P| C3N0024| CCD|599 |       |    |           |           |           |    |2003-07-08T01:35:43.008Z| 26.083    |+17.56233  |      |      |       |  USNOA2|19.6  |      |   R|        |      |      |    |      |     |                                                   
     2P| C3N0024| CCD|599 |       |    |           |           |           |    |2003-07-08T01:46:47.424Z| 26.0845   |+17.56331  |      |      |       |  USNOA2|20.1  |      |   R|        |      |      |    |      |     |                                                   
     2P| C3N0024| CCD|599 |       |    |           |           |           |    |2003-07-08T01:58:03.072Z| 26.08638  |+17.56456  |      |      |       |  USNOA2|20.6  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|J95 |       |    |           |           |           |    |2003-08-03T02:36:29.088Z| 32.10358  |+21.54981  |      |      |       |  USNOB1|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|J95 |       |    |           |           |           |    |2003-08-03T02:52:28.992Z| 32.10567  |+21.55128  |      |      |       |  USNOB1|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|213 |       |    |           |           |           |    |2003-08-07T01:24:09.216Z| 32.9015   |+22.18872  |      |      |       |  USNOA2|18.7  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|213 |       |    |           |           |           |    |2003-08-07T01:26:59.424Z| 32.90171  |+22.18881  |      |      |       |  USNOA2|18.7  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2003-08-12T02:41:34.080Z| 33.85917  |+23.02594  |      |      |       |  USNOA2|19.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2003-08-12T02:46:46.848Z| 33.85958  |+23.02661  |      |      |       |  USNOA2|18.9  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2003-08-12T02:51:59.616Z| 33.86046  |+23.02731  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|620 |       |    |           |           |           |    |2003-08-14T02:00:32.544Z| 34.21125  |+23.35967  |      |      |       |  USNOB1|18.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|620 |       |    |           |           |           |    |2003-08-14T02:24:31.968Z| 34.21417  |+23.36261  |      |      |       |  USNOB1|18.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|213 |       |    |           |           |           |    |2003-08-20T00:54:14.688Z| 35.18871  |+24.39569  |      |      |       |   UCAC2|19.1  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|235 |       |    |           |           |           |    |2003-08-22T23:09:12.672Z| 35.61563  |+24.92219  |      |      |       |  USNOA2|18.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|859 |       |    |           |           |           |    |2003-08-24T06:49:21.792Z| 35.79292  |+25.16597  |      |      |       |  GSCACT|19.2  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|859 |       |    |           |           |           |    |2003-08-24T07:01:24.096Z| 35.79379  |+25.16769  |      |      |       |  GSCACT|19.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|859 |       |    |           |           |           |    |2003-08-24T07:13:05.664Z| 35.79492  |+25.16986  |      |      |       |  GSCACT|19.4  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A32 |       |    |           |           |           |    |2003-08-25T01:59:11.328Z| 35.89733  |+25.31247  |      |      |       |  USNOA2|17.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A32 |       |    |           |           |           |    |2003-08-25T02:09:46.368Z| 35.898    |+25.31369  |      |      |       |  USNOA2|17.8  |      |   R|        |      |      |    |      |     |                                                   
     2P| AH50884| CCD|704 |       |    |           |           |           |    |2003-08-25T09:40:57.216Z| 35.93829  |+25.37181  |      |      |       |  USNOA2|19.4  |      |   V|        |      |      |    |      |     |                                                   
     2P| AH50884| CCD|704 |       |    |           |           |           |    |2003-08-25T09:58:25.248Z| 35.94008  |+25.37447  |      |      |       |  USNOA2|18.8  |      |   V|        |      |      |    |      |     |                                                   
     2P| AH50884| CCD|704 |       |    |           |           |           |    |2003-08-25T10:15:51.552Z| 35.94112  |+25.37686  |      |      |       |  USNOA2|19.1  |      |   V|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|246 |       |    |           |           |           |    |2003-08-27T00:54:18.144Z| 36.13758  |+25.67811  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|246 |       |    |           |           |           |    |2003-08-27T00:55:27.264Z| 36.13767  |+25.67822  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|246 |       |    |           |           |           |    |2003-08-27T00:56:51.072Z| 36.13783  |+25.67844  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|246 |       |    |           |           |           |    |2003-08-27T00:58:07.104Z| 36.13783  |+25.67853  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2003-08-27T02:47:32.640Z| 36.1465   |+25.69292  |      |      |       |  USNOA2|18.6  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|204 |       |    |           |           |           |    |2003-08-27T03:04:05.376Z| 36.14767  |+25.69522  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|213 |       |    |           |           |           |    |2003-08-29T23:00:28.224Z| 36.45642  |+26.23797  |      |      |       |   UCAC2|18.6  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|213 |       |    |           |           |           |    |2003-08-29T23:05:53.088Z| 36.45642  |+26.23875  |      |      |       |   UCAC2|18.6  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|213 |       |    |           |           |           |    |2003-08-29T23:11:17.952Z| 36.45704  |+26.23908  |      |      |       |   UCAC2|18.6  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|235 |       |    |           |           |           |    |2003-08-30T23:42:22.464Z| 36.55583  |+26.43958  |      |      |       |  USNOA2|17.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|235 |       |    |           |           |           |    |2003-08-30T23:57:54.720Z| 36.55671  |+26.44103  |      |      |       |  USNOA2|17.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|        | UNK|372 |       |    |           |           |           |    |2003-09-01T17:05:29.760Z| 36.70625  |+26.78133  |      |      |       |     UNK|18    |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|360 |       |    |           |           |           |    |2003-09-03T15:32:42.144Z| 36.85179  |+27.17322  |      |      |       |  USNOA2|18.4  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|360 |       |    |           |           |           |    |2003-09-03T15:40:46.848Z| 36.85217  |+27.17439  |      |      |       |  USNOA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|        | UNK|372 |       |    |           |           |           |    |2003-09-03T16:17:30.048Z| 36.85375  |+27.17964  |      |      |       |     UNK|17.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|215 |       |    |           |           |           |    |2003-09-03T21:05:07.584Z| 36.86708  |+27.22011  |      |      |       |  USNOA2|18.3  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|235 |       |    |           |           |           |    |2003-09-04T02:12:34.848Z| 36.88029  |+27.26467  |      |      |       |  USNOA2|17.5  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|H41 |       |    |           |           |           |    |2003-09-05T07:19:31.872Z| 36.95433  |+27.51678  |      |      |       |  USNOA2|18.4  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|H41 |       |    |           |           |           |    |2003-09-05T07:24:19.584Z| 36.95363  |+27.51714  |      |      |       |  USNOA2|18.4  |      |   R|        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A46 |       |    |           |           |           |    |2003-09-05T22:54:19.296Z| 36.98767  |+27.65161  |      |      |       | USNOSA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A46 |       |    |           |           |           |    |2003-09-05T22:57:32.832Z| 36.98775  |+27.65186  |      |      |       | USNOSA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A46 |       |    |           |           |           |    |2003-09-05T23:00:48.096Z| 36.98779  |+27.65256  |      |      |       | USNOSA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A46 |       |    |           |           |           |    |2003-09-05T23:08:56.256Z| 36.98808  |+27.65369  |      |      |       | USNOSA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A46 |       |    |           |           |           |    |2003-09-05T23:12:09.792Z| 36.98838  |+27.65433  |      |      |       | USNOSA2|      |      |    |        |      |      |    |      |     |                                                   
     2P|   0002P| CCD|A46 |       |    |           |           |           |    |2003-09-05T23:15:25.056Z| 36.98867  |+27.65519  |      |      |       | USNOSA2|      |      |    |        |      |      |    |      |     |                                                   
