# version=2017
 permID|provID     |  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|rmsCorr|  astCat|mag  |band|notes
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-122.8558 |4911.2285 |-4859.5937|    |2010-10-03T08:15:31.3Z  | 94.66928  |-45.35061  |0.478|0.546 | 0.027 |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-140.9651 |4914.2983 |-4855.9651|    |2010-10-03T13:01:12.864Z| 94.82758  |-45.39647  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-152.3555 |4934.3878 |-4835.2332|    |2010-10-03T14:36:22.176Z| 94.88038  |-45.41189  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-163.6794 |4953.8776 |-4814.872 |    |2010-10-03T16:11:32.352Z| 94.93292  |-45.42678  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-158.022  |4916.1757 |-4853.5615|    |2010-10-03T17:46:53.760Z| 94.98654  |-45.44244  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-180.9877 |4954.524  |-4813.5283|    |2010-10-03T20:57:13.248Z| 95.09225  |-45.47258  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-187.6161 |4937.7066 |-4830.8671|    |2010-10-04T00:07:44.832Z| 95.19858  |-45.50308  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   |        | CCD|C51 |ICRF_KM| 399|-187.6832 |4883.3747 |-4885.8838|    |2010-10-04T04:53:36.960Z| 95.357    |-45.54847  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-228.8963 |4871.8867 |-4895.2839|    |2010-10-04T17:35:30.0Z  | 95.78321  |-45.66927  |0.561|0.586 |-0.135 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-252.4168 |4910.1987 |-4855.6316|    |2010-10-04T20:45:50.1Z  | 95.88967  |-45.69972  |0.651|0.723 | 0.003 |   2MASS|     |    |     
 706765|2010 TK7   | W00prtm| CCD|807 |       |    |          |          |          |  0U|2010-10-06T07:04:03.936Z| 97.05221  |-46.02092  |     |      |       |  USNOB1|20.8 |   R|H    
 706765|2010 TK7   | W00prtm| CCD|807 |       |    |          |          |          |  0U|2010-10-06T07:07:15.744Z| 97.05396  |-46.02142  |     |      |       |  USNOB1|21   |   R|H    
 706765|2010 TK7   | W00prtm| CCD|807 |       |    |          |          |          |  0U|2010-10-06T07:10:26.688Z| 97.05571  |-46.02192  |     |      |       |  USNOB1|21.2 |   R|H    
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-06T14:11:21.408Z| 97.29392  |-46.08497  |     |      |       |  USNOB1|20.4 |   R|     
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-06T14:18:24.768Z| 97.298    |-46.08603  |     |      |       |  USNOB1|21.1 |   R|     
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-06T14:36:19.584Z| 97.30763  |-46.08886  |     |      |       |  USNOB1|20.6 |   R|     
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-06T14:41:29.760Z| 97.31054  |-46.08964  |     |      |       |  USNOB1|21.1 |   R|     
 706765|2010 TK7   | W00prtm| CCD|E10 |       |    |          |          |          |    |2010-10-06T15:21:55.872Z| 97.33513  |-46.09647  |     |      |       |  USNOB1|20.8 |   R|K    
 706765|2010 TK7   | W00prtm| CCD|E10 |       |    |          |          |          |    |2010-10-06T15:23:54.240Z| 97.33621  |-46.09675  |     |      |       |  USNOB1|20.8 |   R|K    
 706765|2010 TK7   | W00prtm| CCD|E10 |       |    |          |          |          |    |2010-10-06T15:25:52.608Z| 97.33733  |-46.09708  |     |      |       |  USNOB1|20.8 |   R|K    
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-07T14:15:38.880Z| 98.11542  |-46.30464  |     |      |       |  USNOB1|20.7 |   R|     
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-07T14:23:24.576Z| 98.11962  |-46.30583  |     |      |       |  USNOB1|20.5 |   R|     
 706765|2010 TK7   | W00prtm| CCD|474 |       |    |          |          |          |    |2010-10-07T14:31:04.224Z| 98.12383  |-46.30714  |     |      |       |  USNOB1|21   |   R|     
 706765|2010 TK7   | K10T07K| CCD|807 |       |    |          |          |          |  0D|2010-10-31T08:04:14.592Z|121.57787  |-49.97536  |     |      |       |  USNOB1|20.5 |   R|H    
 706765|2010 TK7   | K10T07K| CCD|807 |       |    |          |          |          |  0D|2010-10-31T08:06:28.512Z|121.57971  |-49.97547  |     |      |       |  USNOB1|20.6 |   R|H    
 706765|2010 TK7   |        | CCD|807 |       |    |          |          |          |  0D|2010-10-31T08:08:40.704Z|121.58162  |-49.97564  |     |      |       |  USNOB1|21   |   R|     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  03|2011-04-28T14:44:50.208Z|326.48171  | -5.92917  |     |      |       | USNOSA1|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  03|2011-04-28T14:48:39.168Z|326.48354  | -5.92944  |     |      |       | USNOSA1|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  03|2011-04-28T15:00:06.912Z|326.48962  | -5.93042  |     |      |       | USNOSA1|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  03|2011-04-29T14:49:50.880Z|327.23671  | -6.04961  |     |      |       | USNOSA1|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  03|2011-04-29T14:53:38.976Z|327.23867  | -6.04989  |     |      |       | USNOSA1|23.2 |   r|     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  03|2011-04-29T14:57:27.072Z|327.24063  | -6.05017  |     |      |       | USNOSA1|     |    |     
 706765|2010 TK7   | K10T07K| CCD|F65 |       |    |          |          |          |  07|2011-08-03T14:25:21.216Z| 45.59642  |-27.14483  |     |      |       |   PPMXL|21.1 |   R|K    
 706765|2010 TK7   | K10T07K| CCD|F65 |       |    |          |          |          |  07|2011-08-03T14:47:08.448Z| 45.60887  |-27.14992  |     |      |       |   PPMXL|     |    |K    
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  15|2012-01-28T15:52:57.014Z|259.4125   | +5.64047  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  15|2012-01-28T15:56:45.024Z|259.41421  | +5.64036  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  15|2012-01-28T16:00:33.379Z|259.41608  | +5.64031  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  15|2012-01-29T15:34:42.413Z|260.18617  | +5.59786  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  15|2012-01-29T15:38:30.422Z|260.18825  | +5.59767  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  15|2012-01-29T15:42:19.123Z|260.19025  | +5.59767  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  10|2012-03-30T15:08:22.934Z|305.46496  | -2.39936  |     |      |       |  Gaia3E|23   |   r|t    
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  10|2012-03-30T15:12:11.376Z|305.46688  | -2.39983  |     |      |       |  Gaia3E|23.2 |   r|t    
 706765|2010 TK7   | K10T07K| CCD|568 |       |    |          |          |          |  10|2012-03-30T15:15:59.731Z|305.46883  | -2.40022  |     |      |       |  Gaia3E|22.8 |   r|t    
 706765|2010 TK7   | K10T07K| CCD|807 |       |    |          |          |          |  0W|2012-11-07T07:36:32.256Z|131.39454  |-51.18236  |     |      |       |   UCAC3|20.6 |   V|K    
 706765|2010 TK7   | K10T07K| CCD|807 |       |    |          |          |          |  0W|2012-11-07T07:41:45.888Z|131.4      |-51.18236  |     |      |       |   UCAC3|20.6 |   V|K    
 706765|2010 TK7   | K10T07K| CCD|807 |       |    |          |          |          |  0W|2012-11-07T07:52:38.208Z|131.41158  |-51.18206  |     |      |       |   UCAC3|20.4 |   V|K    
 706765|2010 TK7   | K10T07K| CCD|807 |       |    |          |          |          |  0W|2012-11-07T07:57:25.920Z|131.41667  |-51.18208  |     |      |       |   UCAC3|20.5 |   V|K    
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-377.5349 |4835.2464 |-4886.6078|    |2014-09-29T00:41:07.757Z| 90.89329  |-45.14586  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-387.3638 |4830.8263 |-4890.2227|    |2014-09-29T03:50:32.813Z| 90.99433  |-45.17936  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-397.1578 |4826.3395 |-4893.8745|    |2014-09-29T06:59:57.869Z| 91.09625  |-45.21186  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-406.908  |4821.768  |-4897.5821|    |2014-09-29T10:09:22.925Z| 91.19775  |-45.24547  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-416.6124 |4817.0914 |-4901.3672|    |2014-09-29T13:18:47.981Z| 91.29958  |-45.2785   |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-431.7228 |4843.2461 |-4874.1706|    |2014-09-29T14:53:24.979Z| 91.35054  |-45.295    |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-426.2656 |4812.2965 |-4905.2445|    |2014-09-29T16:28:13.037Z| 91.40121  |-45.31156  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-450.3419 |4769.4138 |-4944.8588|    |2014-09-30T03:31:15.571Z| 91.75858  |-45.42622  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-465.6114 |4795.4574 |-4918.1515|    |2014-09-30T05:05:52.570Z| 91.80929  |-45.44239  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-490.3484 |4815.8948 |-4895.7114|    |2014-09-30T09:49:54.624Z| 91.96175  |-45.49172  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-469.2022 |4759.7859 |-4952.8289|    |2014-09-30T09:50:05.6Z  | 91.96225  |-45.49131  |0.571|0.645 |-0.047 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-499.7353 |4810.4163 |-4900.1578|    |2014-09-30T12:59:19.680Z| 92.06421  |-45.52417  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-493.6313 |4779.1165 |-4931.3453|    |2014-09-30T14:34:07.738Z| 92.11508  |-45.54017  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-509.0838 |4804.8509 |-4904.6567|    |2014-09-30T16:08:44.736Z| 92.16663  |-45.55658  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-518.3794 |4799.1967 |-4909.2138|    |2014-09-30T19:18:09.792Z| 92.26892  |-45.58922  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-512.0869 |4767.7951 |-4940.4089|    |2014-09-30T20:52:57.850Z| 92.31996  |-45.60531  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-527.6234 |4793.4383 |-4913.8469|    |2014-09-30T22:27:34.848Z| 92.37058  |-45.62131  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-521.2345 |4761.982  |-4945.0508|    |2014-10-01T00:02:22.906Z| 92.42229  |-45.63769  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-521.2345 |4761.982  |-4945.0508|    |2014-10-01T01:36:59.990Z| 92.47325  |-45.65389  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-515.1404 |4731.9072 |-4975.0179|    |2014-10-01T01:37:10.9Z  | 92.47257  |-45.65258  |0.462|0.466 |-0.247 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-545.7701 |4781.1667 |-4923.8051|    |2014-10-01T04:46:25.046Z| 92.57554  |-45.68625  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-539.3584 |4750.0415 |-4954.5812|    |2014-10-01T06:21:13.018Z| 92.62692  |-45.70231  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-554.8386 |4775.1031 |-4928.6793|    |2014-10-01T07:55:50.102Z| 92.67792  |-45.71822  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-548.3314 |4743.9244 |-4959.465 |    |2014-10-01T09:30:38.074Z| 92.72938  |-45.73483  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-572.8111 |4762.6964 |-4938.652 |    |2014-10-01T14:14:40.214Z| 92.88275  |-45.78278  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-566.1107 |4731.4205 |-4969.4372|    |2014-10-01T15:49:28.186Z| 92.9345   |-45.79872  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-581.7179 |4756.3549 |-4943.733 |    |2014-10-01T17:24:05.270Z| 92.98587  |-45.81478  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-574.9218 |4725.0235 |-4974.52  |    |2014-10-01T18:58:53.242Z| 93.03775  |-45.83086  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-590.567  |4749.9159 |-4948.8801|    |2014-10-01T20:33:30.326Z| 93.0885   |-45.84706  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-583.6754 |4718.5315 |-4979.6665|    |2014-10-01T22:08:18.298Z| 93.1405   |-45.86256  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-599.3617 |4743.3823 |-4954.0917|    |2014-10-01T23:42:55.382Z| 93.19125  |-45.87867  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-609.4251 |4698.0643 |-4995.9249|    |2014-10-02T07:36:33.552Z| 93.44892  |-45.95822  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-625.413  |4723.248  |-4970.1031|    |2014-10-02T09:11:10.550Z| 93.50004  |-45.97439  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-634.5409 |4717.7103 |-4974.2177|    |2014-10-02T12:20:35.347Z| 93.60283  |-46.00569  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-650.4187 |4742.2221 |-4948.7648|    |2014-10-02T13:55:12.432Z| 93.65454  |-46.02161  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-658.9861 |4735.2453 |-4954.3305|    |2014-10-02T17:04:37.488Z| 93.75796  |-46.05314  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-667.4968 |4728.1782 |-4959.9541|    |2014-10-02T20:14:02.544Z| 93.86075  |-46.08475  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-659.7552 |4696.1612 |-4991.3546|    |2014-10-02T21:48:50.602Z| 93.91254  |-46.10044  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-668.0937 |4688.9177 |-4997.0633|    |2014-10-03T00:58:15.658Z| 94.01587  |-46.132    |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-676.3588 |4681.5459 |-5002.8695|    |2014-10-03T04:07:40.714Z| 94.11921  |-46.16339  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-684.5464 |4674.0474 |-5008.7737|    |2014-10-03T07:17:05.770Z| 94.22333  |-46.19461  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-700.7092 |4658.7241 |-5020.8278|    |2014-10-03T13:35:55.882Z| 94.42979  |-46.25703  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-708.7007 |4650.9447 |-5026.935 |    |2014-10-03T16:45:20.938Z| 94.5335   |-46.28828  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-716.6425 |4643.1199 |-5033.0635|    |2014-10-03T19:54:45.994Z| 94.63733  |-46.31969  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-749.4104 |4691.6801 |-4982.9511|    |2014-10-03T23:04:00.077Z| 94.74112  |-46.35056  |     |      |       |  Gaia3E|     |    |     
 706765|2010 TK7   | K10T07K| CCD|W84 |       |    |          |          |          |  0O|2016-05-26T08:49:55.114Z|348.35017  | -9.72514  |     |      |       |  Gaia3E|22.8 |   i|     
 706765|2010 TK7   | K10T07K| CCD|W84 |       |    |          |          |          |  0O|2016-05-26T08:58:50.362Z|348.355    | -9.72614  |     |      |       |  Gaia3E|22.7 |   i|     
 706765|2010 TK7   | K10T07K| CCD|W84 |       |    |          |          |          |  0O|2016-05-26T09:00:18.403Z|348.35579  | -9.72633  |     |      |       |  Gaia3E|22.9 |   i|     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1533.6757|4373.1038 |-5070.0521|    |2016-10-02T05:56:22.4Z  | 94.13967  |-45.5134   |0.487|0.662 |-0.166 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1527.3524|4318.4117 |-5118.7287|    |2016-10-02T13:48:10.6Z  | 94.40068  |-45.59046  |0.585|0.625 | 0.001 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1531.7641|4306.9145 |-5127.1241|    |2016-10-02T16:56:51.7Z  | 94.50339  |-45.62076  |0.53 |0.661 |-0.047 |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1556.2204|4315.6604 |-5112.4082|    |2016-10-02T21:39:48.096Z| 94.65971  |-45.66642  |     |      |       |   2MASS|20   |   R|     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1584.8661|4312.368  |-5106.4253|    |2016-10-03T05:31:25.2Z  | 94.92033  |-45.7428   |0.74 |0.771 |-0.018 |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1613.691 |4309.1133 |-5100.2106|    |2016-10-03T13:23:02.688Z| 95.18142  |-45.81869  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1617.8539|4297.4035 |-5108.798 |    |2016-10-03T16:31:43.680Z| 95.28617  |-45.84922  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1605.5129|4253.9338 |-5149.0026|    |2016-10-03T21:14:50.784Z| 95.44287  |-45.89406  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1633.7955|4250.1749 |-5143.2581|    |2016-10-04T05:06:27.648Z| 95.70508  |-45.96881  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1637.6298|4238.3075 |-5151.851 |    |2016-10-04T08:15:09.0Z  | 95.80977  |-45.99885  |0.605|0.612 |-0.152 |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1645.0723|4214.4483 |-5169.0972|    |2016-10-04T14:32:31.488Z| 96.02075  |-46.05861  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1669.4053|4222.1795 |-5154.9866|    |2016-10-04T19:15:27.360Z| 96.17779  |-46.10278  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1673.0188|4210.1848 |-5163.6508|    |2016-10-04T22:24:08.352Z| 96.2835   |-46.13278  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | N00ack9| CCD|C51 |ICRF_KM| 399|-1686.749 |4161.8431 |-5198.3856|    |2016-10-05T10:58:53.184Z| 96.70625  |-46.25025  |     |      |       |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1728.7456|4200.7583 |-5152.7431|    |2016-10-05T14:07:22.9Z  | 96.81186  |-46.27981  |0.671|0.683 |-0.118 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1920.335 |4128.5059 |-5138.1337|    |2017-10-02T18:39:03.3Z  | 94.65869  |-45.10811  |0.566|0.606 |-0.294 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1913.4672|4088.9818 |-5172.1752|    |2017-10-03T00:56:14.4Z  | 94.86817  |-45.16774  |0.589|0.727 |-0.066 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1930.4426|4093.7237 |-5162.093 |    |2017-10-03T04:04:44.5Z  | 94.97447  |-45.19709  |0.672|0.708 |-0.158 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1956.9107|4063.2838 |-5176.1107|    |2017-10-03T16:38:55.7Z  | 95.39409  |-45.31521  |0.544|0.685 | 0.127 |   2MASS|     |    |     
 706765|2010 TK7   | K10T07K| CCD|C51 |ICRF_KM| 399|-1965.6097|4027.75   |-5200.5024|    |2017-10-04T02:04:36.9Z  | 95.71031  |-45.4039   |0.523|0.566 |-0.126 |   2MASS|     |    |     
