# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA   |rmsDec  |rmsCorr|  astCat|mag  |rmsMag  |band| photCat|photAp|logSNR| exp|rmsFit|notes
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-18T00:53:59.136Z| 71.80975  |+15.26736  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-18T00:57:23.904Z| 71.80938  |+15.26728  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-18T01:03:57.888Z| 71.80821  |+15.26731  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-22T01:36:14.976Z| 70.78854  |+15.23406  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-22T01:41:04.416Z| 70.7875   |+15.23397  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-22T01:45:53.856Z| 70.78642  |+15.23408  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-22T01:50:42.432Z| 70.78604  |+15.23383  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-25T00:18:19.008Z| 70.01058  |+15.21567  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-25T00:24:18.432Z| 70.00946  |+15.21564  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-25T00:30:16.992Z| 70.00838  |+15.21578  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|012 |       |    |          |          |          |    |1972-11-25T00:36:16.416Z| 70.00708  |+15.21561  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
      4|   00004| UNK|006 |       |    |          |          |          |    |1972-11-25T19:59:51.936Z| 69.79146  |+15.21208  |        |        |       |     UNK|     |        |    |        |      |      |    |      |     
