# version=2017
 permID|provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag  |rmsMag|band|logSNR| exp|notes
  20000|           |   20000| CCD|688 |  0C|2007-04-11T04:13:14.304Z|107.902571 |+25.553939 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2007-10-15T09:35:22.848Z|111.497329 |+25.311206 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2007-10-15T09:45:59.616Z|111.497333 |+25.311222 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2007-10-15T10:07:18.336Z|111.497375 |+25.311258 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|147 |    |2007-11-17T02:10:35.616Z|111.35654  |+25.40417  |     |      |   UCAC2|20.2 |      |   R|      |    |     
  20000|           |   20000| CCD|807 |  0S|2007-12-03T05:24:50.976Z|111.135133 |+25.466114 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2007-12-03T05:42:21.600Z|111.134929 |+25.466181 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2007-12-03T05:55:46.848Z|111.134796 |+25.466203 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2007-12-03T06:08:59.136Z|111.134625 |+25.466272 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2007-12-03T06:22:31.296Z|111.134458 |+25.466269 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           | K00WA6R| CCD|675 |  0T|2008-01-11T10:05:02.688Z|110.342637 |+25.624897 |     |      |  USNOA2|19.9 |      |   R|      |    |     
  20000|           | K00WA6R| CCD|675 |  0T|2008-01-11T11:13:47.424Z|110.341471 |+25.625128 |     |      |  USNOA2|19.8 |      |   R|      |    |     
  20000|           | K00WA6R| CCD|675 |  0T|2008-01-12T06:15:49.536Z|110.324079 |+25.628103 |     |      |  USNOA2|19.7 |      |   R|      |    |     
  20000|           | K00WA6R| CCD|675 |  0T|2008-01-12T07:35:26.592Z|110.322812 |+25.628319 |     |      |  USNOA2|19.7 |      |   R|      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-01-14T02:49:23.232Z|110.282987 |+25.635131 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-01-14T03:04:03.648Z|110.282733 |+25.635172 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-01-14T03:18:00.000Z|110.282554 |+25.635194 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-02-13T04:17:06.720Z|109.673704 |+25.726633 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-02-13T04:31:27.264Z|109.673521 |+25.726686 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|304 |    |2008-03-07T01:00:46.944Z|109.359708 |+25.764236 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|304 |    |2008-03-07T01:05:22.560Z|109.359667 |+25.764228 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:16:33.600Z|109.323221 |+25.767669 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:27:43.200Z|109.323121 |+25.7677   |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:35:01.248Z|109.323154 |+25.767719 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:37:37.632Z|109.323104 |+25.767692 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:40:15.744Z|109.323062 |+25.767686 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:47:43.296Z|109.323004 |+25.767675 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-03-11T03:58:19.200Z|109.322967 |+25.767706 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T09:47:45.024Z|112.85725  |+25.530475 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T09:58:26.112Z|112.857229 |+25.530453 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T10:05:24.288Z|112.857175 |+25.530586 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T10:08:05.856Z|112.857242 |+25.530533 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T10:10:47.424Z|112.857121 |+25.530444 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T10:17:48.192Z|112.85715  |+25.530564 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-10-31T10:28:30.144Z|112.857146 |+25.530594 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|A77 |    |2008-11-23T03:25:44.832Z|112.66242  |+25.61092  |     |      | USNOSA2|19   |      |   R|      |    |     
  20000|           |   20000| CCD|A77 |    |2008-11-23T04:10:10.272Z|112.66183  |+25.61147  |     |      | USNOSA2|19.7 |      |   R|      |    |     
  20000|           |   20000| CCD|A77 |    |2008-11-24T22:01:00.768Z|112.63896  |+25.61783  |     |      | USNOSA2|20.2 |      |   R|      |    |     
  20000|           |   20000| CCD|A77 |    |2008-11-27T02:38:03.264Z|112.60837  |+25.62686  |     |      | USNOSA2|19.5 |      |   R|      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-11-29T07:04:44.544Z|112.576438 |+25.635814 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-11-29T07:24:32.544Z|112.576262 |+25.635886 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2008-11-29T07:37:39.648Z|112.576117 |+25.635919 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|198 |    |2008-12-03T00:21:02.304Z|112.51863  |+25.65147  |     |      |  USNOB1|20.7 |      |   V|      |    |     
  20000|           |   20000| CCD|198 |    |2008-12-03T00:27:06.048Z|112.51846  |+25.6515   |     |      |  USNOB1|20.5 |      |   V|      |    |     
  20000|           |   20000| CCD|H01 |    |2008-12-04T09:28:48.864Z|112.49617  |+25.65731  |     |      |   NOMAD|19.4 |      |   R|      |    |     
  20000|           |   20000| CCD|H01 |    |2008-12-04T09:44:35.808Z|112.49596  |+25.65736  |     |      |   NOMAD|19.5 |      |   R|      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:16:37.632Z|111.991708 |+25.769578 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:27:16.128Z|111.991529 |+25.769597 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:34:09.120Z|111.991371 |+25.769606 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:36:44.640Z|111.991396 |+25.769614 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:39:23.616Z|111.991379 |+25.769664 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:46:29.568Z|111.991229 |+25.76965  |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T08:57:07.200Z|111.991046 |+25.769675 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2008-12-30T09:07:43.968Z|111.990875 |+25.769697 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2009-01-01T08:05:06.432Z|111.94855  |+25.777939 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2009-01-01T08:15:44.064Z|111.948404 |+25.777989 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2009-01-01T08:22:30.144Z|111.948288 |+25.778061 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2009-01-01T08:25:07.392Z|111.948188 |+25.778042 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2009-01-01T08:34:30.720Z|111.948092 |+25.778042 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|688 |  0C|2009-01-01T08:55:45.984Z|111.947742 |+25.778139 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2009-01-24T03:16:52.608Z|111.449533 |+25.866383 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2009-01-24T03:32:08.448Z|111.449313 |+25.866428 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2009-01-24T03:45:55.296Z|111.449121 |+25.866472 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|G68 |    |2009-03-24T03:46:20.352Z|110.63079  |+25.97022  |     |      |   UCAC2|20.3 |      |   V|      |    |     
  20000|           |   20000| CCD|G68 |    |2009-03-24T04:45:59.904Z|110.63067  |+25.97042  |     |      |   UCAC2|20   |      |   V|      |    |     
  20000|           |   20000| CCD|G68 |    |2009-03-27T03:43:00.768Z|110.62254  |+25.96992  |     |      |   UCAC2|19.9 |      |   V|      |    |     
  20000|           |   20000| CCD|G68 |    |2009-03-27T03:49:00.192Z|110.62271  |+25.97008  |     |      |   UCAC2|20.3 |      |   V|      |    |     
  20000|           |   20000| CCD|807 |  0S|2009-04-21T23:32:45.312Z|110.709883 |+25.945439 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|807 |  0S|2009-04-21T23:45:42.048Z|110.709975 |+25.945433 |     |      |   UCAC2|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2009-10-18T03:40:53.760Z|114.24117  |+25.65883  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2009-10-18T04:40:56.640Z|114.24133  |+25.65894  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2009-10-18T05:26:00.960Z|114.24142  |+25.65914  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|F51 |    |2009-12-08T15:14:17.088Z|113.823342 |+25.844606 |     |      |   Gaia2|19.8 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2009-12-08T15:25:24.096Z|113.823196 |+25.844639 |     |      |   Gaia2|19.8 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2009-12-25T10:09:15.754Z|113.5018   |+25.921128 |     |      |   Gaia2|19.6 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2009-12-25T10:20:43.238Z|113.501629 |+25.921178 |     |      |   Gaia2|19.6 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-06T08:28:02.352Z|113.246204 |+25.974075 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-06T08:39:53.424Z|113.246008 |+25.974128 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-07T12:12:09.475Z|113.220788 |+25.979047 |     |      |   Gaia2|19.7 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-07T12:24:14.890Z|113.220592 |+25.979083 |     |      |   Gaia2|19.7 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-11T08:37:37.258Z|113.136004 |+25.995297 |     |      |   Gaia2|19.7 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-11T08:48:58.522Z|113.135829 |+25.995333 |     |      |   Gaia2|19.9 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-23T07:55:11.309Z|112.873892 |+26.042364 |     |      |   Gaia2|19.6 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-01-23T08:06:34.387Z|112.873742 |+26.042403 |     |      |   Gaia2|19.7 |      |   G|      |    |     
  20000|           |   20000| CCD|F65 |  0B|2010-02-09T11:49:08.285Z|112.525571 |+26.097761 |     |      |   UCAC2|20.2 |      |   R|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-03-29T08:33:19.699Z|111.996708 |+26.154008 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-03-29T08:47:05.338Z|111.996846 |+26.154    |     |      |   Gaia2|19.6 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-05-06T06:19:47.741Z|112.229167 |+26.098214 |     |      |   Gaia2|20.4 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-05-06T06:36:11.232Z|112.229329 |+26.098197 |     |      |   Gaia2|20.3 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-05-11T06:01:16.637Z|112.302117 |+26.085836 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-05-11T06:12:47.146Z|112.302254 |+26.085819 |     |      |   Gaia2|20.3 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-05-12T05:58:33.600Z|112.317758 |+26.083253 |     |      |   Gaia2|19.9 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2010-05-12T06:11:03.034Z|112.317892 |+26.083219 |     |      |   Gaia2|19.9 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-24T11:15:59.443Z|114.258783 |+26.211344 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-24T11:36:56.304Z|114.258496 |+26.211394 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-24T12:08:44.275Z|114.257983 |+26.211472 |     |      |   Gaia2|20.5 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-24T12:27:08.467Z|114.257738 |+26.211489 |     |      |   Gaia2|20.4 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-26T08:13:51.830Z|114.218712 |+26.218414 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-26T08:30:45.994Z|114.218454 |+26.218453 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-29T07:38:38.141Z|114.155758 |+26.229283 |     |      |   Gaia2|19.8 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-01-29T07:56:20.947Z|114.155492 |+26.229342 |     |      |   Gaia2|19.8 |      |   G|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-01-30T06:55:20.352Z|114.135504 |+26.232753 |     |      |   2MASS|20.2 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-01-30T07:16:01.056Z|114.135187 |+26.232803 |     |      |   2MASS|20.3 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-01-30T07:38:00.384Z|114.134871 |+26.232858 |     |      |   2MASS|20.2 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-01-30T07:58:41.952Z|114.134567 |+26.232914 |     |      |   2MASS|20.2 |      |   w|      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T18:57:29.088Z|113.98321  |+26.25758  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T19:47:09.888Z|113.98258  |+26.25772  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T20:19:14.016Z|113.98225  |+26.25778  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T20:30:25.344Z|113.98208  |+26.25783  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T20:41:37.536Z|113.98196  |+26.25783  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T21:04:45.120Z|113.98154  |+26.25794  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T21:31:37.344Z|113.98121  |+26.258    |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T21:54:00.864Z|113.98096  |+26.25806  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T22:05:12.192Z|113.98079  |+26.25808  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T22:41:26.880Z|113.98029  |+26.25814  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T22:52:38.208Z|113.98008  |+26.25817  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T23:03:50.400Z|113.97992  |+26.25819  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-06T23:26:13.920Z|113.97975  |+26.25825  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T00:04:07.968Z|113.97917  |+26.25831  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T00:15:20.160Z|113.979    |+26.25833  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T00:26:31.488Z|113.97888  |+26.25836  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T00:37:42.816Z|113.97862  |+26.25839  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T00:48:55.008Z|113.97846  |+26.25842  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T01:00:06.336Z|113.97829  |+26.25844  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T01:34:06.240Z|113.97775  |+26.2585   |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T01:56:29.760Z|113.97754  |+26.25856  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|493 |    |2011-02-07T02:07:41.088Z|113.97729  |+26.25858  |     |      |     UNK|     |      |    |      |    |     
  20000|           |   20000| CCD|F51 |    |2011-03-21T08:51:40.435Z|113.411346 |+26.326608 |     |      |   Gaia2|19.6 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-04-14T05:33:37.411Z|113.392375 |+26.310081 |     |      |   Gaia2|20.1 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-04-14T05:47:11.558Z|113.392417 |+26.310081 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-04-24T06:45:59.530Z|113.456417 |+26.292764 |     |      |   Gaia2|20.1 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2011-04-24T06:53:01.507Z|113.45645  |+26.292756 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-25T01:16:49.440Z|116.78492  |+25.91147  |     |      |  USNOB1|19.8 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-25T02:10:03.648Z|116.78533  |+25.91139  |     |      |  USNOB1|20.4 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-25T03:10:12.576Z|116.78596  |+25.91142  |     |      |  USNOB1|20   |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-26T01:26:18.816Z|116.79792  |+25.91208  |     |      |  USNOB1|19.3 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-26T03:06:08.928Z|116.79896  |+25.912    |     |      |  USNOB1|19.2 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-27T01:37:28.416Z|116.81054  |+25.91264  |     |      |  USNOB1|20.1 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-27T02:17:16.512Z|116.81087  |+25.91278  |     |      |  USNOB1|20.3 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-09-27T03:04:11.424Z|116.81133  |+25.91275  |     |      |  USNOB1|19.8 |      |   R|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-09-30T14:09:00.576Z|116.851433 |+25.915636 |     |      |   2MASS|20.3 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-09-30T14:16:40.224Z|116.851471 |+25.915636 |     |      |   2MASS|20.3 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-09-30T14:24:18.144Z|116.851575 |+25.915631 |     |      |   2MASS|20.4 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2011-09-30T14:31:54.336Z|116.851596 |+25.915603 |     |      |   2MASS|20.6 |      |   w|      |    |     
  20000|           |   20000| CCD|461 |    |2011-11-02T00:29:14.784Z|116.98817  |+25.98564  |     |      |  USNOB1|19.9 |      |   R|      |    |     
  20000|           |   20000| CCD|461 |    |2011-11-02T03:36:02.592Z|116.98771  |+25.98606  |     |      |  USNOB1|19.9 |      |   R|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-01-15T12:34:24.182Z|115.866142 |+26.323886 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-01-15T12:52:37.315Z|115.865846 |+26.323961 |     |      |   Gaia2|20.3 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-01-16T08:08:58.589Z|115.848246 |+26.327497 |     |      |   Gaia2|20.1 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-01-16T08:25:42.816Z|115.848033 |+26.327544 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-02-12T05:47:43.613Z|115.288208 |+26.427281 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-02-12T06:06:55.066Z|115.287954 |+26.4273   |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|G36 |    |2012-03-29T23:11:48.192Z|114.75825  |+26.48175  |     |      |   UCAC3|20   |      |   R|      |    |     
  20000|           |   20000| CCD|G36 |    |2012-03-29T23:38:14.496Z|114.75821  |+26.48181  |     |      |   UCAC3|19.8 |      |   R|      |    |     
  20000|           |   20000| CCD|G36 |    |2012-03-30T00:06:27.072Z|114.75813  |+26.48186  |     |      |   UCAC3|19.5 |      |   R|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-04-14T05:27:09.821Z|114.770521 |+26.465311 |     |      |   Gaia2|19.9 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2012-04-14T05:36:37.901Z|114.770521 |+26.465289 |     |      |   Gaia2|20   |      |   G|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-05-09T06:17:05.568Z|114.999325 |+26.408097 |     |      |   2MASS|20.5 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-05-09T06:25:00.768Z|114.999396 |+26.408061 |     |      |   2MASS|20.5 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-05-09T06:32:58.560Z|114.999479 |+26.408025 |     |      |   2MASS|20.4 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-05-09T06:40:57.216Z|114.999571 |+26.408028 |     |      |   2MASS|20.3 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-12-23T13:24:29.952Z|117.744596 |+26.348778 |     |      |   2MASS|19.8 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-12-23T13:45:20.160Z|117.744304 |+26.348861 |     |      |   2MASS|20   |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-12-23T14:06:12.096Z|117.744021 |+26.348936 |     |      |   2MASS|20.2 |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2012-12-23T14:26:51.072Z|117.743729 |+26.349    |     |      |   2MASS|20.3 |      |   w|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-01-03T13:00:13.680Z|117.518529 |+26.404894 |     |      |   Gaia2|20.1 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-01-03T13:19:12.346Z|117.51825  |+26.404961 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-01-16T11:55:33.802Z|117.236879 |+26.467294 |     |      |   Gaia2|19.9 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-01-16T12:16:24.182Z|117.236563 |+26.46735  |     |      |   Gaia2|20.1 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-01-16T12:37:16.982Z|117.236229 |+26.467422 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-01-16T12:58:09.610Z|117.235912 |+26.467494 |     |      |   Gaia2|20.1 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-03-09T08:47:01.709Z|116.294792 |+26.621181 |     |      |   Gaia2|20.4 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-03-09T09:05:18.730Z|116.294646 |+26.621203 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-04-12T06:10:02.381Z|116.141296 |+26.611672 |     |      |   Gaia2|20.2 |      |   G|      |    |     
  20000|           |   20000| CCD|F51 |    |2013-04-12T06:27:02.074Z|116.141346 |+26.611656 |     |      |   Gaia2|20.4 |      |   G|      |    |     
  20000|           |   20000| CCD|D29 |    |2013-12-01T17:52:10.848Z|119.51771  |+26.34883  |     |      |   UCAC4|20.5 |      |   R|      |    |     
  20000|           |   20000| CCD|D29 |    |2013-12-01T18:37:59.232Z|119.51717  |+26.34906  |     |      |   UCAC4|20.3 |      |   R|      |    |     
  20000|           |   20000| CCD|D29 |    |2013-12-26T16:42:46.368Z|119.09354  |+26.48089  |     |      |   UCAC4|21.5 |      |   R|      |    |     
  20000|           |   20000| CCD|D29 |    |2013-12-26T17:05:40.992Z|119.093    |+26.48106  |     |      |   UCAC4|19.9 |      |   R|      |    |     
  20000|           |   20000| CCD|D29 |    |2013-12-26T17:28:34.752Z|119.093    |+26.48119  |     |      |   UCAC4|19.6 |      |   R|      |    |     
  20000|           |   20000| CCD|C35 |    |2013-12-29T03:19:54.912Z|119.044    |+26.49414  |     |      |   CMC14|19   |      |   R|      |    |K    
  20000|           |   20000| CCD|C35 |    |2013-12-29T03:47:45.888Z|119.044    |+26.49453  |     |      |   CMC14|18.8 |      |   R|      |    |K    
  20000|           |   20000| CCD|C35 |    |2013-12-29T05:10:58.080Z|119.04233  |+26.49492  |     |      |   CMC14|18.8 |      |   R|      |    |K    
  20000|           | pst0200| CCD|F51 |    |2014-01-01T09:35:47.040Z|118.97715  |+26.511256 |     |      |   2MASS|20   |      |   w|      |    |     
  20000|           | pst0200| CCD|F51 |    |2014-01-01T09:55:46.272Z|118.976858 |+26.511333 |     |      |   2MASS|19.9 |      |   w|      |    |     
