# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P|   0046P| CCD|349 |       |    |          |          |          |    |2018-09-05T17:58:54.336Z| 24.164    |-19.26969  |     |      |  GSCACT|14.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|349 |       |    |          |          |          |    |2018-09-05T18:07:10.272Z| 24.16517  |-19.27103  |     |      |  GSCACT|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|323 |       |    |          |          |          |    |2018-09-06T14:29:58.560Z| 24.361    |-19.46489  |     |      |   UCAC4|16.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|323 |       |    |          |          |          |    |2018-09-06T14:38:20.544Z| 24.36229  |-19.46625  |     |      |   UCAC4|16.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P| ZR38869| CCD|703 |       |    |          |          |          |    |2018-09-07T08:34:03.072Z| 24.525    |-19.64753  |     |      |   Gaia2|13.8  |      |   G|        |      |      |    |      |     |                                                                        
    46P| ZR38869| CCD|703 |       |    |          |          |          |    |2018-09-07T08:41:41.856Z| 24.52571  |-19.64875  |     |      |   Gaia2|13.8  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-07T08:45:23.040Z| 24.52621  |-19.64589  |     |      |   Gaia1|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P| ZR38869| CCD|703 |       |    |          |          |          |    |2018-09-07T08:49:20.640Z| 24.52625  |-19.64997  |     |      |   Gaia2|13.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P| ZR38869| CCD|703 |       |    |          |          |          |    |2018-09-07T08:56:59.424Z| 24.52787  |-19.65133  |     |      |   Gaia2|13.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-07T09:02:35.520Z| 24.52863  |-19.64864  |     |      |   Gaia1|16.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-07T09:14:26.592Z| 24.53025  |-19.65056  |     |      |   Gaia1|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-07T13:50:23.24Z | 24.573654 |-19.698913 |0.037|0.038 |   Gaia2|17.929|0.009 |   G|   Gaia2| 1.3  |2.08  |  20|0.058 |     |S: 0.0130 0.0143 O: 0.0351 0.0351                                       
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-07T13:51:41.87Z | 24.573846 |-19.699125 |0.05 |0.051 |   Gaia2|17.944|0.018 |   G|   Gaia2| 1.3  |1.79  |   5|0.043 |     |S: 0.0114 0.0160 O: 0.0483 0.0483                                       
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-07T13:52:50.63Z | 24.573992 |-19.699323 |0.046|0.042 |   Gaia2|17.938|0.018 |   G|   Gaia2| 1.3  |1.79  |   5|0.057 |     |S: 0.0139 0.0141 O: 0.0439 0.0395                                       
    46P|   0046P| CCD|Q38 |       |    |          |          |          |    |2018-09-07T14:28:48.576Z| 24.58175  |-19.70161  |     |      |   Gaia2|16.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q38 |       |    |          |          |          |    |2018-09-07T14:32:20.256Z| 24.58246  |-19.70247  |     |      |   Gaia2|16.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q38 |       |    |          |          |          |    |2018-09-07T14:35:51.072Z| 24.58304  |-19.70325  |     |      |   Gaia2|16.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-07T18:04:11.424Z| 24.61204  |-19.73819  |     |      |   PPMXL|17    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-07T18:05:27.456Z| 24.61225  |-19.73839  |     |      |   PPMXL|17.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-07T18:06:42.624Z| 24.61242  |-19.73861  |     |      |   PPMXL|16.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-08T03:21:16.992Z| 24.69704  |-19.83547  |     |      |   UCAC4|16.2  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-08T03:28:44.544Z| 24.69787  |-19.83647  |     |      |   UCAC4|16.1  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-08T03:36:12.096Z| 24.69892  |-19.83783  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T05:39:09.360Z| 24.72     |-19.854669 |     |      |   Gaia2|18.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T06:04:26.458Z| 24.723533 |-19.858972 |     |      |   Gaia2|18.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T06:34:39.216Z| 24.72765  |-19.864128 |     |      |   Gaia2|18.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T07:04:51.456Z| 24.731763 |-19.869169 |     |      |   Gaia2|18.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T07:34:27.581Z| 24.735808 |-19.874172 |     |      |   Gaia2|18.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T08:04:35.242Z| 24.739921 |-19.879208 |     |      |   Gaia2|18.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T08:35:09.514Z| 24.744062 |-19.884333 |     |      |   Gaia2|18.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-08T08:51:55.296Z| 24.74583  |-19.88758  |     |      |   UCAC4|16.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-08T09:06:22.234Z| 24.748408 |-19.889567 |     |      |   Gaia2|18.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-08T09:45:49.248Z| 24.7535   |-19.89658  |     |      |   UCAC4|16.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P| A108mrK| CCD|T05 |       |    |          |          |          |    |2018-09-08T11:46:03.648Z| 24.77483  |-19.91953  |     |      |   Gaia1|17    |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108mrK| CCD|T05 |       |    |          |          |          |    |2018-09-08T12:01:51.456Z| 24.77704  |-19.92214  |     |      |   Gaia1|17    |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108mrK| CCD|T05 |       |    |          |          |          |    |2018-09-08T12:05:49.056Z| 24.77746  |-19.92283  |     |      |   Gaia1|16    |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108mrK| CCD|T05 |       |    |          |          |          |    |2018-09-08T12:18:19.872Z| 24.77908  |-19.92494  |     |      |   Gaia1|16    |      |   o|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-08T12:37:06.25Z | 24.781854 |-19.928113 |0.036|0.033 |   Gaia2|18.047|0.012 |   G|   Gaia2| 1    |1.94  |  10|0.047 |     |S: 0.0064 0.0115 O: 0.0351 0.0307                                       
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-08T12:37:59.39Z | 24.781979 |-19.9282636|0.032|0.029 |   Gaia2|17.99 |0.012 |   G|   Gaia2| 1.1  |1.94  |  10|0.05  |     |S: 0.0083 0.0110 O: 0.0307 0.0263                                       
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-08T12:38:39.57Z | 24.782071 |-19.9283615|0.029|0.031 |   Gaia2|17.876|0.012 |   G|   Gaia2| 1.2  |1.95  |  10|0.076 |     |S: 0.0118 0.0168 O: 0.0263 0.0263                                       
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-08T16:39:09.504Z| 24.81775  |-19.96611  |     |      |   PPMXL|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-08T16:40:24.672Z| 24.818    |-19.96633  |     |      |   PPMXL|16.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-08T16:41:39.840Z| 24.81804  |-19.9665   |     |      |   PPMXL|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  03|2018-09-08T16:46:56.064Z| 24.81871  |-19.96736  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  03|2018-09-08T16:56:43.584Z| 24.82012  |-19.96911  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|323 |       |    |          |          |          |    |2018-09-08T19:11:12.480Z| 24.84017  |-19.99181  |     |      |   UCAC4|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|323 |       |    |          |          |          |    |2018-09-08T20:35:26.880Z| 24.85162  |-20.00608  |     |      |   UCAC4|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-09T02:14:16.800Z| 24.90333  |-20.06808  |     |      |   UCAC4|16.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-09T02:16:29.856Z| 24.9035   |-20.06856  |     |      |   UCAC4|16.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-09T02:18:43.776Z| 24.90404  |-20.06881  |     |      |   UCAC4|16.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-09T02:50:04.704Z| 24.90792  |-20.07411  |     |      |   UCAC4|16.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-09-09T05:04:51.053Z| 24.930604 |-20.093131 |     |      |   Gaia2|18.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W87 |       |    |          |          |          |    |2018-09-09T08:05:31.488Z| 24.954833 |-20.124267 |     |      |   Gaia2|18.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-09-09T08:35:02.083Z| 24.958775 |-20.129292 |     |      |   Gaia2|18.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-09-09T09:05:15.274Z| 24.9628   |-20.134383 |     |      |   Gaia2|18.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-09T10:46:28.416Z| 24.98112  |-20.15467  |     |      |   PPMXL|17    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-09T10:47:44.448Z| 24.98129  |-20.15486  |     |      |   PPMXL|17.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-09T10:48:59.616Z| 24.98146  |-20.15508  |     |      |   PPMXL|17    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-09T12:51:04.03Z | 24.997671 |-20.176246 |0.036|0.033 |   Gaia2|17.967|0.013 |   G|   Gaia2| 1.1  |1.92  |  10|0.043 |     |S: 0.0067 0.0114 O: 0.0351 0.0307                                       
    46P|   0046P| CCD|T12 |       |    |          |          |          |    |2018-09-09T12:51:55.29Z | 24.997775 |-20.1763968|0.018|0.021 |   Gaia2|18.09 |0.013 |   G|   Gaia2| 1    |1.92  |  10|0.043 |     |S: 0.0056 0.0113 O: 0.0175 0.0176                                       
    46P|   0046P| CCD|C10 |       |    |          |          |          |    |2018-09-10T00:14:10.176Z| 25.09871  |-20.29531  |     |      |   UCAC4|16.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|C10 |       |    |          |          |          |    |2018-09-10T00:45:57.024Z| 25.103    |-20.30078  |     |      |   UCAC4|16.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|C10 |       |    |          |          |          |    |2018-09-10T01:23:51.936Z| 25.10821  |-20.30722  |     |      |   UCAC4|16.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-10T02:11:32.640Z| 25.11463  |-20.31556  |     |      |   UCAC4|15.7  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-10T02:20:22.272Z| 25.11558  |-20.31717  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-10T02:29:11.040Z| 25.11687  |-20.31867  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |K    |                                                                        
    46P| ZR3D992| CCD|703 |       |    |          |          |          |    |2018-09-10T07:57:12.960Z| 25.16629  |-20.37628  |     |      |   Gaia2|13.3  |      |   G|        |      |      |    |      |     |                                                                        
    46P| ZR3D992| CCD|703 |       |    |          |          |          |    |2018-09-10T08:12:45.216Z| 25.1685   |-20.37869  |     |      |   Gaia2|13.2  |      |   G|        |      |      |    |      |     |                                                                        
    46P| ZR3D992| CCD|703 |       |    |          |          |          |    |2018-09-10T08:20:31.776Z| 25.16971  |-20.3795   |     |      |   Gaia2|13.3  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-10T10:51:51.552Z| 25.19175  |-20.40528  |     |      |   PPMXL|16.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-10T10:53:07.584Z| 25.19192  |-20.40547  |     |      |   PPMXL|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-10T10:54:22.752Z| 25.19208  |-20.40572  |     |      |   PPMXL|16.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P| A108soW| CCD|T08 |       |    |          |          |          |    |2018-09-10T11:32:28.896Z| 25.19675  |-20.41242  |     |      |   Gaia1|15.9  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108soW| CCD|T08 |       |    |          |          |          |    |2018-09-10T11:44:25.152Z| 25.19825  |-20.41447  |     |      |   Gaia1|15.9  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108soW| CCD|T08 |       |    |          |          |          |    |2018-09-10T12:06:59.040Z| 25.20121  |-20.41847  |     |      |   Gaia1|15.8  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108soW| CCD|T08 |       |    |          |          |          |    |2018-09-10T12:07:37.920Z| 25.20125  |-20.41861  |     |      |   Gaia1|15.8  |      |   o|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-09-10T13:02:20.256Z| 25.21121  |-20.42458  |     |      |   UCAC4|16.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-09-10T15:50:24.864Z| 25.23329  |-20.45444  |     |      |   UCAC4|16.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-11T01:45:51.264Z| 25.31804  |-20.56358  |     |      |   UCAC4|16.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-11T02:16:51.456Z| 25.32196  |-20.56903  |     |      |   UCAC4|16.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J22 |       |    |          |          |          |    |2018-09-11T02:24:39.744Z| 25.32496  |-20.57006  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J22 |       |    |          |          |          |    |2018-09-11T02:33:24.192Z| 25.32533  |-20.57108  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K97 |       |    |          |          |          |    |2018-09-11T02:43:25.536Z| 25.32567  |-20.57389  |     |      |   UCAC4|16.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G37 |       |    |          |          |          |    |2018-09-11T08:46:58.771Z| 25.378637 |-20.637717 |     |      |   Gaia2|17.4  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G37 |       |    |          |          |          |    |2018-09-11T09:08:25.440Z| 25.381371 |-20.641539 |     |      |   Gaia2|17.3  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-11T12:59:10.176Z| 25.41596  |-20.67847  |     |      |   PPMXL|15.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-11T13:00:25.344Z| 25.41613  |-20.67867  |     |      |   PPMXL|15.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-11T13:01:40.512Z| 25.41629  |-20.67886  |     |      |   PPMXL|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:50:26.304Z| 25.50475  |-20.79925  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:51:27.648Z| 25.50496  |-20.79958  |     |      |   UCAC4|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:52:28.992Z| 25.50492  |-20.79964  |     |      |   UCAC4|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:53:29.472Z| 25.50517  |-20.79981  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:54:30.816Z| 25.50558  |-20.80011  |     |      |   UCAC4|15.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:55:32.160Z| 25.50554  |-20.80028  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:56:33.504Z| 25.50575  |-20.80033  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:57:34.848Z| 25.50596  |-20.80047  |     |      |   UCAC4|15.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:58:36.192Z| 25.50579  |-20.80067  |     |      |   UCAC4|15.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-11T23:59:37.536Z| 25.50604  |-20.80097  |     |      |   UCAC4|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-12T00:00:38.016Z| 25.50617  |-20.80117  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-12T00:01:39.360Z| 25.50633  |-20.80136  |     |      |   UCAC4|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-12T00:03:42.048Z| 25.50637  |-20.8015   |     |      |   UCAC4|15.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|585 |       |    |          |          |          |    |2018-09-12T00:04:42.528Z| 25.50662  |-20.80189  |     |      |   UCAC4|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K77 |       |    |          |          |          |    |2018-09-12T00:32:51.648Z| 25.51096  |-20.80667  |     |      |   UCAC4|16.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A71 |       |    |          |          |          |    |2018-09-12T00:35:40.128Z| 25.51142  |-20.80719  |     |      |   UCAC4|16.7  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|K77 |       |    |          |          |          |    |2018-09-12T00:37:02.208Z| 25.51175  |-20.80778  |     |      |   UCAC4|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A71 |       |    |          |          |          |    |2018-09-12T00:45:02.592Z| 25.51258  |-20.80894  |     |      |   UCAC4|16.7  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A71 |       |    |          |          |          |    |2018-09-12T00:54:25.920Z| 25.51387  |-20.81058  |     |      |   UCAC4|16.9  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A71 |       |    |          |          |          |    |2018-09-12T01:03:49.248Z| 25.515    |-20.81228  |     |      |   UCAC4|17    |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|K74 |       |    |          |          |          |    |2018-09-12T03:19:28.992Z| 25.53258  |-20.83672  |     |      |   Gaia1|15.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K74 |       |    |          |          |          |    |2018-09-12T03:23:55.968Z| 25.53287  |-20.8375   |     |      |   Gaia1|15.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G37 |       |    |          |          |          |    |2018-09-12T10:08:49.402Z| 25.589971 |-20.91005  |     |      |   Gaia2|17.2  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G37 |       |    |          |          |          |    |2018-09-12T10:31:52.579Z| 25.592825 |-20.914192 |     |      |   Gaia2|17.2  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-09-12T15:43:00.768Z| 25.63638  |-20.96639  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-09-12T15:52:31.872Z| 25.63754  |-20.96806  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-12T18:59:09.312Z| 25.66096  |-21.00192  |     |      |   PPMXL|16.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-12T19:00:25.344Z| 25.66112  |-21.00214  |     |      |   PPMXL|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-12T19:01:43.104Z| 25.66125  |-21.00236  |     |      |   PPMXL|16.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-13T13:46:02.496Z| 25.818    |-21.20747  |     |      |   PPMXL|16.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-13T13:47:18.528Z| 25.81821  |-21.20764  |     |      |   PPMXL|17    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-13T13:48:33.696Z| 25.81838  |-21.20786  |     |      |   PPMXL|16.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T02:27:51.552Z| 25.917    |-21.35208  |     |      |   UCAC4|16.6  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T02:33:55.296Z| 25.91775  |-21.35314  |     |      |   UCAC4|16.5  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T02:39:40.032Z| 25.9185   |-21.35417  |     |      |   UCAC4|16.5  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T02:45:38.592Z| 25.91917  |-21.35514  |     |      |   UCAC4|16.6  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T03:12:29.088Z| 25.92233  |-21.36017  |     |      |   UCAC4|15.4  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T03:25:19.776Z| 25.92371  |-21.36244  |     |      |   UCAC4|15.3  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-09-14T03:38:13.056Z| 25.92558  |-21.36486  |     |      |   UCAC4|15.4  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-14T08:03:35.712Z| 25.96063  |-21.41047  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-14T08:22:57.792Z| 25.96267  |-21.41397  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-14T08:45:32.544Z| 25.96542  |-21.41817  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P| A108wqV| CCD|T08 |       |    |          |          |          |    |2018-09-14T11:16:03.936Z| 25.98833  |-21.44883  |     |      |   Gaia1|15.7  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108wqV| CCD|T08 |       |    |          |          |          |    |2018-09-14T11:30:40.032Z| 25.99     |-21.45156  |     |      |   Gaia1|15.7  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108wqV| CCD|T08 |       |    |          |          |          |    |2018-09-14T11:34:39.360Z| 25.9905   |-21.45228  |     |      |   Gaia1|15.8  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A108wqV| CCD|T08 |       |    |          |          |          |    |2018-09-14T11:50:34.944Z| 25.99229  |-21.45525  |     |      |   Gaia1|15.7  |      |   o|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-09-14T13:50:23.424Z| 26.0095   |-21.474    |     |      |   UCAC4|15.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-09-14T15:53:52.224Z| 26.02388  |-21.49717  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
