# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P| A109MYM| CCD|T08 |       |    |          |          |          |    |2018-11-09T11:06:41.472Z| 30.6125   |-32.77428  |     |      |   Gaia2|13.4  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A109MYM| CCD|T08 |       |    |          |          |          |    |2018-11-09T11:20:47.328Z| 30.61317  |-32.77272  |     |      |   Gaia2|12.8  |      |   o|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J22 |       |    |          |          |          |    |2018-11-09T23:44:28.608Z| 30.68267  |-32.70467  |     |      |   UCAC4|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J22 |       |    |          |          |          |    |2018-11-09T23:50:20.256Z| 30.68292  |-32.70392  |     |      |   UCAC4|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J22 |       |    |          |          |          |    |2018-11-09T23:55:58.944Z| 30.68296  |-32.70339  |     |      |   UCAC4|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-10T03:16:04.224Z| 30.70154  |-32.67456  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-10T04:07:33.888Z| 30.70237  |-32.67011  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-10T04:51:33.408Z| 30.70387  |-32.66539  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-10T05:20:28.320Z| 30.70512  |-32.66219  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-10T05:24:43.200Z| 30.70542  |-32.66164  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-10T05:28:51.168Z| 30.70529  |-32.66122  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|423 |       |    |          |          |          |    |2018-11-10T09:58:57.216Z| 30.74325  |-32.63008  |     |      |   UCAC3|14    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|423 |       |    |          |          |          |    |2018-11-10T10:38:41.856Z| 30.74529  |-32.62622  |     |      |   UCAC3|13.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  01|2018-11-10T11:39:02.016Z| 30.74933  |-32.62022  |     |      |   Gaia2|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  01|2018-11-10T11:43:52.320Z| 30.74937  |-32.61964  |     |      |   Gaia2|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  01|2018-11-10T11:48:42.624Z| 30.74971  |-32.61919  |     |      |   Gaia2| 6.4  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q11 |       |    |          |          |          |    |2018-11-10T13:53:03.264Z| 30.75667  |-32.61622  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q11 |       |    |          |          |          |    |2018-11-10T14:05:20.256Z| 30.75717  |-32.61483  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q11 |       |    |          |          |          |    |2018-11-10T14:17:39.840Z| 30.75779  |-32.61331  |     |      |   UCAC4| 7.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J24 |       |    |          |          |          |    |2018-11-10T22:50:19.104Z| 30.81079  |-32.55444  |     |      |   CMC15|12.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J24 |       |    |          |          |          |    |2018-11-10T23:48:46.080Z| 30.81367  |-32.54739  |     |      |   CMC15|12.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J24 |       |    |          |          |          |    |2018-11-11T00:37:03.936Z| 30.81583  |-32.5415   |     |      |   CMC15|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J45 |       |    |          |          |          |    |2018-11-11T01:32:28.608Z| 30.81829  |-32.53431  |     |      |   Gaia2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J45 |       |    |          |          |          |    |2018-11-11T01:47:23.712Z| 30.81904  |-32.53236  |     |      |   Gaia2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|850 |       |    |          |          |          |    |2018-11-11T02:46:25.248Z| 30.83521  |-32.52606  |     |      |   UCAC3|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|850 |       |    |          |          |          |    |2018-11-11T03:06:45.216Z| 30.83658  |-32.52383  |     |      |   UCAC3|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-11T03:07:35.328Z| 30.83429  |-32.51461  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|850 |       |    |          |          |          |    |2018-11-11T03:27:04.320Z| 30.83713  |-32.52133  |     |      |   UCAC3|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|850 |       |    |          |          |          |    |2018-11-11T03:47:21.696Z| 30.83833  |-32.51911  |     |      |   UCAC3|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-11T04:03:00.864Z| 30.83567  |-32.50869  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|850 |       |    |          |          |          |    |2018-11-11T04:07:40.800Z| 30.83992  |-32.51656  |     |      |   UCAC3|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|850 |       |    |          |          |          |    |2018-11-11T04:27:59.904Z| 30.84046  |-32.51417  |     |      |   UCAC3|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-11T05:05:50.496Z| 30.83862  |-32.50044  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-11T05:50:33.216Z| 30.841    |-32.49458  |     |      |   CMC15|13.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-11T05:52:36.768Z| 30.84108  |-32.49425  |     |      |   CMC15|13.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-11T05:54:47.232Z| 30.84133  |-32.49372  |     |      |   CMC15|13.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-11T05:56:50.784Z| 30.84142  |-32.49328  |     |      |   CMC15|13.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-11T05:58:56.064Z| 30.84142  |-32.49306  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-11T06:00:59.616Z| 30.84142  |-32.49289  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|423 |       |    |          |          |          |    |2018-11-11T09:45:50.976Z| 30.87962  |-32.4625   |     |      |   UCAC3|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|423 |       |    |          |          |          |    |2018-11-11T10:24:36.000Z| 30.88192  |-32.45825  |     |      |   UCAC3|13.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P| A109SKl| CCD|T05 |       |    |          |          |          |    |2018-11-11T10:26:03.264Z| 30.872    |-32.46775  |     |      |   Gaia2|13.1  |      |   c|        |      |      |    |      |     |                                                                        
    46P| A109SKl| CCD|T05 |       |    |          |          |          |    |2018-11-11T10:40:07.392Z| 30.87275  |-32.46578  |     |      |   Gaia2|13.1  |      |   c|        |      |      |    |      |     |                                                                        
    46P| A109SKl| CCD|T05 |       |    |          |          |          |    |2018-11-11T10:53:29.184Z| 30.87325  |-32.46408  |     |      |   Gaia2|13.9  |      |   c|        |      |      |    |      |     |                                                                        
    46P| A109SKl| CCD|T05 |       |    |          |          |          |    |2018-11-11T11:07:38.496Z| 30.87421  |-32.46192  |     |      |   Gaia2|13    |      |   c|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  06|2018-11-11T11:19:58.080Z| 30.8855   |-32.45233  |     |      |   CMC15|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  06|2018-11-11T11:24:44.928Z| 30.88579  |-32.45167  |     |      |   CMC15|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q62 |       |    |          |          |          |  06|2018-11-11T11:29:07.584Z| 30.88604  |-32.45114  |     |      |   CMC15|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-12T03:14:25.728Z| 30.98104  |-32.32483  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-12T03:44:52.224Z| 30.98367  |-32.31944  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-12T04:15:54.144Z| 30.98437  |-32.31581  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-12T05:50:41.856Z| 30.99012  |-32.30103  |     |      |   CMC15|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-12T05:54:49.824Z| 30.99033  |-32.30058  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-12T06:01:02.208Z| 30.99071  |-32.29956  |     |      |   CMC15|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:04:13.728Z| 31.02013  |-32.27917  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:05:22.848Z| 31.02017  |-32.27894  |     |      |   Gaia2|14.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:06:31.968Z| 31.02021  |-32.27883  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:08:50.208Z| 31.02042  |-32.2785   |     |      |   Gaia2|14.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:09:59.328Z| 31.0205   |-32.27836  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:11:07.584Z| 31.02058  |-32.27822  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:12:16.704Z| 31.02063  |-32.27806  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:13:26.688Z| 31.02071  |-32.27792  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:14:35.808Z| 31.02083  |-32.27772  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:15:44.928Z| 31.02092  |-32.27761  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:16:54.048Z| 31.021    |-32.27744  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E85 |       |    |          |          |          |    |2018-11-12T08:18:03.168Z| 31.02108  |-32.27731  |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-11-12T14:48:49.536Z| 31.05183  |-32.21956  |     |      |   UCAC4|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-11-12T16:06:35.136Z| 31.05763  |-32.2065   |     |      |   UCAC4|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-11-12T22:00:45.216Z| 31.11004  |-32.16411  |     |      |   CMC15|12.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-11-12T22:06:00.576Z| 31.11138  |-32.16394  |     |      |   CMC15|12.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-11-12T22:11:16.800Z| 31.11046  |-32.16292  |     |      |   CMC15|12.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-13T03:15:29.664Z| 31.14546  |-32.10325  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-13T04:17:17.952Z| 31.14846  |-32.09386  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|V78 |       |    |          |          |          |    |2018-11-13T05:14:06.432Z| 31.15804  |-32.09411  |     |      |  MPOSC3|12.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|V78 |       |    |          |          |          |    |2018-11-13T05:16:36.768Z| 31.15846  |-32.0935   |     |      |  MPOSC3|12.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|V78 |       |    |          |          |          |    |2018-11-13T05:18:30.816Z| 31.15871  |-32.09336  |     |      |  MPOSC3|12.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-13T05:20:04.992Z| 31.15275  |-32.08272  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-13T05:42:29.376Z| 31.15429  |-32.079    |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-13T05:44:32.928Z| 31.15438  |-32.07869  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-13T05:46:44.256Z| 31.15458  |-32.07808  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-13T05:52:55.776Z| 31.15504  |-32.07686  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-13T05:57:04.608Z| 31.15542  |-32.07625  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P| A109VCL| CCD|T08 |       |    |          |          |          |    |2018-11-13T09:59:59.424Z| 31.19038  |-32.04356  |     |      |   Gaia2|12.7  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A109VCL| CCD|T08 |       |    |          |          |          |    |2018-11-13T10:14:00.960Z| 31.19113  |-32.04125  |     |      |   Gaia2|13.3  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A109VCL| CCD|T08 |       |    |          |          |          |    |2018-11-13T10:28:33.600Z| 31.19238  |-32.03842  |     |      |   Gaia2|12.9  |      |   o|        |      |      |    |      |     |                                                                        
    46P| A109VCL| CCD|T08 |       |    |          |          |          |    |2018-11-13T10:42:35.136Z| 31.19337  |-32.03586  |     |      |   Gaia2|12.7  |      |   o|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2018-11-13T11:55:42.528Z| 31.21138  |-32.02586  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2018-11-13T12:07:18.048Z| 31.21229  |-32.02392  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2018-11-13T12:22:02.784Z| 31.21346  |-32.02147  |     |      |   UCAC4| 7.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-11-13T21:41:43.872Z| 31.28363  |-31.92228  |     |      | USNOSA2|12.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-11-13T21:55:29.856Z| 31.28479  |-31.91942  |     |      | USNOSA2|12.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-11-13T22:10:01.632Z| 31.28554  |-31.91731  |     |      | USNOSA2|10.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T01:05:29.040Z| 31.314617 |-31.873447 |     |      |   Gaia2|14.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T01:30:05.011Z| 31.316696 |-31.86915  |     |      |   Gaia2|14.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T01:56:26.995Z| 31.318858 |-31.864522 |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T02:26:40.963Z| 31.321254 |-31.859094 |     |      |   Gaia2|14.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-14T02:59:37.536Z| 31.32367  |-31.85444  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T03:00:08.986Z| 31.323888 |-31.852961 |     |      |   Gaia2|14.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T03:31:00.970Z| 31.326283 |-31.847175 |     |      |   Gaia2|14.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-14T03:35:23.712Z| 31.32625  |-31.84756  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-14T04:06:37.728Z| 31.32971  |-31.84044  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T04:26:20.976Z| 31.330642 |-31.836539 |     |      |   Gaia2|14.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T04:56:28.982Z| 31.333125 |-31.830594 |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T05:26:24.979Z| 31.335683 |-31.824606 |     |      |   Gaia2|14.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-14T05:33:57.888Z| 31.33567  |-31.82417  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W88 |       |    |          |          |          |  0C|2018-11-14T05:34:56Z    | 31.33671  |-31.82215  |0.07 |0.07  |   Gaia2|12.9  |0.14  |   G|   Gaia2| 9.5  |2.05  |  50|0.1   |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:38:25.728Z| 31.33608  |-31.82386  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-14T05:40:24.73Z | 31.34425  |-31.83337  |0.02 |0.05  |   Gaia2|13.9  |0.16  |   G|   Gaia2| 3.4  |2.08  |  10|      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:40:30.144Z| 31.33629  |-31.82361  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:42:40.608Z| 31.33646  |-31.82308  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:44:45.024Z| 31.33633  |-31.82219  |     |      |   CMC15|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:46:48.576Z| 31.3365   |-31.82178  |     |      |   CMC15|13.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:48:52.992Z| 31.33713  |-31.81989  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:50:57.408Z| 31.33729  |-31.81947  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-14T05:53:00.960Z| 31.3375   |-31.81908  |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-14T06:00:42.63Z | 31.34587  |-31.82953  |0.01 |0.04  |   Gaia2|13.9  |0.17  |   G|   Gaia2| 3.4  |2.16  |  10|      |     |                                                                        
    46P|   0046P| CCD|W88 |       |    |          |          |          |  0C|2018-11-14T06:04:38Z    | 31.3395   |-31.81611  |0.1  |0.06  |   Gaia2|12.9  |0.13  |   G|   Gaia2| 9.5  |2.09  |  50|0.11  |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T06:06:37.958Z| 31.339354 |-31.816406 |     |      |   Gaia2|14.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-14T06:16:52.608Z| 31.3395   |-31.81536  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-14T06:21:00.30Z | 31.34754  |-31.82561  |0.02 |0.03  |   Gaia2|13.9  |0.16  |   G|   Gaia2| 3.4  |2.16  |  10|      |     |                                                                        
    46P|   0046P| CCD|W88 |       |    |          |          |          |  0C|2018-11-14T06:35:14Z    | 31.34246  |-31.80972  |0.11 |0.11  |   Gaia2|12.9  |0.12  |   G|   Gaia2| 9.5  |2.13  |  50|0.15  |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-14T06:41:18.02Z | 31.34925  |-31.82162  |0.02 |0.03  |   Gaia2|13.9  |0.18  |   G|   Gaia2| 3.4  |2.03  |  10|      |     |                                                                        
    46P|   0046P| CCD|W85 |       |    |          |          |          |    |2018-11-14T06:51:59.040Z| 31.343754 |-31.806936 |     |      |   Gaia2|14.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W88 |       |    |          |          |          |  0E|2018-11-14T07:49:39.360Z| 31.35054  |-31.79403  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W88 |       |    |          |          |          |  0E|2018-11-14T07:50:53.664Z| 31.35067  |-31.79372  |     |      |   UCAC4|13    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W88 |       |    |          |          |          |  0E|2018-11-14T07:52:08.832Z| 31.35083  |-31.7935   |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|349 |       |    |          |          |          |    |2018-11-14T13:25:49.440Z| 31.40638  |-31.74342  |     |      |  GSCACT| 7.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|349 |       |    |          |          |          |    |2018-11-14T13:28:55.200Z| 31.40671  |-31.74275  |     |      |  GSCACT|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|349 |       |    |          |          |          |    |2018-11-14T13:32:00.960Z| 31.40692  |-31.74214  |     |      |  GSCACT|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-11-14T14:40:23.232Z| 31.41142  |-31.71594  |     |      |   UCAC4|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Q68 |       |    |          |          |          |    |2018-11-14T15:35:32.352Z| 31.41646  |-31.704    |     |      |   UCAC4|12.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|372 |       |    |          |          |          |    |2018-11-14T16:23:30.336Z| 31.42333  |-31.70658  |     |      |  GSCACT| 9.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|372 |       |    |          |          |          |    |2018-11-14T16:30:14.688Z| 31.42408  |-31.70517  |     |      |  GSCACT|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-15T03:06:09.792Z| 31.5235   |-31.56525  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-15T03:40:03.648Z| 31.52575  |-31.55897  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-11-15T04:08:35.232Z| 31.52796  |-31.55267  |     |      |   UCAC4|13.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H01 |       |    |          |          |          |    |2018-11-15T05:27:41.70Z | 31.5435   |-31.54569  |0.07 |0.07  |   Gaia2|14    |0.17  |   G|   Gaia2| 3.4  |2.04  |  10|      |     |                                                                        
    46P|   0046P| CCD|G39 |       |    |          |          |          |    |2018-11-15T05:34:34.176Z| 31.53575  |-31.5335   |     |      |   CMC15|13.2  |      |   R|        |      |      |    |      |     |                                                                        
