# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|rmsCorr|  astCat|mag  |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                             
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-27T02:46:28.704Z|139.79462  |+24.6835   |     |      |       |   Gaia2|17.6 |      |   I|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:28:26Z    |139.808396 |+24.672192 |0.26 |0.27  |       |   UCAC4|17.3 |0.28  |   V|   UCAC4| 5    |0.8   |  60|0.31  |     |                                    
     2I|CK19Q040| CCD|213 |       |    |          |          |          |    |2019-09-27T03:29:35.520Z|139.80833  |+24.67222  |     |      |       |   CMC15|17   |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:33:42Z    |139.809912 |+24.670925 |0.37 |0.33  |       |   UCAC4|17.2 |0.26  |   V|   UCAC4| 5    |0.81  |  60|0.33  |     |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-27T03:33:59.904Z|139.81012  |+24.67067  |     |      |       |   UCAC4|17.6 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|L01 |       |    |          |          |          |    |2019-09-27T03:38:07.872Z|139.81129  |+24.66967  |     |      |       |   Gaia2|18.3 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:38:57Z    |139.811867 |+24.669331 |0.22 |0.21  |       |   UCAC4|17.5 |0.29  |   V|   UCAC4| 5    |0.65  |  60|0.27  |     |                                    
     2I|CK19Q040| CCD|L01 |       |    |          |          |          |    |2019-09-27T03:39:24.336Z|139.81171  |+24.66933  |     |      |       |   Gaia2|18.3 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|L01 |       |    |          |          |          |    |2019-09-27T03:40:01.920Z|139.812    |+24.66919  |     |      |       |   Gaia2|18.3 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|L01 |       |    |          |          |          |    |2019-09-27T03:41:18.298Z|139.81246  |+24.66864  |     |      |       |   Gaia2|18.4 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|L01 |       |    |          |          |          |    |2019-09-27T03:42:34.675Z|139.81292  |+24.6685   |     |      |       |   Gaia2|18.4 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C95 |       |    |          |          |          |    |2019-09-27T03:44:53.088Z|139.81338  |+24.66797  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:46:18Z    |139.814141 |+24.667333 |0.26 |0.2   |       |   UCAC4|17.6 |0.25  |   V|   UCAC4| 5    |0.76  |  60|0.33  |     |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-27T03:49:52.896Z|139.81488  |+24.66656  |     |      |       |   UCAC4|17.7 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:52:37Z    |139.815939 |+24.6656   |0.3  |0.3   |       |   UCAC4|16.8 |0.17  |   V|   UCAC4| 5    |1.06  |  60|0.36  |     |                                    
     2I|   0002I| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:53:39Z    |139.816315 |+24.66557  |0.24 |0.23  |       |   Gaia2|17.8 |0.2   |   G|   Gaia2| 6.4  |0.97  |  60|0.21  |     |                                    
     2I|CK19Q040| CCD|C95 |       |    |          |          |          |    |2019-09-27T03:58:49.872Z|139.81787  |+24.66428  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|K63 |       |    |          |          |          |    |2019-09-27T03:58:55Z    |139.817925 |+24.664088 |0.2  |0.17  |       |   Gaia2|17.7 |0.21  |   G|   Gaia2| 6.4  |0.97  |  60|0.22  |     |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-27T04:02:28.032Z|139.81896  |+24.66314  |     |      |       |   UCAC4|17.7 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|213 |       |    |          |          |          |    |2019-09-27T04:03:38.016Z|139.81938  |+24.66314  |     |      |       |   CMC15|17.1 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-27T04:05:12.192Z|139.82013  |+24.66256  |     |      |       | USNOSA2|17.7 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|K63 |       |    |          |          |          |    |2019-09-27T04:06:18Z    |139.820117 |+24.662033 |0.33 |0.31  |       |   Gaia2|16.7 |0.24  |   G|   Gaia2| 6.4  |1.09  |  60|0.26  |     |                                    
     2I|CK19Q040| CCD|C95 |       |    |          |          |          |    |2019-09-27T04:12:46.742Z|139.82229  |+24.66058  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J57 |       |    |          |          |          |    |2019-09-27T04:16:24.384Z|139.82417  |+24.65928  |     |      |       |   UCAC4|18.3 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-27T04:17:02.400Z|139.82404  |+24.65947  |     |      |       | USNOSA2|17.7 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-27T04:24:08.352Z|139.82625  |+24.65753  |     |      |       | USNOSA2|17.7 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C95 |       |    |          |          |          |    |2019-09-27T04:26:43.613Z|139.82696  |+24.65675  |     |      |       |   Gaia2|17.7 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J57 |       |    |          |          |          |    |2019-09-27T04:29:47.904Z|139.82837  |+24.65572  |     |      |       |   UCAC4|18.2 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|213 |       |    |          |          |          |    |2019-09-27T04:34:49.440Z|139.82962  |+24.65483  |     |      |       |   CMC15|17   |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J57 |       |    |          |          |          |    |2019-09-27T04:43:09.696Z|139.83258  |+24.65228  |     |      |       |   UCAC4|17.1 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-27T05:30:07.114Z|139.847629 |+24.640044 |     |      |       |   Gaia2|17.9 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-27T05:36:38.246Z|139.849662 |+24.638306 |     |      |       |   Gaia2|18.6 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-27T05:43:09.206Z|139.851808 |+24.636572 |     |      |       |   Gaia2|18   |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|850 |       |    |          |          |          |    |2019-09-27T09:21:58.464Z|139.92237  |+24.57792  |     |      |       |   UCAC3|17.5 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|850 |       |    |          |          |          |    |2019-09-27T09:43:05.952Z|139.9295   |+24.5725   |     |      |       |   UCAC3|17.3 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|850 |       |    |          |          |          |    |2019-09-27T10:04:06.528Z|139.93604  |+24.56692  |     |      |       |   UCAC3|17.4 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|850 |       |    |          |          |          |    |2019-09-27T10:25:01.920Z|139.94296  |+24.56133  |     |      |       |   UCAC3|17.3 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|A98 |       |    |          |          |          |    |2019-09-28T01:34:23.520Z|140.23646  |+24.31678  |     |      |       |   UCAC4|16.8 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|A98 |       |    |          |          |          |    |2019-09-28T01:36:07.200Z|140.23713  |+24.31669  |     |      |       |   UCAC4|16.8 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|A98 |       |    |          |          |          |    |2019-09-28T01:41:17.376Z|140.23904  |+24.31542  |     |      |       |   UCAC4|17.2 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|A98 |       |    |          |          |          |    |2019-09-28T01:43:01.056Z|140.23938  |+24.31464  |     |      |       |   UCAC4|16.8 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:15:05.184Z|140.24958  |+24.30639  |     |      |       |   Gaia2|19.5 |      | UNK|        |      |      |    |      |     |                                    
     2I| CE19AA0| CCD|069 |       |    |          |          |          |    |2019-09-28T02:17:43.296Z|140.25012  |+24.30575  |     |      |       |  USNOB1|16.2 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:18:30.816Z|140.25079  |+24.30539  |     |      |       |   Gaia2|18.6 |      |   V|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:21:56.448Z|140.25183  |+24.30453  |     |      |       |   Gaia2|18.2 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:25:21.216Z|140.25292  |+24.30364  |     |      |       |   Gaia2|17.8 |      |   I|        |      |      |    |      |     |                                    
     2I| CE19AA0| CCD|069 |       |    |          |          |          |    |2019-09-28T02:26:30.336Z|140.25267  |+24.30372  |     |      |       |  USNOB1|16.1 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:31:23.232Z|140.25483  |+24.30189  |     |      |       |  USNOB1|17.9 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:32:11.616Z|140.25517  |+24.30175  |     |      |       |   Gaia2|18.6 |      |   V|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:33:23.328Z|140.25558  |+24.301    |     |      |       |  USNOB1|18.1 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:35:36.384Z|140.25625  |+24.30083  |     |      |       |   Gaia2|18.2 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:35:45.888Z|140.25637  |+24.30064  |     |      |       |  USNOB1|18   |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:37:12.288Z|140.25675  |+24.30025  |     |      |       |  USNOB1|17.8 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:38:23.136Z|140.25717  |+24.29981  |     |      |       |  USNOB1|17.7 |      |   R|        |      |      |    |      |     |                                    
     2I| CE19AA0| CCD|069 |       |    |          |          |          |    |2019-09-28T02:38:53.376Z|140.25675  |+24.30022  |     |      |       |  USNOB1|16.2 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:39:01.152Z|140.25729  |+24.3      |     |      |       |   Gaia2|17.9 |      |   I|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:39:35.712Z|140.25729  |+24.2995   |     |      |       |  USNOB1|18   |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:40:57.792Z|140.25813  |+24.29917  |     |      |       |  USNOB1|17.9 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:42:25.920Z|140.25842  |+24.29903  |     |      |       |   Gaia2|19.8 |      | UNK|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:43:03.936Z|140.25862  |+24.29878  |     |      |       |  USNOB1|17.4 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:44:43.296Z|140.25925  |+24.29831  |     |      |       |  USNOB1|17.9 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:45:51.552Z|140.2595   |+24.29811  |     |      |       |   Gaia2|18.7 |      |   V|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:45:53.280Z|140.25946  |+24.29803  |     |      |       |  USNOB1|17.8 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:46:56.352Z|140.25979  |+24.29792  |     |      |       |  USNOB1|17.7 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:48:19.296Z|140.26033  |+24.29742  |     |      |       |  USNOB1|18.2 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-28T02:49:16.320Z|140.26067  |+24.29717  |     |      |       |   Gaia2|18.1 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:49:29.280Z|140.26067  |+24.29667  |     |      |       |  USNOB1|17.5 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:50:38.400Z|140.26083  |+24.29669  |     |      |       |  USNOB1|17.7 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:52:07.392Z|140.26133  |+24.29619  |     |      |       |  USNOB1|18   |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:54:27.360Z|140.26221  |+24.29567  |     |      |       |  USNOB1|17.7 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:55:54.624Z|140.26271  |+24.29539  |     |      |       |  USNOB1|17.6 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:57:16.704Z|140.26317  |+24.29478  |     |      |       |  USNOB1|18   |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|152 |       |    |          |          |          |    |2019-09-28T02:59:53.952Z|140.26392  |+24.29433  |     |      |       |  USNOB1|17.9 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-28T03:53:28.032Z|140.28133  |+24.27975  |     |      |       |   UCAC4|17.5 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-28T04:17:28.320Z|140.28892  |+24.27339  |     |      |       |   UCAC4|17.6 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|G40 |       |    |          |          |          |  09|2019-09-28T05:15:22Z    |140.30781  |+24.25777  |0.22 |0.23  |       |   Gaia2|18.2 |0.22  |   G|   Gaia2| 4.5  |1.31  | 450|0.23  |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-28T05:25:06.787Z|140.311113 |+24.255144 |     |      |       |   Gaia2|18   |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-28T05:31:37.315Z|140.313212 |+24.253444 |     |      |       |   Gaia2|18.1 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|G40 |       |    |          |          |          |  09|2019-09-28T05:35:24Z    |140.31441  |+24.25244  |0.19 |0.17  |       |   Gaia2|18.3 |0.1   |   G|   Gaia2| 4.5  |1.39  | 450|0.14  |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-28T05:38:08.448Z|140.315304 |+24.251706 |     |      |       |   Gaia2|17.6 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2165.47  |6212.1166 |2793.8491 |    |2019-09-28T07:35:00.067Z|140.352625 |+24.220194 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-1727.5173|5650.6816 |4019.6151 |    |2019-09-28T07:38:10.061Z|140.353542 |+24.219333 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-1221.5949|4867.1423 |5087.405  |    |2019-09-28T07:41:20.141Z|140.354583 |+24.218306 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2326.3067|6367.4235 |2266.3403 |    |2019-09-28T09:14:10.090Z|140.38475  |+24.193417 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-1920.0543|5902.4633 |3542.8072 |    |2019-09-28T09:17:20.083Z|140.385792 |+24.192611 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-1438.3518|5205.5526 |4679.7119 |    |2019-09-28T09:20:30.163Z|140.386833 |+24.191639 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|850 |       |    |          |          |          |    |2019-09-28T09:44:22.848Z|140.39442  |+24.18539  |     |      |       |   UCAC4|17.3 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|850 |       |    |          |          |          |    |2019-09-28T10:05:32.064Z|140.40162  |+24.17947  |     |      |       |   UCAC4|17.6 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|850 |       |    |          |          |          |    |2019-09-28T10:26:19.680Z|140.40825  |+24.17389  |     |      |       |   UCAC4|17.7 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2122.6872|6141.7538 |2976.2551 |    |2019-09-28T10:56:20.083Z|140.417333 |+24.1655   |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-1672.4544|5548.0794 |4182.5864 |    |2019-09-28T10:59:30.163Z|140.418083 |+24.164333 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-1156.5363|4736.4968 |5224.2205 |    |2019-09-28T11:02:40.157Z|140.419083 |+24.1635   |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2796.3326|4752.3864 |-4559.0128|    |2019-09-28T17:20:00.067Z|140.54175  |+24.062833 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2952.51  |5555.8414 |-3403.5033|    |2019-09-28T17:23:10.061Z|140.54275  |+24.062083 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2993.0124|6141.7577 |-2113.9824|    |2019-09-28T17:26:20.141Z|140.543625 |+24.061306 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T01:52:39.072Z|140.70729  |+23.92183  |     |      |       |   Gaia2|19.1 |      | UNK|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T01:56:04.704Z|140.70837  |+23.92094  |     |      |       |   Gaia2|18.5 |      |   V|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T01:59:44.160Z|140.70958  |+23.91989  |     |      |       |   Gaia2|18   |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:03:09.792Z|140.71063  |+23.919    |     |      |       |   Gaia2|17.6 |      |   I|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:06:34.560Z|140.71171  |+23.91808  |     |      |       |   Gaia2|19.3 |      | UNK|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:09:59.328Z|140.71283  |+23.91711  |     |      |       |   Gaia2|18.4 |      |   V|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:13:24.096Z|140.71396  |+23.91622  |     |      |       |   Gaia2|18.1 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:16:48.864Z|140.71504  |+23.91528  |     |      |       |   Gaia2|17.6 |      |   I|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:20:14.496Z|140.71613  |+23.91433  |     |      |       |   Gaia2|19.2 |      | UNK|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:23:39.264Z|140.71725  |+23.91342  |     |      |       |   Gaia2|18.5 |      |   V|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:27:04.032Z|140.71829  |+23.91253  |     |      |       |   Gaia2|18   |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:30:28.800Z|140.71946  |+23.91153  |     |      |       |   Gaia2|17.6 |      |   I|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:33:52.704Z|140.7205   |+23.91069  |     |      |       |   Gaia2|19.1 |      | UNK|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:37:42.528Z|140.72175  |+23.90958  |     |      |       |   Gaia2|18.5 |      |   V|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:41:07.296Z|140.72283  |+23.90864  |     |      |       |   Gaia2|18   |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A84 |       |    |          |          |          |  05|2019-09-29T02:44:32.064Z|140.72392  |+23.90775  |     |      |       |   Gaia2|17.6 |      |   I|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|104 |       |    |          |          |          |    |2019-09-29T03:06:51.264Z|140.73104  |+23.90164  |     |      |       |   Gaia2|17.1 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|204 |       |    |          |          |          |    |2019-09-29T03:20:43.296Z|140.73571  |+23.89764  |     |      |       |   Gaia2|18.1 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|104 |       |    |          |          |          |    |2019-09-29T03:33:42.624Z|140.73975  |+23.89433  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-29T03:36:25.920Z|140.74079  |+23.89336  |     |      |       |   UCAC4|17   |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|204 |       |    |          |          |          |    |2019-09-29T03:37:50.592Z|140.74113  |+23.89308  |     |      |       |   Gaia2|     |      |    |        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-29T03:43:50.016Z|140.74321  |+23.89131  |     |      |       |   UCAC4|17.5 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-29T03:48:10.944Z|140.74454  |+23.89022  |     |      |       |   Gaia2|16.9 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-29T03:48:31.680Z|140.74475  |+23.89006  |     |      |       |   UCAC4|17.5 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-29T03:51:14.112Z|140.74563  |+23.88931  |     |      |       |   UCAC4|17.5 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|204 |       |    |          |          |          |    |2019-09-29T03:53:12.480Z|140.74596  |+23.88889  |     |      |       |   Gaia2|     |      |    |        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|104 |       |    |          |          |          |    |2019-09-29T04:00:33.984Z|140.74842  |+23.88694  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-29T04:00:45.216Z|140.74875  |+23.88672  |     |      |       |   UCAC4|17.5 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|A77 |       |    |          |          |          |    |2019-09-29T04:11:13.344Z|140.752    |+23.88397  |     |      |       |   UCAC4|17.5 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-09-29T04:20:10.752Z|140.75454  |+23.88206  |     |      |       |   Gaia2|16.7 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J01 |       |    |          |          |          |    |2019-09-29T04:31:58.368Z|140.75862  |+23.87836  |     |      |       |   CMC15|17   |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J01 |       |    |          |          |          |    |2019-09-29T04:42:43.776Z|140.762    |+23.87556  |     |      |       |   CMC15|16.8 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J01 |       |    |          |          |          |    |2019-09-29T04:53:29.184Z|140.76538  |+23.87272  |     |      |       |   CMC15|16.9 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-29T05:20:16.138Z|140.774383 |+23.865197 |     |      |       |   Gaia2|18.2 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|J47 |       |    |          |          |          |    |2019-09-29T05:22:23.232Z|140.77525  |+23.86444  |     |      |       |   CMC15|17.4 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-29T05:26:47.098Z|140.77645  |+23.863456 |     |      |       |   Gaia2|17.5 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|J47 |       |    |          |          |          |    |2019-09-29T05:29:21.408Z|140.77729  |+23.86269  |     |      |       |   CMC15|17.5 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|J04 |       |    |          |          |          |    |2019-09-29T05:33:18.144Z|140.7785   |+23.861681 |     |      |       |   Gaia2|18.2 |      |   G|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|J47 |       |    |          |          |          |    |2019-09-29T05:37:29.568Z|140.77975  |+23.86044  |     |      |       |   CMC15|17.5 |      |   R|        |      |      |    |      |K    |                                    
