# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|rmsCorr|  astCat|mag  |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                             
     2I|   0002I| CCD|K74 |       |    |          |          |          |    |2019-10-30T04:27:00.288Z|154.94808  | +8.91339  |     |      |       |   Gaia2|17.4 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|K74 |       |    |          |          |          |    |2019-10-30T04:34:47.712Z|154.95046  | +8.91     |     |      |       |   Gaia2|17.4 |      |   R|        |      |      |    |      |K    |                                    
     2I| prt0001| CCD|K35 |       |    |          |          |          |    |2019-10-30T04:39:19.008Z|154.95187  | +8.90867  |     |      |       |   PPMXL|16.4 |      |   V|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-30T04:41:40.704Z|154.95263  | +8.90756  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-30T04:43:53.760Z|154.95321  | +8.90669  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|K74 |       |    |          |          |          |    |2019-10-30T04:43:54.624Z|154.95342  | +8.90639  |     |      |       |   Gaia2|17.3 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-30T04:46:06.816Z|154.95413  | +8.90567  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-30T04:48:19.008Z|154.95467  | +8.90475  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-30T04:50:32.064Z|154.95521  | +8.90406  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|I47 |       |    |          |          |          |    |2019-10-30T08:10:47.712Z|155.01842  | +8.82486  |     |      |       |   UCAC4|16.5 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|I47 |       |    |          |          |          |    |2019-10-30T08:16:38.496Z|155.02017  | +8.82247  |     |      |       |   UCAC4|16.5 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|I47 |       |    |          |          |          |    |2019-10-30T08:23:40.128Z|155.02217  | +8.81978  |     |      |       |   UCAC4|16.5 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5113.3498|4164.2756 |2787.1748 |    |2019-10-30T11:19:00.278Z|155.076542 | +8.747472 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4449.7755|3916.7909 |4012.8215 |    |2019-10-30T11:22:10.358Z|155.077458 | +8.746111 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-3612.2664|3516.2056 |5081.2156 |    |2019-10-30T11:25:20.352Z|155.078417 | +8.744778 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|D95 |       |    |          |          |          |    |2019-10-30T17:56:37.824Z|155.20117  | +8.58703  |     |      |       |   UCAC4|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|D95 |       |    |          |          |          |    |2019-10-30T17:59:43.584Z|155.20233  | +8.58564  |     |      |       |   UCAC4|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|D95 |       |    |          |          |          |    |2019-10-30T18:05:55.104Z|155.20413  | +8.58314  |     |      |       |   UCAC4|15.9 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4957.9248|4076.8355 |3169.9601 |    |2019-10-30T19:42:10.339Z|155.233583 | +8.544139 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4237.1208|3786.2563 |4353.0861 |    |2019-10-30T19:45:20.333Z|155.234542 | +8.542694 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-3350.721 |3347.7068 |5365.6572 |    |2019-10-30T19:48:30.413Z|155.2355   | +8.541306 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|N55 |       |    |          |          |          |    |2019-10-30T23:29:14.496Z|155.30488  | +8.45183  |     |      |       |   UCAC4|17.2 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|N55 |       |    |          |          |          |    |2019-10-30T23:36:16.128Z|155.30725  | +8.44906  |     |      |       |   UCAC4|17.3 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|N55 |       |    |          |          |          |    |2019-10-30T23:40:11.136Z|155.30842  | +8.44742  |     |      |       |   UCAC4|17.4 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:31:47.712Z|155.38046  | +8.35319  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:34:00.768Z|155.38117  | +8.35239  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:36:12.960Z|155.38179  | +8.3515   |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:38:25.152Z|155.38225  | +8.35078  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:42:51.264Z|155.38379  | +8.34881  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:45:04.320Z|155.38442  | +8.34786  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:47:18.240Z|155.38504  | +8.34697  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:49:31.296Z|155.38583  | +8.34606  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:51:44.352Z|155.38646  | +8.34522  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:53:57.408Z|155.38721  | +8.34428  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:56:09.600Z|155.38783  | +8.34342  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T03:58:22.656Z|155.38858  | +8.34242  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T04:00:35.712Z|155.38921  | +8.34169  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T04:02:48.768Z|155.38992  | +8.34072  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T04:05:00.960Z|155.39062  | +8.33972  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-10-31T04:07:14.016Z|155.39125  | +8.33894  |     |      |       |   Gaia2|17.3 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|J22 |       |    |          |          |          |    |2019-10-31T05:00:59.328Z|155.40829  | +8.31772  |     |      |       |   UCAC4|16.7 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|J22 |       |    |          |          |          |    |2019-10-31T05:05:49.632Z|155.41008  | +8.31572  |     |      |       |   UCAC4|16.7 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|J22 |       |    |          |          |          |    |2019-10-31T05:10:33.888Z|155.41117  | +8.31431  |     |      |       |   UCAC4|16.7 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-3266.3094|1121.014  |-6268.9068|    |2019-10-31T05:20:00.067Z|155.413458 | +8.310333 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4914.7109|2585.7735 |-4517.6716|    |2019-10-31T05:26:20.141Z|155.415708 | +8.307611 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5802.9226|3650.624  |-2065.6304|    |2019-10-31T05:32:40.214Z|155.417708 | +8.304722 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I| CA195U7| CCD|954 |       |    |          |          |          |    |2019-10-31T05:36:23.904Z|155.41929  | +8.30239  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |K    |                                    
     2I| CA195X6| CCD|954 |       |    |          |          |          |    |2019-10-31T05:37:02.784Z|155.41958  | +8.30225  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |     |                                    
     2I| CA195U7| CCD|954 |       |    |          |          |          |    |2019-10-31T05:37:41.664Z|155.42     | +8.30197  |     |      |       |     UNK|16.8 |      |   R|        |      |      |    |      |K    |                                    
     2I| CA195X6| CCD|954 |       |    |          |          |          |    |2019-10-31T05:39:01.152Z|155.42042  | +8.30172  |     |      |       |     UNK|16.7 |      |   R|        |      |      |    |      |     |                                    
     2I| CA195X6| CCD|954 |       |    |          |          |          |    |2019-10-31T05:40:58.656Z|155.42067  | +8.30103  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |     |                                    
     2I| CA195X6| CCD|954 |       |    |          |          |          |    |2019-10-31T05:44:14.784Z|155.42196  | +8.29964  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |     |                                    
     2I| CA195U7| CCD|954 |       |    |          |          |          |    |2019-10-31T05:45:33.408Z|155.42237  | +8.29892  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |K    |                                    
     2I| CA195X6| CCD|954 |       |    |          |          |          |    |2019-10-31T05:46:13.152Z|155.42229  | +8.29864  |     |      |       |     UNK|17   |      |   R|        |      |      |    |      |     |                                    
     2I| CA195U7| CCD|954 |       |    |          |          |          |    |2019-10-31T05:46:52.032Z|155.42288  | +8.29822  |     |      |       |     UNK|16.8 |      |   R|        |      |      |    |      |K    |                                    
     2I| CA195U7| CCD|954 |       |    |          |          |          |    |2019-10-31T05:52:04.800Z|155.42442  | +8.29631  |     |      |       |     UNK|16.8 |      |   R|        |      |      |    |      |K    |                                    
     2I| CA195U7| CCD|954 |       |    |          |          |          |    |2019-10-31T05:54:03.168Z|155.42525  | +8.29592  |     |      |       |     UNK|16.8 |      |   R|        |      |      |    |      |K    |                                    
     2I| C0PYEF1| CCD|703 |       |    |          |          |          |    |2019-10-31T12:02:47.616Z|155.53946  | +8.14561  |     |      |       |   Gaia2|16.3 |      |   G|        |      |      |    |      |     |                                    
     2I| C0PYEF1| CCD|703 |       |    |          |          |          |    |2019-10-31T12:10:28.992Z|155.54167  | +8.14261  |     |      |       |   Gaia2|16.2 |      |   G|        |      |      |    |      |     |                                    
     2I| C0PYEF1| CCD|703 |       |    |          |          |          |    |2019-10-31T12:18:10.368Z|155.54425  | +8.13939  |     |      |       |   Gaia2|16.2 |      |   G|        |      |      |    |      |     |                                    
     2I| C0PYEF1| CCD|703 |       |    |          |          |          |    |2019-10-31T12:25:51.744Z|155.54663  | +8.13581  |     |      |       |   Gaia2|16.3 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5884.5835|3651.5377 |-1819.4644|    |2019-10-31T22:17:40.157Z|155.730542 | +7.894333 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5794.8478|4094.8512 | 961.3568 |    |2019-10-31T22:24:00.317Z|155.732708 | +7.891167 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4807.0298|3903.5381 |3592.8268 |    |2019-10-31T22:30:20.390Z|155.734958 | +7.888333 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|N55 |       |    |          |          |          |    |2019-10-31T23:34:04.800Z|155.75771  | +7.85911  |     |      |       |   UCAC4|16.9 |      |   R|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|N55 |       |    |          |          |          |    |2019-10-31T23:34:04.800Z|155.75537  | +7.86222  |     |      |       |   UCAC4|     |      |    |        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:31:26.112Z|155.82912  | +7.76456  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:33:39.168Z|155.82967  | +7.76364  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:35:52.224Z|155.83025  | +7.76269  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:38:05.280Z|155.83108  | +7.76192  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:40:18.336Z|155.83158  | +7.76094  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:42:31.392Z|155.83242  | +7.76022  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:44:43.584Z|155.83325  | +7.75919  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:46:56.640Z|155.83379  | +7.75825  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:49:09.696Z|155.83433  | +7.75731  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:51:22.752Z|155.83517  | +7.75661  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:55:48.864Z|155.83646  | +7.75475  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T03:58:01.920Z|155.83733  | +7.75364  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:00:14.112Z|155.838    | +7.75267  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:04:39.360Z|155.83933  | +7.75092  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:15:41.184Z|155.84262  | +7.74633  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:17:54.240Z|155.84346  | +7.74544  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:20:06.432Z|155.84404  | +7.74442  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:22:17.760Z|155.84475  | +7.74375  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-11-01T04:22:44.544Z|155.84512  | +7.74336  |     |      |       |   NOMAD|16.7 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:24:30.816Z|155.8455   | +7.74267  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:26:44.736Z|155.84592  | +7.74183  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:28:56.928Z|155.84675  | +7.74092  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:31:09.984Z|155.84733  | +7.74022  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:33:22.176Z|155.84825  | +7.73917  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:35:35.232Z|155.84867  | +7.73831  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:37:47.424Z|155.84967  | +7.73728  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:39:59.616Z|155.85012  | +7.73656  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-11-01T04:41:14.784Z|155.85087  | +7.73575  |     |      |       |   NOMAD|16.4 |      |   V|        |      |      |    |      |K    |                                    
     2I|   0002I| CCD|134 |       |    |          |          |          |    |2019-11-01T04:42:12.672Z|155.85104  | +7.73556  |     |      |       |   Gaia2|17.4 |      |   G|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-2903.2243|769.8458  |-6496.2867|    |2019-11-01T04:45:00.029Z|155.851375 | +7.735722 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4694.361 |2256.0479 |-4911.553 |    |2019-11-01T04:51:20.102Z|155.853625 | +7.732556 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|A77 |       |    |          |          |          |    |2019-11-01T04:53:52.512Z|155.85483  | +7.73058  |     |      |       |   NOMAD|16.6 |      |   V|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5759.7313|3393.5077 |-2565.2717|    |2019-11-01T04:57:40.176Z|155.855667 | +7.729861 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|H06 |       |    |          |          |          |  1K|2019-11-01T11:28:27.840Z|155.97767  | +7.56842  |     |      |       |   UCAC4|15.9 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|H06 |       |    |          |          |          |  1K|2019-11-01T11:31:16.320Z|155.979    | +7.56686  |     |      |       |   UCAC4|16.9 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|V39 |       |    |          |          |          |    |2019-11-01T12:07:31.61Z |155.989783 | +7.552075 |0.48 |0.48  |       |   Gaia2|18.4 |0.04  |   G|   Gaia2| 1.56 |0.8573|    |      |     |                                    
     2I|CK19Q040| CCD|V39 |       |    |          |          |          |    |2019-11-01T12:09:23.24Z |155.9904   | +7.55125  |0.45 |0.48  |       |   Gaia2|18.2 |0.04  |   G|   Gaia2| 1.56 |0.8976|    |      |     |                                    
     2I|CK19Q040| CCD|V39 |       |    |          |          |          |    |2019-11-01T12:11:14.70Z |155.990946 | +7.550542 |0.37 |0.35  |       |   Gaia2|18.4 |0.04  |   G|   Gaia2| 1.56 |0.9395|    |      |     |                                    
     2I|CK19Q040| CCD|V39 |       |    |          |          |          |    |2019-11-01T12:13:06.24Z |155.991537 | +7.549794 |0.37 |0.43  |       |   Gaia2|18.4 |0.04  |   G|   Gaia2| 1.56 |0.9445|    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4513.0857|2046.2784 |-5166.6017|    |2019-11-01T14:53:10.032Z|156.040625 | +7.484361 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5693.213 |3231.7966 |-2900.5669|    |2019-11-01T14:59:30.106Z|156.042875 | +7.481611 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5991.7557|3916.8564 |-184.3399 |    |2019-11-01T15:05:50.266Z|156.045    | +7.478778 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|349 |       |    |          |          |          |    |2019-11-01T19:03:56.160Z|156.11946  | +7.38017  |     |      |       |  GSCACT|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|Q21 |       |    |          |          |          |    |2019-11-01T19:04:25Z    |156.11939  | +7.38007  |0.71 |0.71  |       |   UCAC4|17.2 |0.14  |   V|   UCAC4| 6.8  |1.31  | 240|0.29  |K    |                                    
     2I|CK19Q040| CCD|Q21 |       |    |          |          |          |    |2019-11-01T19:13:29Z    |156.1223   | +7.37644  |0.36 |0.37  |       |   UCAC4|16.9 |0.13  |   V|   UCAC4| 6.8  |1.63  | 300|0.28  |K    |                                    
     2I|   0002I| CCD|349 |       |    |          |          |          |    |2019-11-01T19:14:07.008Z|156.12267  | +7.37592  |     |      |       |  GSCACT|15.7 |      |   R|        |      |      |    |      |     |                                    
     2I|   0002I| CCD|Q11 |       |    |          |          |          |    |2019-11-01T19:14:33.792Z|156.12275  | +7.37561  |     |      |       |   UCAC4|15.8 |      |   R|        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|Q21 |       |    |          |          |          |    |2019-11-01T19:21:44Z    |156.12495  | +7.37286  |0.47 |0.48  |       |   UCAC4|17.1 |0.14  |   V|   UCAC4| 6.8  |1.5   | 300|0.26  |K    |                                    
     2I|CK19Q040| CCD|Q21 |       |    |          |          |          |    |2019-11-01T19:29:10Z    |156.12687  | +7.36998  |0.2  |0.23  |       |   UCAC4|17.6 |0.13  |   V|   UCAC4| 5.5  |1.55  | 240|0.26  |K    |                                    
     2I|CK19Q040| CCD|Q21 |       |    |          |          |          |    |2019-11-01T19:36:36Z    |156.12951  | +7.36662  |0.2  |0.24  |       |   UCAC4|17.4 |0.14  |   V|   UCAC4| 5.5  |1.61  | 300|0.28  |K    |                                    
     2I|   0002I| CCD|Q11 |       |    |          |          |          |    |2019-11-01T19:42:21.312Z|156.13142  | +7.36417  |     |      |       |   UCAC4|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|367 |       |    |          |          |          |    |2019-11-01T19:44:26.592Z|156.13192  | +7.36344  |     |      |       |   UCAC3|     |      |    |        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|Q21 |       |    |          |          |          |    |2019-11-01T19:44:51Z    |156.13173  | +7.36338  |0.74 |0.75  |       |   UCAC4|17.1 |0.14  |   V|   UCAC4| 6.8  |1.38  | 300|0.26  |K    |                                    
     2I|   0002I| CCD|367 |       |    |          |          |          |    |2019-11-01T19:53:11.904Z|156.13462  | +7.35967  |     |      |       |   UCAC3|     |      |    |        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4644.0891|2138.8542 |-5010.758 |    |2019-11-01T19:55:00.077Z|156.134458 | +7.359583 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|367 |       |    |          |          |          |    |2019-11-01T19:57:16.416Z|156.13587  | +7.35817  |     |      |       |   UCAC3|15.9 |      |   R|        |      |      |    |      |K    |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5762.7871|3286.2634 |-2694.8468|    |2019-11-01T20:01:20.064Z|156.136625 | +7.356917 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|   0002I| CCD|Q11 |       |    |          |          |          |    |2019-11-01T20:01:52.032Z|156.13733  | +7.35608  |     |      |       |   UCAC4|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5989.2078|3924.8931 |  39.6435 |    |2019-11-01T20:07:40.224Z|156.138625 | +7.354028 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-6021.9394|3705.7446 |-1133.8951|    |2019-11-02T01:06:20.102Z|156.231542 | +7.230028 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-5706.3141|3998.8991 |1650.1247 |    |2019-11-02T01:12:40.176Z|156.233583 | +7.227167 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I|CK19Q040| CCD|C53 |ICRF_KM| 399|-4506.6572|3672.5259 |4177.9074 |    |2019-11-02T01:19:00.250Z|156.235583 | +7.224194 |0.25 |0.25  |       |   2MASS|     |      |    |        |      |      |    |      |     |                                    
     2I| crkax01| CCD|J43 |       |    |          |          |          |    |2019-11-02T05:08:31.200Z|156.30746  | +7.12908  |     |      |       |   UCAC4|17.3 |      |   R|        |      |      |    |      |     |                                    
     2I| crkax01| CCD|J43 |       |    |          |          |          |    |2019-11-02T05:22:11.136Z|156.31162  | +7.12342  |     |      |       |   UCAC4|17.4 |      |   R|        |      |      |    |      |     |                                    
     2I| crkax01| CCD|J43 |       |    |          |          |          |    |2019-11-02T05:35:53.664Z|156.31588  | +7.11778  |     |      |       |   UCAC4|17.4 |      |   R|        |      |      |    |      |     |                                    
     2I| CA195W9| CCD|954 |       |    |          |          |          |    |2019-11-02T05:59:17.664Z|156.32337  | +7.10781  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |K    |                                    
     2I| CA195W9| CCD|954 |       |    |          |          |          |    |2019-11-02T06:00:12.096Z|156.32371  | +7.10764  |     |      |       |     UNK|16.9 |      |   R|        |      |      |    |      |K    |                                    
