# version=2017
provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |rmsRA  |rmsDec |rmsCorr|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                              
2024 PT5   | A119q0V| CCD|U52 |    |2024-08-13T05:07:00Z    |272.11914  | -0.11985  |0.31   |0.26   |       |   Gaia2|16.8  |0.26  |   G|   Gaia2| 8.7  |0.84  | 132|0.2   |K    |                                     
2024 PT5   | A119HJP| CCD|T08 |    |2024-08-13T05:45:05.48Z |272.28499  | +0.26132  |0.528  |0.528  |       |   Gaia2|17.49 |0.11  |  Ao|        |      |0.959 |    |      |     |atlas_T08/T8323993/D1009458287       
2024 PT5   | A119HJP| CCD|T08 |    |2024-08-13T05:45:45.28Z |272.28296  | +0.26528  |0.619  |0.619  |       |   Gaia2|17.95 |0.132 |  Ao|        |      |0.879 |    |      |     |atlas_T08/T8323993/D1009457900       
2024 PT5   | A119HJP| CCD|T08 |    |2024-08-13T05:46:25.10Z |272.28152  | +0.26827  |0.631  |0.631  |       |   Gaia2|18.14 |0.133 |  Ao|        |      |0.876 |    |      |     |atlas_T08/T8323993/D1009458101       
2024 PT5   | A119HJP| CCD|T08 |    |2024-08-13T05:47:05.09Z |272.27925  | +0.27242  |0.519  |0.519  |       |   Gaia2|17.16 |0.109 |  Ao|        |      |0.963 |    |      |     |atlas_T08/T8323993/D1009458494       
2024 PT5   | A119HJV| CCD|T08 |    |2024-08-13T09:26:14.02Z |271.67073  | +1.45747  |0.392  |0.57   |-0.453 |   Gaia2|17.45 |0.077 |  Ao|        |      |1.114 |    |      |     |atlas_T08/T8324831/D1009521114       
2024 PT5   | A119HJV| CCD|T08 |    |2024-08-13T09:26:54.03Z |271.6692   | +1.46096  |0.392  |0.567  |-0.445 |   Gaia2|17.72 |0.075 |  Ao|        |      |1.125 |    |      |     |atlas_T08/T8324831/D1009519971       
2024 PT5   | A119HJV| CCD|T08 |    |2024-08-13T09:27:34.00Z |271.66754  | +1.4647   |0.51   |0.739  |-0.446 |   Gaia2|17.62 |0.098 |  Ao|        |      |1.009 |    |      |     |atlas_T08/T8324831/D1009521536       
2024 PT5   | A119HJV| CCD|T08 |    |2024-08-13T09:28:13.85Z |271.66591  | +1.46806  |0.309  |0.449  |-0.45  |   Gaia2|17.73 |0.06  |  Ao|        |      |1.222 |    |      |     |atlas_T08/T8324831/D1009521726       
2024 PT5   | A119HJV| CCD|T08 |    |2024-08-13T09:28:53.66Z |271.66428  | +1.47168  |0.309  |0.447  |-0.445 |   Gaia2|17.61 |0.059 |  Ao|        |      |1.229 |    |      |     |atlas_T08/T8324831/D1009521915       
2024 PT5   | A119HJW| CCD|T05 |    |2024-08-13T09:29:31.45Z |271.66955  | +1.46493  |0.656  |0.932  |-0.391 |   Gaia2|17.53 |0.11  |  Ao|        |      |0.959 |    |      |     |atlas_T05/T8706830/D1231266883       
2024 PT5   | A119HJW| CCD|T05 |    |2024-08-13T09:30:10.49Z |271.66787  | +1.46866  |0.467  |0.675  |-0.412 |   Gaia2|17.9  |0.085 |  Ao|        |      |1.071 |    |      |     |atlas_T05/T8706830/D1231265749       
2024 PT5   | A119HJW| CCD|T05 |    |2024-08-13T09:30:49.55Z |271.66658  | +1.47192  |0.4    |0.584  |-0.424 |   Gaia2|17.64 |0.076 |  Ao|        |      |1.119 |    |      |     |atlas_T05/T8706830/D1231264442       
2024 PT5   | A119HJW| CCD|T05 |    |2024-08-13T09:31:28.55Z |271.66499  | +1.47519  |0.391  |0.57   |-0.422 |   Gaia2|17.8  |0.074 |  Ao|        |      |1.131 |    |      |     |atlas_T05/T8706830/D1231267605       
