# version=2017
permID|provID|trkSub|mode|stn|obsTime|ra|dec|rmsRA|rmsDec|astCat|mag|band
4179||04179|CCD|379|2004-07-20T17:17:26.880Z|331.05717|-11.88381|||UCAC2|15.8|V
4179||04179|CCD|379|2004-07-20T17:21:45.216Z|331.05742|-11.88367|||UCAC2|15.6|V
4179||04179|CCD|379|2004-07-20T17:23:53.952Z|331.05750|-11.88361|||UCAC2|15.5|V
4179||04179|CCD|379|2004-07-20T17:26:02.688Z|331.05771|-11.88372|||UCAC2|15.8|V
4179||04179|CCD|379|2004-07-21T17:46:01.920Z|331.15742|-11.85944|||UCAC2|15.6|V
4179||04179|CCD|379|2004-07-21T17:48:10.656Z|331.15750|-11.85950|||UCAC2|15.7|V
4179||04179|CCD|379|2004-07-21T17:50:20.256Z|331.15729|-11.85928|||UCAC2|15.9|V
4179||04179|CCD|A84|2004-07-21T23:27:44.986Z|331.181075|-11.854361|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:29:22.272Z|331.181150|-11.854322|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:30:59.558Z|331.181238|-11.854314|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:32:36.931Z|331.181321|-11.854283|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:34:14.218Z|331.181408|-11.854264|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:35:51.504Z|331.181479|-11.854239|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:37:28.790Z|331.181579|-11.854203|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:39:06.077Z|331.181650|-11.854183|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:40:43.363Z|331.181729|-11.854147|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-21T23:42:20.736Z|331.181788|-11.854114|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:43:58.022Z|331.181900|-11.854111|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:45:35.309Z|331.181979|-11.854094|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:47:12.595Z|331.182046|-11.854064|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:48:49.882Z|331.182142|-11.854039|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:50:27.341Z|331.182221|-11.854028|||UCAC2|15.5|R
4179||04179|CCD|A84|2004-07-21T23:52:04.627Z|331.182317|-11.853975|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-21T23:55:19.200Z|331.182437|-11.853964|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:56:56.486Z|331.182558|-11.853914|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-21T23:58:33.859Z|331.182633|-11.853900|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-22T00:00:11.318Z|331.182721|-11.853861|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-22T00:01:48.605Z|331.182800|-11.853842|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-22T00:03:25.978Z|331.182887|-11.853828|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-22T00:05:03.264Z|331.182967|-11.853794|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-22T00:06:40.637Z|331.183042|-11.853789|||UCAC2|15.4|R
4179||04179|CCD|A32|2004-07-23T00:22:07.968Z|331.27625|-11.83339|||USNOA2|15.7|R
4179||04179|CCD|A32|2004-07-23T00:30:11.808Z|331.27671|-11.83344|||USNOA2|15.7|R
4179||04179|CCD|A32|2004-07-23T00:36:38.880Z|331.27696|-11.83333|||USNOA2|15.7|R
4179||04179|CCD|379|2004-07-23T16:41:11.328Z|331.33492|-11.82028|||UCAC2|15.5|V
4179||04179|CCD|379|2004-07-23T16:43:20.064Z|331.33479|-11.82025|||UCAC2|15.3|V
4179||04179|CCD|379|2004-07-23T16:47:38.400Z|331.33500|-11.82017|||UCAC2|15.4|V
4179||04179|CCD|379|2004-07-23T16:51:55.872Z|331.33525|-11.82008|||UCAC2|15.1|V
4179||04179|CCD|A84|2004-07-24T00:22:58.080Z|331.361200|-11.814919|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:24:35.366Z|331.361267|-11.814886|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:26:12.739Z|331.361333|-11.814875|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:27:50.026Z|331.361408|-11.814844|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:29:27.312Z|331.361471|-11.814831|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:31:04.598Z|331.361546|-11.814808|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:32:41.885Z|331.361612|-11.814803|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:34:19.171Z|331.361679|-11.814761|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:35:56.458Z|331.361746|-11.814747|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:37:33.830Z|331.361817|-11.814731|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:39:11.117Z|331.361887|-11.814711|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:40:48.403Z|331.361958|-11.814697|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:42:25.690Z|331.362017|-11.814675|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:44:02.976Z|331.362092|-11.814653|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:45:40.262Z|331.362158|-11.814628|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:47:17.635Z|331.362229|-11.814614|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:48:54.922Z|331.362292|-11.814597|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:50:32.208Z|331.362367|-11.814569|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:52:09.494Z|331.362437|-11.814550|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:53:46.781Z|331.362504|-11.814531|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:55:24.067Z|331.362575|-11.814517|||UCAC2|15.4|R
4179||04179|CCD|A84|2004-07-24T00:57:01.440Z|331.362633|-11.814494|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T00:58:38.726Z|331.362700|-11.814467|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T01:00:16.013Z|331.362779|-11.814456|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-24T01:01:53.299Z|331.362850|-11.814425|||UCAC2|15.3|R
4179||04179|CCD|A84|2004-07-25T00:50:06.979Z|331.442487|-11.799189|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T00:51:04.262Z|331.442529|-11.799172|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T00:52:01.632Z|331.442558|-11.799153|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T00:52:58.915Z|331.442604|-11.799139|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T00:53:56.198Z|331.442642|-11.799119|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:12:37.066Z|331.443333|-11.798950|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:13:34.435Z|331.443367|-11.798933|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:20:14.294Z|331.443621|-11.798869|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:21:11.578Z|331.443658|-11.798858|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:22:08.861Z|331.443696|-11.798847|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:23:06.230Z|331.443733|-11.798831|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:24:03.514Z|331.443771|-11.798825|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:25:00.797Z|331.443808|-11.798814|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:25:58.080Z|331.443833|-11.798806|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:26:55.536Z|331.443888|-11.798792|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:27:52.819Z|331.443925|-11.798783|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:28:50.102Z|331.443958|-11.798772|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:29:47.386Z|331.444000|-11.798758|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:30:44.669Z|331.444037|-11.798750|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:31:42.038Z|331.444075|-11.798739|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:32:39.322Z|331.444108|-11.798731|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:33:36.691Z|331.444146|-11.798717|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:34:34.493Z|331.444183|-11.798708|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:35:31.776Z|331.444221|-11.798692|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:36:29.059Z|331.444262|-11.798683|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:37:26.429Z|331.444292|-11.798683|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:38:23.712Z|331.444333|-11.798661|||UCAC2|15.6|R
4179||04179|CCD|A84|2004-07-25T01:39:20.995Z|331.444371|-11.798658|||UCAC2|15.6|R
4179||04179|CCD|H41|2004-07-27T07:00:25.344Z|331.60454|-11.77408|||UCAC2|15.8|R
4179||04179|CCD|H41|2004-07-27T07:03:07.776Z|331.60454|-11.77400|||UCAC2|15.5|R
4179||04179|CCD|H41|2004-07-27T07:04:42.816Z|331.60467|-11.77403|||UCAC2|15.5|R
4179||04179|CCD|H41|2004-07-27T07:06:42.912Z|331.60463|-11.77403|||UCAC2|15.6|R
4179||04179|CCD|H41|2004-07-27T08:55:03.648Z|331.60758|-11.77344|||UCAC2|15.7|R
4179||04179|CCD|H41|2004-07-27T08:57:02.880Z|331.60767|-11.77342|||UCAC2|15.5|R
4179||04179|CCD|A32|2004-07-28T01:13:20.352Z|331.65050|-11.76958|||USNOA2|15.0|R
4179||04179|CCD|A32|2004-07-28T01:19:48.288Z|331.65071|-11.76956|||USNOA2|15.0|R
4179||04179|CCD|H41|2004-07-28T07:14:36.384Z|331.66625|-11.76733|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-07-28T07:17:24.000Z|331.66642|-11.76736|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-07-28T07:19:12.000Z|331.66646|-11.76733|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-07-28T07:20:59.136Z|331.66642|-11.76736|||UCAC2|15.0|R
4179||04179|CCD|A32|2004-07-29T00:14:53.376Z|331.70617|-11.76514|||USNOA2|15.4|R
4179||04179|CCD|A32|2004-07-29T00:29:25.152Z|331.70654|-11.76508|||USNOA2|15.4|R
4179||04179|CCD|H41|2004-08-01T06:31:01.056Z|331.85275|-11.76906|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-01T06:34:57.792Z|331.85279|-11.76906|||UCAC2|14.9|R
4179||04179|CCD|H41|2004-08-01T06:36:12.096Z|331.85271|-11.76917|||UCAC2|14.9|R
4179||04179|CCD|H41|2004-08-01T06:39:31.680Z|331.85296|-11.76908|||UCAC2|14.6|R
4179||04179|CCD|H41|2004-08-01T06:40:58.944Z|331.85279|-11.76894|||UCAC2|14.9|R
4179||04179|CCD|H41|2004-08-03T06:36:16.416Z|331.90967|-11.78786|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-03T06:37:05.664Z|331.90971|-11.78814|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-08-03T06:38:32.928Z|331.90975|-11.78806|||UCAC2|14.9|R
4179||04179|CCD|H41|2004-08-03T07:53:43.872Z|331.90925|-11.78878|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-08-03T07:54:39.168Z|331.90942|-11.78886|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-08-04T06:39:37.728Z|331.92863|-11.80236|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-04T06:41:30.912Z|331.92854|-11.80233|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-04T06:43:06.816Z|331.92854|-11.80222|||UCAC2|14.7|R
4179||04179|CCD|H41|2004-08-04T06:44:10.752Z|331.92863|-11.80228|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-05T06:15:48.672Z|331.94150|-11.81944|||UCAC2|14.6|R
4179||04179|CCD|H41|2004-08-05T06:16:58.656Z|331.94150|-11.81942|||UCAC2|14.3|R
4179||04179|CCD|H41|2004-08-05T06:21:25.632Z|331.94142|-11.81953|||UCAC2|14.4|R
4179||04179|CCD|H41|2004-08-05T06:22:57.216Z|331.94129|-11.81953|||UCAC2|14.3|R
4179||04179|CCD|H41|2004-08-05T06:24:08.928Z|331.94133|-11.81956|||UCAC2|14.5|R
4179||04179|CCD|H41|2004-08-06T05:22:25.824Z|331.94846|-11.83933|||UCAC2|14.6|R
4179||04179|CCD|H41|2004-08-06T05:23:29.760Z|331.94846|-11.83942|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-06T05:24:42.336Z|331.94842|-11.83942|||UCAC2|14.5|R
4179||04179|CCD|246|2004-08-06T22:34:30.432Z|331.94804|-11.85719|||USNOA2||
4179||04179|CCD|246|2004-08-06T22:35:04.128Z|331.94800|-11.85717|||USNOA2||
4179||04179|CCD|246|2004-08-06T22:35:55.104Z|331.94796|-11.85714|||USNOA2||
4179||04179|CCD|246|2004-08-06T22:37:16.320Z|331.94796|-11.85722|||USNOA2||
4179||04179|CCD|H41|2004-08-07T07:25:32.160Z|331.94517|-11.86589|||UCAC2|14.5|R
4179||04179|CCD|H41|2004-08-07T07:27:47.808Z|331.94512|-11.86594|||UCAC2|14.4|R
4179||04179|CCD|H41|2004-08-07T07:29:06.432Z|331.94504|-11.86586|||UCAC2|14.4|R
4179||04179|CCD|H41|2004-08-07T08:19:46.848Z|331.94379|-11.86681|||UCAC2|14.6|R
4179||04179|CCD|H41|2004-08-07T08:22:01.632Z|331.94375|-11.86692|||UCAC2|14.4|R
4179||04179|CCD|160|2004-08-07T22:41:29.040Z|331.94325|-11.88381|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T22:44:38.083Z|331.94313|-11.88383|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T22:46:43.968Z|331.94308|-11.88392|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T22:48:50.026Z|331.94304|-11.88394|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T22:49:32.016Z|331.94304|-11.88403|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T22:53:01.968Z|331.94300|-11.88403|||UCAC2|14.7|R
4179||04179|CCD|160|2004-08-07T22:54:26.035Z|331.94292|-11.88408|||UCAC2|14.7|R
4179||04179|CCD|160|2004-08-07T22:55:50.016Z|331.94288|-11.88414|||UCAC2|14.7|R
4179||04179|CCD|160|2004-08-07T22:56:32.006Z|331.94283|-11.88411|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T22:57:13.997Z|331.94283|-11.88414|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T22:59:19.968Z|331.94275|-11.88414|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T23:00:44.035Z|331.94275|-11.88419|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T23:02:11.990Z|331.94275|-11.88419|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T23:02:53.981Z|331.94271|-11.88422|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T23:03:35.971Z|331.94267|-11.88428|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T23:04:17.962Z|331.94267|-11.88425|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T23:05:00.038Z|331.94267|-11.88428|||UCAC2|14.6|R
4179||04179|CCD|160|2004-08-07T23:05:42.029Z|331.94267|-11.88428|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T23:07:06.010Z|331.94263|-11.88433|||UCAC2|14.5|R
4179||04179|CCD|160|2004-08-07T23:08:29.040Z|331.94258|-11.88433|||UCAC2|14.4|R
4179||04179|CCD|160|2004-08-07T23:09:11.030Z|331.94250|-11.88433|||UCAC2|14.5|R
4179||04179|CCD|J93|2004-08-07T23:24:39.744Z|331.94283|-11.88497|||USNOA2|14.7|V
4179||04179|CCD|046|2004-08-07T23:41:41.856Z|331.94129|-11.88528|||USNOA2||
4179||04179|CCD|046|2004-08-07T23:43:03.072Z|331.94129|-11.88533|||USNOA2||
4179||04179|CCD|046|2004-08-07T23:43:58.368Z|331.94129|-11.88533|||USNOA2||
4179||04179|CCD|046|2004-08-07T23:46:50.304Z|331.94121|-11.88542|||USNOA2||
4179||04179|CCD|046|2004-08-07T23:47:49.920Z|331.94121|-11.88544|||USNOA2||
4179||04179|CCD|J93|2004-08-07T23:53:28.608Z|331.94221|-11.88561|||USNOA2|14.7|V
4179||04179|CCD|J93|2004-08-07T23:59:35.808Z|331.94204|-11.88578|||USNOA2|14.7|V
4179||04179|CCD|H41|2004-08-08T05:36:10.944Z|331.94079|-11.89150|||UCAC2|14.2|R
4179||04179|CCD|H41|2004-08-08T05:37:26.112Z|331.94071|-11.89161|||UCAC2|14.3|R
4179||04179|CCD|H41|2004-08-08T05:41:36.672Z|331.94063|-11.89169|||UCAC2|14.3|R
4179||04179|CCD|H41|2004-08-08T06:50:48.192Z|331.93858|-11.89319|||UCAC2|14.2|R
4179||04179|CCD|H41|2004-08-08T06:52:50.880Z|331.93850|-11.89325|||UCAC2|14.3|R
4179||04179|CCD|423|2004-08-08T13:49:04.800Z|331.93625|-11.89503|||UCAC2|14.3|V
4179||04179|CCD|423|2004-08-08T14:12:51.264Z|331.93542|-11.89553|||UCAC2|14.3|V
4179||04179|CCD|423|2004-08-08T15:00:50.976Z|331.93392|-11.89658|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T15:57:53.280Z|331.93338|-11.90467|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T15:59:31.776Z|331.93333|-11.90472|||UCAC2|14.1|V
4179||04179|CCD|379|2004-08-08T16:01:11.136Z|331.93325|-11.90475|||UCAC2|14.1|V
4179||04179|CCD|379|2004-08-08T16:04:28.992Z|331.93313|-11.90481|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T16:06:08.352Z|331.93313|-11.90489|||UCAC2|14.1|V
4179||04179|CCD|379|2004-08-08T16:07:46.848Z|331.93308|-11.90494|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T16:09:26.208Z|331.93296|-11.90492|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T16:11:23.712Z|331.93292|-11.90497|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T16:13:03.072Z|331.93288|-11.90500|||UCAC2|14.3|V
4179||04179|CCD|379|2004-08-08T16:14:42.432Z|331.93283|-11.90506|||UCAC2|14.3|V
4179||04179|CCD|379|2004-08-08T16:16:20.928Z|331.93283|-11.90508|||UCAC2|14.2|V
4179||04179|CCD|379|2004-08-08T16:18:00.288Z|331.93267|-11.90511|||UCAC2|14.3|V
4179||04179|CCD|A32|2004-08-09T00:18:52.704Z|331.92842|-11.91681|||USNOA2|14.6|R
4179||04179|CCD|A32|2004-08-09T00:31:48.576Z|331.92808|-11.91706|||USNOA2|14.5|R
4179||04179|CCD|F65|2004-08-09T10:51:16.992Z|331.92175|-11.92906|||USNOB1|14.6|V
4179||04179|CCD|F65|2004-08-09T10:52:34.752Z|331.92167|-11.92908|||USNOB1|14.5|R
4179||04179|CCD|F65|2004-08-09T10:53:37.824Z|331.92163|-11.92908|||USNOB1||
4179||04179|CCD|F65|2004-08-09T10:54:40.032Z|331.92158|-11.92917|||USNOB1|14.9|V
4179||04179|CCD|423|2004-08-09T12:32:05.856Z|331.92258|-11.92558|||UCAC2|14.8|V
4179||04179|CCD|423|2004-08-09T13:13:50.592Z|331.92146|-11.92647|||UCAC2|14.7|V
4179||04179|CCD|423|2004-08-09T14:01:51.168Z|331.91971|-11.92772|||UCAC2|15.1|V
4179||04179|CCD|379|2004-08-09T14:37:47.712Z|331.91958|-11.93564|||UCAC2|14.7|V
4179||04179|CCD|379|2004-08-09T14:41:04.704Z|331.91946|-11.93578|||UCAC2|14.6|V
4179||04179|CCD|379|2004-08-09T14:42:44.064Z|331.91942|-11.93581|||UCAC2|14.6|V
4179||04179|CCD|379|2004-08-09T14:44:23.424Z|331.91933|-11.93583|||UCAC2|14.8|V
4179||04179|CCD|379|2004-08-09T14:46:01.920Z|331.91929|-11.93589|||UCAC2|14.9|V
4179||04179|CCD|379|2004-08-09T14:47:41.280Z|331.91917|-11.93594|||UCAC2|14.8|V
4179||04179|CCD|379|2004-08-09T14:49:19.776Z|331.91917|-11.93594|||UCAC2|14.7|V
4179||04179|CCD|379|2004-08-09T14:50:59.136Z|331.91913|-11.93600|||UCAC2|14.7|V
4179||04179|CCD|A32|2004-08-10T00:12:34.272Z|331.90958|-11.95092|||USNOA2|14.7|R
4179||04179|CCD|A32|2004-08-10T00:19:01.344Z|331.90938|-11.95108|||USNOA2|14.7|R
4179||04179|CCD|H41|2004-08-10T06:09:02.592Z|331.90529|-11.95883|||UCAC2|14.9|R
4179||04179|CCD|H41|2004-08-10T06:10:37.632Z|331.90521|-11.95889|||UCAC2|15.0|R
4179||04179|CCD|H41|2004-08-10T06:12:03.168Z|331.90512|-11.95892|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-10T08:00:54.144Z|331.90067|-11.96172|||UCAC2|14.8|R
4179||04179|CCD|H41|2004-08-10T08:02:39.552Z|331.90058|-11.96183|||UCAC2|14.7|R
4179||04179|CCD|H41|2004-08-10T08:04:00.768Z|331.90058|-11.96186|||UCAC2|14.8|R
4179||04179|CCD|423|2004-08-10T14:04:42.240Z|331.89679|-11.96417|||UCAC2|14.6|V
4179||04179|CCD|423|2004-08-10T14:36:42.048Z|331.89533|-11.96492|||UCAC2|14.5|V
4179||04179|CCD|423|2004-08-10T15:08:41.856Z|331.89404|-11.96581|||UCAC2|14.4|V
4179||04179|CCD|423|2004-08-11T14:25:23.808Z|331.86604|-12.00467|||UCAC2|14.2|V
4179||04179|CCD|423|2004-08-11T15:20:04.416Z|331.86333|-12.00631|||UCAC2|14.2|V
4179||04179|CCD|423|2004-08-11T15:35:24.576Z|331.86271|-12.00667|||UCAC2|14.2|V
4179||04179|CCD|108|2004-08-11T22:29:35.808Z|331.85596|-12.02697|||USNOA2|14.2|R
4179||04179|CCD|108|2004-08-11T22:41:50.208Z|331.85546|-12.02733|||USNOA2|14.2|R
4179||04179|CCD|H41|2004-08-12T06:23:03.264Z|331.84292|-12.04086|||USNOA2|14.0|R
4179||04179|CCD|H41|2004-08-12T06:24:44.352Z|331.84279|-12.04089|||USNOA2|14.2|R
4179||04179|CCD|H41|2004-08-12T06:26:30.624Z|331.84267|-12.04097|||USNOA2|14.1|R
4179||04179|CCD|H41|2004-08-12T06:28:03.936Z|331.84262|-12.04103|||USNOA2|14.1|R
4179||04179|CCD|568|2004-08-12T09:39:13.536Z|331.83933|-12.04556|||USNOA2||
4179||04179|CCD|568|2004-08-12T10:28:51.744Z|331.83663|-12.04722|||USNOA2||
4179||04179|CCD|568|2004-08-12T11:12:27.072Z|331.83417|-12.04861|||USNOA2||
4179||04179|CCD|379|2004-08-12T14:16:03.072Z|331.83133|-12.05578|||UCAC2|13.7|V
4179||04179|CCD|379|2004-08-12T14:17:42.432Z|331.83125|-12.05581|||UCAC2|13.4|V
4179||04179|CCD|379|2004-08-12T14:21:00.288Z|331.83100|-12.05592|||UCAC2|13.6|V
4179||04179|CCD|379|2004-08-12T14:22:38.784Z|331.83108|-12.05594|||UCAC2|13.7|V
4179||04179|CCD|379|2004-08-12T14:25:56.640Z|331.83088|-12.05606|||UCAC2|13.5|V
4179||04179|CCD|379|2004-08-12T14:29:15.360Z|331.83058|-12.05614|||UCAC2|13.8|V
4179||04179|CCD|379|2004-08-12T14:30:53.856Z|331.83050|-12.05619|||UCAC2|13.7|V
4179||04179|CCD|J93|2004-08-12T23:55:46.848Z|331.81383|-12.07581|||USNOA2|14.0|V
4179||04179|CCD|J93|2004-08-12T23:59:46.176Z|331.81358|-12.07586|||USNOA2|13.8|V
4179||04179|CCD|J93|2004-08-13T00:02:49.344Z|331.81350|-12.07600|||USNOA2|13.9|V
4179||04179|CCD|H41|2004-08-13T08:25:30.720Z|331.79504|-12.09175|||UCAC2|13.8|R
4179||04179|CCD|H41|2004-08-13T08:27:30.816Z|331.79487|-12.09181|||UCAC2|13.9|R
4179||04179|CCD|H41|2004-08-13T08:29:11.904Z|331.79475|-12.09186|||UCAC2|14.0|R
4179||04179|CCD|H41|2004-08-13T08:31:14.592Z|331.79462|-12.09194|||UCAC2|14.0|R
4179||04179|CCD|379|2004-08-13T14:16:49.728Z|331.78817|-12.10378|||UCAC2|14.0|V
4179||04179|CCD|379|2004-08-13T14:18:29.088Z|331.78808|-12.10383|||UCAC2|13.9|V
4179||04179|CCD|379|2004-08-13T14:21:46.944Z|331.78783|-12.10394|||UCAC2|13.9|V
4179||04179|CCD|379|2004-08-13T14:26:44.160Z|331.78750|-12.10417|||UCAC2|14.0|V
4179||04179|CCD|379|2004-08-13T14:30:02.016Z|331.78737|-12.10422|||UCAC2|14.1|V
4179||04179|CCD|H41|2004-08-14T08:06:31.104Z|331.74775|-12.14206|||UCAC2|13.7|R
4179||04179|CCD|H41|2004-08-14T08:10:16.608Z|331.74750|-12.14219|||UCAC2|13.7|R
4179||04179|CCD|H41|2004-08-14T08:12:00.288Z|331.74742|-12.14222|||UCAC2|13.6|R
4179||04179|CCD|H41|2004-08-14T08:13:20.640Z|331.74738|-12.14228|||UCAC2|13.7|R
4179||04179|CCD|H41|2004-08-14T08:14:42.720Z|331.74725|-12.14236|||UCAC2|13.6|R
4179||04179|CCD|568|2004-08-14T10:13:15.168Z|331.74667|-12.14517|||USNOA2||
4179||04179|CCD|204|2004-08-14T23:30:58.176Z|331.71604|-12.17772|||USNOB1|13.3|R
4179||04179|CCD|204|2004-08-14T23:59:49.632Z|331.71429|-12.17886|||USNOB1||
4179||04179|CCD|A32|2004-08-15T00:06:34.848Z|331.71367|-12.17961|||USNOA2|13.7|R
4179||04179|CCD|A32|2004-08-15T00:13:02.784Z|331.71329|-12.17986|||USNOA2|13.7|R
4179||04179|CCD|A32|2004-08-15T00:19:30.720Z|331.71292|-12.18006|||USNOA2|13.7|R
4179||04179|CCD|204|2004-08-15T00:35:11.616Z|331.71221|-12.18014|||USNOB1||
4179||04179|CCD|H41|2004-08-15T09:53:38.400Z|331.68617|-12.20094|||UCAC2|14.1|R
4179||04179|CCD|H41|2004-08-15T09:55:22.080Z|331.68592|-12.20106|||UCAC2|14.0|R
4179||04179|CCD|H41|2004-08-15T09:56:35.520Z|331.68592|-12.20100|||UCAC2|14.0|R
4179||04179|CCD|H41|2004-08-15T09:58:02.784Z|331.68583|-12.20106|||UCAC2|14.0|R
4179||04179|CCD|H41|2004-08-15T09:59:22.272Z|331.68579|-12.20117|||UCAC2|13.9|R
