# version=2017
 permID|provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag  |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T03:15:17.568Z| 60.45913  |-10.07442  |     |      |     GSC|14.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T03:39:19.584Z| 60.59571  | -9.98667  |     |      |     GSC|15.3 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T03:57:50.688Z| 60.70033  | -9.91872  |     |      |     GSC|15.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T04:10:52.608Z| 60.77379  | -9.8705   |     |      |     GSC|14.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T04:37:57.792Z| 60.92608  | -9.77003  |     |      |     GSC|15.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T05:26:20.832Z| 61.19708  | -9.58847  |     |      |     GSC|14.5 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T06:00:06.048Z| 61.38575  | -9.46028  |     |      |     GSC|15.4 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T06:26:11.616Z| 61.5315   | -9.36042  |     |      |     GSC|15.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T07:12:23.328Z| 61.79025  | -9.18164  |     |      |     GSC|15.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|859 |    |1999-09-20T07:53:15.360Z| 62.02042  | -9.0215   |     |      |     GSC|14.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-20T23:30:44.352Z| 68.30438  | -5.19475  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-20T23:32:15.072Z| 68.3145   | -5.18789  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-20T23:33:37.152Z| 68.32371  | -5.18164  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-20T23:36:03.168Z| 68.33983  | -5.17058  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-20T23:59:26.304Z| 68.49554  | -5.06414  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-21T00:00:37.152Z| 68.50346  | -5.05881  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-21T00:01:48.864Z| 68.51142  | -5.05328  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |1999-09-21T15:48:10.944Z| 75.5365   | -0.24617  |     |      |     GSC|15   |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |1999-09-21T15:49:03.648Z| 75.543    | -0.24158  |     |      |     GSC|14.9 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |1999-09-21T15:49:58.944Z| 75.54975  | -0.23681  |     |      |     GSC|15   |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |1999-09-21T15:50:48.192Z| 75.55571  | -0.23261  |     |      |     GSC|14.9 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-22T01:29:01.248Z| 80.06142  | +2.60508  |     |      |     GSC|14.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-22T01:30:03.456Z| 80.06921  | +2.61053  |     |      |     GSC|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-22T01:57:20.736Z| 80.27792  | +2.75678  |     |      |     GSC|14.9 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|121 |  01|1999-09-22T01:58:30.720Z| 80.28687  | +2.76306  |     |      |     GSC|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:17:59.424Z| 84.45779  | +5.46933  |     |      |     UNK|15.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:19:04.224Z| 84.46658  | +5.47536  |     |      |     UNK|15.4 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:20:10.752Z| 84.47546  | +5.48142  |     |      |     UNK|15.4 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:21:16.416Z| 84.48421  | +5.48736  |     |      |     UNK|15.3 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:23:25.152Z| 84.50154  | +5.49931  |     |      |     UNK|15.5 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:24:32.544Z| 84.51046  | +5.50531  |     |      |     UNK|15.5 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:25:38.208Z| 84.51917  | +5.51133  |     |      |     UNK|15.2 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:26:44.736Z| 84.52787  | +5.51725  |     |      |     UNK|15.4 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-22T10:31:05.664Z| 84.56296  | +5.54114  |     |      |     UNK|15.4 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-23T10:57:38.880Z| 97.01642  |+13.30756  |     |      |     UNK|15.5 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-23T11:23:31.488Z| 97.22829  |+13.43936  |     |      |     UNK|14.8 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-23T11:36:20.448Z| 97.33288  |+13.50458  |     |      |     UNK|15.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-23T11:43:50.592Z| 97.39392  |+13.54261  |     |      |     UNK|15   |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-23T11:58:17.184Z| 97.51125  |+13.61564  |     |      |     UNK|15.3 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|848 |    |1999-09-23T12:11:06.144Z| 97.61508  |+13.68039  |     |      |     UNK|15.6 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |1999-09-23T18:20:38.976Z|100.74771  |+15.66183  |     |      |     GSC|15.2 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |1999-09-24T18:32:38.688Z|112.52558  |+21.68     |     |      |     GSC|15.5 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|568 |  03|1999-12-29T15:39:24.768Z|207.00783  | +5.33175  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|568 |  03|1999-12-29T15:43:49.152Z|207.00913  | +5.33058  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|568 |  03|1999-12-30T15:28:15.168Z|207.46225  | +4.95808  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|568 |  03|1999-12-30T15:31:39.936Z|207.46329  | +4.95722  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T09:22:01.056Z|215.98758  |-21.44489  |     |      |     UNK|18.2 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T09:26:00.384Z|215.98558  |-21.44528  |     |      |     UNK|18.2 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T09:29:47.616Z|215.98371  |-21.44567  |     |      |     UNK|18.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T09:33:58.176Z|215.9815   |-21.44606  |     |      |     UNK|18.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T09:56:09.600Z|215.97021  |-21.44819  |     |      |     UNK|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T10:00:12.384Z|215.96804  |-21.44856  |     |      |     UNK|18.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T10:03:50.112Z|215.96629  |-21.44892  |     |      |     UNK|18.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T10:07:26.976Z|215.9645   |-21.44925  |     |      |     UNK|18.2 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T10:11:19.392Z|215.96246  |-21.44964  |     |      |     UNK|18   |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T10:31:09.984Z|215.95233  |-21.4515   |     |      |     UNK|18.1 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|695 |  09|2000-03-30T10:34:26.112Z|215.95067  |-21.45181  |     |      |     UNK|18   |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T05:47:28.320Z|210.94     |-22.15411  |     |      | USNOSA1|19   |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T05:50:21.120Z|210.93838  |-22.15442  |     |      | USNOSA1|19   |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T05:52:22.080Z|210.93688  |-22.15453  |     |      | USNOSA1|18.9 |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T05:55:23.520Z|210.93538  |-22.15467  |     |      | USNOSA1|18.7 |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T05:58:24.960Z|210.93383  |-22.15472  |     |      | USNOSA1|19   |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T06:00:25.920Z|210.93246  |-22.15494  |     |      | USNOSA1|19   |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T06:03:27.360Z|210.93075  |-22.15506  |     |      | USNOSA1|19   |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  |        | CCD|709 |    |2000-04-06T06:06:28.800Z|210.92925  |-22.15522  |     |      | USNOSA1|18.9 |      |   R|        |      |      |    |      |T    
 101955|1999 RQ36  | J99R36Q| CCD|F65 |  01|2005-06-30T12:22:30.432Z|346.96112  |-25.03678  |     |      |  USNOA2|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|F65 |  01|2005-06-30T12:24:10.656Z|346.96175  |-25.03681  |     |      |  USNOA2|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|F65 |  01|2005-06-30T12:25:45.696Z|346.96225  |-25.03667  |     |      |  USNOA2|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|F65 |  01|2005-06-30T12:27:20.736Z|346.96304  |-25.03644  |     |      |  USNOA2|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  | 5P58DC7| CCD|E12 |    |2005-08-08T15:59:25.728Z|  7.59837  |-24.45944  |     |      |   UCAC2|18.5 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5P58DC7| CCD|E12 |    |2005-08-08T16:18:27.936Z|  7.605    |-24.45919  |     |      |   UCAC2|18.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5P58DC7| CCD|E12 |    |2005-08-08T16:36:47.808Z|  7.61113  |-24.45886  |     |      |   UCAC2|18.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5P58DC7| CCD|E12 |    |2005-08-08T16:55:20.640Z|  7.61712  |-24.45847  |     |      |   UCAC2|18.6 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |2005-08-15T16:40:14.304Z| 11.71038  |-24.12467  |     |      |   UCAC2|18.2 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |2005-08-15T16:43:50.304Z| 11.71171  |-24.12447  |     |      |   UCAC2|18.3 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|428 |    |2005-08-15T16:47:26.304Z| 11.71304  |-24.12431  |     |      |   UCAC2|18.1 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5Q5AD7F| CCD|E12 |    |2005-08-27T18:20:18.240Z| 20.79254  |-22.27575  |     |      |   UCAC2|17.1 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5Q5AD7F| CCD|E12 |    |2005-08-27T18:36:08.640Z| 20.80138  |-22.27258  |     |      |   UCAC2|17.1 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5Q5AD7F| CCD|E12 |    |2005-08-27T18:52:23.232Z| 20.81083  |-22.26928  |     |      |   UCAC2|17.1 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5Q5AD7F| CCD|E12 |    |2005-08-27T19:08:19.680Z| 20.81983  |-22.26592  |     |      |   UCAC2|17.3 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|157 |    |2005-09-04T01:28:19.776Z| 29.40408  |-19.18828  |     |      |   UCAC2|16.8 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|157 |    |2005-09-04T01:29:49.632Z| 29.40546  |-19.18747  |     |      |   UCAC2|16.8 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|157 |    |2005-09-04T01:31:20.352Z| 29.40696  |-19.18694  |     |      |   UCAC2|17   |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|157 |    |2005-09-04T01:32:50.208Z| 29.40812  |-19.18603  |     |      |   UCAC2|16.3 |      |   R|        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-10T00:03:59.328Z| 40.812    |-13.49983  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-10T00:05:26.592Z| 40.81437  |-13.49819  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|608 |    |2005-09-12T13:57:12.096Z| 48.07988  | -9.18514  |     |      |  USNOA2|15.8 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|608 |    |2005-09-12T14:12:48.672Z| 48.11125  | -9.16375  |     |      |  USNOA2|16   |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|608 |    |2005-09-12T15:11:57.984Z| 48.22992  | -9.08197  |     |      |  USNOA2|15.4 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  | 5R3FACA| CCD|703 |    |2005-09-13T08:50:34.944Z| 50.72713  | -7.5545   |     |      |   UCAC2|15.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5R3FACA| CCD|703 |    |2005-09-13T09:03:34.272Z| 50.75608  | -7.53489  |     |      |   UCAC2|15.8 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5R3FACA| CCD|703 |    |2005-09-13T09:16:30.144Z| 50.78504  | -7.51533  |     |      |   UCAC2|15.8 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | 5R3FACA| CCD|703 |    |2005-09-13T09:29:25.152Z| 50.81383  | -7.49583  |     |      |   UCAC2|15.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:34:05.664Z| 55.78096  | -4.29519  |     |      |   UCAC2|16   |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:37:43.392Z| 55.79029  | -4.28872  |     |      |   UCAC2|16.2 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:38:55.968Z| 55.79338  | -4.2865   |     |      |   UCAC2|16.2 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:40:07.680Z| 55.79646  | -4.28439  |     |      |   UCAC2|16   |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:43:27.264Z| 55.80496  | -4.27844  |     |      |   UCAC2|16   |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:49:30.144Z| 55.82033  | -4.26753  |     |      |   UCAC2|15.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:50:41.856Z| 55.82333  | -4.26533  |     |      |   UCAC2|15.7 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:57:32.256Z| 55.84096  | -4.25308  |     |      |   UCAC2|16.3 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T17:59:57.408Z| 55.84713  | -4.24878  |     |      |   UCAC2|16.1 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  | J99R36Q| CCD|379 |    |2005-09-14T18:01:09.984Z| 55.85025  | -4.24664  |     |      |   UCAC2|16.1 |      |   V|        |      |      |    |      |     
 101955|1999 RQ36  |  79H063| CCD|699 |    |2005-09-17T09:25:00.768Z| 67.81458  | +3.67     |     |      |  USNOA2|15.8 |      |   R|        |      |      |    |      |     
 101955|1999 RQ36  |  79H063| CCD|699 |    |2005-09-17T10:15:30.816Z| 67.98242  | +3.78828  |     |      |  USNOA2|     |      |    |        |      |      |    |      |     
 101955|1999 RQ36  |  79H063| CCD|699 |    |2005-09-17T10:54:47.808Z| 68.11246  | +3.88036  |     |      |  USNOA2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-17T22:55:49.152Z| 70.72458  | +5.569    |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-17T22:56:25.440Z| 70.72671  | +5.5705   |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-17T22:57:00.864Z| 70.72883  | +5.57186  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-23T01:13:25.536Z|101.01742  |+22.68761  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-23T01:14:01.824Z|101.01979  |+22.68872  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-23T01:16:59.808Z|101.03221  |+22.69447  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-23T01:17:43.008Z|101.03504  |+22.69583  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           | J99R36Q| CCD|084 |    |2005-09-23T01:18:54.720Z|101.04008  |+22.69814  |     |      |   UCAC2|     |      |    |        |      |      |    |      |     
 101955|           |  G11p1q| CCD|691 |    |2006-02-02T12:06:06.336Z|222.25929  | -7.97022  |     |      |  USNOA2|21.4 |      |   V|        |      |      |    |      |     
 101955|           |  G11p1q| CCD|691 |    |2006-02-02T12:24:04.608Z|222.26325  | -7.97414  |     |      |  USNOA2|21.3 |      |   V|        |      |      |    |      |     
 101955|           |  G11p1q| CCD|691 |    |2006-02-02T12:42:03.744Z|222.26721  | -7.97814  |     |      |  USNOA2|20.8 |      |   V|        |      |      |    |      |     
 101955|           | 6F0996E| CCD|703 |    |2006-03-24T09:41:28.320Z|224.16492  |-21.89267  |     |      |   UCAC2|19.5 |      |   V|        |      |      |    |      |     
 101955|           | 6F0996E| CCD|703 |    |2006-03-24T09:47:45.024Z|224.16283  |-21.89375  |     |      |   UCAC2|19.7 |      |   V|        |      |      |    |      |     
 101955|           | 6F0996E| CCD|703 |    |2006-03-24T09:54:07.776Z|224.16075  |-21.89492  |     |      |   UCAC2|19.7 |      |   V|        |      |      |    |      |     
 101955|           | 6F0996E| CCD|703 |    |2006-03-24T10:00:32.256Z|224.15817  |-21.89594  |     |      |   UCAC2|19.6 |      |   V|        |      |      |    |      |     
 101955|           | KT5JHD1| CCD|644 |    |2006-04-21T06:55:19.488Z|204.75637  |-24.43067  |     |      |  USNOB1|19   |      |   R|        |      |      |    |      |     
 101955|           | KT5JHD1| CCD|644 |    |2006-04-21T07:27:13.248Z|204.73858  |-24.42933  |     |      |  USNOB1|18.5 |      |   R|        |      |      |    |      |     
 101955|           | KT5JHD1| CCD|644 |    |2006-04-21T07:57:35.424Z|204.72192  |-24.428    |     |      |  USNOB1|18.6 |      |   R|        |      |      |    |      |     
 101955|           | 6H617CA| CCD|E12 |    |2006-04-29T14:06:25.920Z|199.09575  |-23.61714  |     |      |   UCAC2|19.1 |      |   V|        |      |      |    |      |     
 101955|           | 6H617CA| CCD|E12 |    |2006-04-29T14:19:20.928Z|199.08975  |-23.61608  |     |      |   UCAC2|18.7 |      |   V|        |      |      |    |      |     
 101955|           | 6H617CA| CCD|E12 |    |2006-04-29T14:32:16.800Z|199.08433  |-23.61508  |     |      |   UCAC2|18.3 |      |   V|        |      |      |    |      |     
 101955|           | 6H617CA| CCD|E12 |    |2006-04-29T14:45:15.264Z|199.07833  |-23.61381  |     |      |   UCAC2|19   |      |   V|        |      |      |    |      |     
 101955|           |   A1955| CCD|290 |  04|2006-04-30T04:40:46.272Z|198.74038  |-23.54997  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|290 |  04|2006-04-30T04:48:05.184Z|198.73721  |-23.54936  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|290 |  04|2006-04-30T05:33:17.280Z|198.71746  |-23.54564  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|290 |  04|2006-04-30T06:36:44.064Z|198.68963  |-23.54011  |     |      |  USNOB1|18.9 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-22T05:55:45.984Z|191.54563  |-20.90258  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-22T06:03:03.168Z|191.54513  |-20.90222  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-22T06:10:21.216Z|191.5445   |-20.90178  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-22T06:17:38.400Z|191.54396  |-20.90122  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-22T06:24:55.584Z|191.54346  |-20.90067  |     |      |  USNOB1|20.5 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-26T04:25:25.248Z|191.359    |-20.59189  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-26T04:32:43.296Z|191.35867  |-20.59167  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-26T04:40:01.344Z|191.35842  |-20.59144  |     |      |  USNOB1|     |      |    |        |      |      |    |      |     
 101955|           |   A1955| CCD|693 |    |2006-05-26T04:47:19.392Z|191.35821  |-20.59086  |     |      |  USNOB1|20.8 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T03:53:55.680Z| 35.22054  | -1.16244  |     |      |  USNOB1|19   |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T03:55:28.992Z| 35.22179  | -1.16189  |     |      |  USNOB1|19.1 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T03:57:02.304Z| 35.223    | -1.16108  |     |      |  USNOB1|19   |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T03:59:10.176Z| 35.22458  | -1.16036  |     |      |  USNOB1|19   |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:00:21.024Z| 35.2255   | -1.15986  |     |      |  USNOB1|18.9 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:01:24.960Z| 35.22625  | -1.15942  |     |      |  USNOB1|19   |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:02:28.032Z| 35.22721  | -1.15906  |     |      |  USNOB1|18.9 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:03:30.240Z| 35.22787  | -1.15864  |     |      |  USNOB1|19   |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:04:37.632Z| 35.22879  | -1.15811  |     |      |  USNOB1|19.1 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:05:33.792Z| 35.22967  | -1.15778  |     |      |  USNOB1|19.2 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:06:30.816Z| 35.23025  | -1.15733  |     |      |  USNOB1|19.2 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:07:50.304Z| 35.23129  | -1.15683  |     |      |  USNOB1|18.8 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:09:53.856Z| 35.23296  | -1.15594  |     |      |  USNOB1|18.9 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:25:01.920Z| 35.24462  | -1.14981  |     |      |  USNOB1|18.9 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:26:18.816Z| 35.24563  | -1.14922  |     |      |  USNOB1|18.8 |      |   R|        |      |      |    |      |     
 101955|           |   A1955| CCD|950 |  0N|2011-08-13T04:27:14.976Z| 35.24638  | -1.14889  |     |      |  USNOB1|18.9 |      |   R|        |      |      |    |      |     
